"","species","interactions","indegree","rep"
"331","Latole",3,13,3
"332","Lflexi",8,9,3
"333","Lforti",6,7,3
"334","Llappo",1,4,3
"335","Llugen",5,7,3
"336","Lpunct",4,5,3
"337","Lsubco",1,1,3
"338","Mesole",10,16,3
"339","Mlongi",1,1,3
"340","Mspone",1,4,3
"341","Mvesic",4,5,3
"342","Mymari",1,3,3
"343","Olesic",2,7,3
"344","Pclavi",1,5,3
"345","Pcynip",13,17,3
"346","Pdolic",55,24,3
"347","Peuura",19,29,3
"348","Pnemat",3,7,3
"349","Polybl",1,1,3
"350","Ppecti",1,1,3
"351","Pponta",27,15,3
"352","Ppumil",3,3,3
"353","Psauli",1,3,3
"354","Psoemi",1,5,3
"355","Pterom",1,4,3
"356","Rbrach",2,2,3
"357","Salcal",1,2,3
"358","Salpin",1,4,3
"359","Saotis",3,4,3
"360","Sborea",1,3,3
"361","Sgranu",5,12,3
"362","Slappo",17,17,3
"363","Smorle",10,15,3
"364","Snigri",2,3,3
"365","Spygid",4,10,3
"366","Srenov",2,5,3
"367","Ssubar",2,4,3
"368","Strico",8,8,3
"369","Svesic",43,25,3
"370","Tetras",1,4,3
"371","Themip",1,6,3
"372","Torymu",2,6,3
"373","Tspfiv",3,6,3
"374","Tspfou",1,3,3
"375","Tspone",2,2,3
"376","Tspsix",1,2,3
"377","Tspthr",1,1,3
"378","Tsptwo",1,1,3
"379","Aacumi",11,6,4
"380","Aalvea",3,1,4
"381","Acubic",8,11,4
"382","Adelog",18,14,4
"383","Agalli",1,2,4
"384","Aminim",15,7,4
"385","Amorri",1,5,4
"386","Anigro",11,16,4
"387","Apante",1,2,4
"388","Aprost",1,2,4
"389","Apusil",16,19,4
"390","Atroch",2,3,4
"391","Atymbe",1,3,4
"392","Axanth",1,1,4
"393","Bbrevi",6,2,4
"394","Bconju",3,2,4
"395","Bdisco",6,5,4
"396","Bepitr",8,11,4
"397","Bimmut",4,3,4
"398","Binter",8,7,4
"399","Bkopel",10,16,4
"400","Blivid",2,2,4
"401","Bobscu",2,2,4
"402","Bpicti",5,8,4
"403","Bpulch",2,1,4
"404","Bracin",49,24,4
"405","Bracsp",1,3,4
"406","Broman",31,25,4
"407","Campop",1,1,4
"408","Ccruxx",25,20,4
"409","Cdorsa",2,4,4
"410","Celong",33,28,4
"411","Cflavi",3,10,4
"412","Cgraci",1,2,4
"413","Chalci",80,32,4
"414","Cincer",2,2,4
"415","Claevi",10,13,4
"416","Cnrsub",1,4,4
"417","Coreop",2,4,4
"418","Croman",4,11,4
"419","Csalic",3,1,4
"420","Ctenoc",1,3,4
"421","Ctrifa",1,3,4
"422","Cvarie",1,1,4
"423","Cvitta",5,10,4
"424","Dcoleo",1,1,4
"425","Dlongi",1,2,4
"426","Dstram",3,3,4
"427","Dwestw",1,3,4
"428","Eacicu",36,24,4
"429","Ealbit",6,3,4
"430","Eanali",2,7,4
"431","Ecalca",1,5,4
"432","Eclytu",1,5,4
"433","Efront",1,2,4
"434","Eheyer",1,1,4
"435","Enobbe",19,25,4
"436","Epygma",9,11,4
"437","Eridol",2,3,4
"438","Esalic",13,11,4
"439","Espone",1,1,4
"440","Etaige",1,3,4
"441","Etorym",24,26,4
"442","Etoxon",8,7,4
"443","Eurozo",5,6,4
"444","Euryto",1,1,4
"445","Geliss",2,5,4
"446","Gornat",1,1,4
"447","Hruber",27,18,4
"448","Ialter",1,2,4
"449","Ibrevi",2,3,4
"450","Ichnin",54,26,4
"451","Ichnsp",1,1,4
"452","Ilappo",16,22,4
"453","Ireuni",4,3,4
"454","Lalpic",2,1,4
"455","Lalpio",2,7,4
"456","Lalpiu",1,3,4
"457","Latole",3,7,4
"458","Lflexi",8,7,4
"459","Lforti",6,7,4
"460","Llappo",1,5,4
"461","Llugen",5,12,4
"462","Lpunct",4,7,4
"463","Lsubco",1,1,4
"464","Mesole",10,9,4
"465","Mlongi",1,1,4
"466","Mspone",1,4,4
"467","Mvesic",4,3,4
"468","Mymari",1,3,4
"469","Olesic",2,6,4
"470","Pclavi",1,4,4
"471","Pcynip",13,16,4
"472","Pdolic",55,26,4
"473","Peuura",19,21,4
"474","Pnemat",3,7,4
"475","Polybl",1,1,4
"476","Ppecti",1,2,4
"477","Pponta",27,19,4
"478","Ppumil",3,3,4
"479","Psauli",1,2,4
"480","Psoemi",1,4,4
"481","Pterom",1,2,4
"482","Rbrach",2,1,4
"483","Salcal",1,3,4
"484","Salpin",1,4,4
"485","Saotis",3,1,4
"486","Sborea",1,2,4
"487","Sgranu",5,11,4
"488","Slappo",17,12,4
"489","Smorle",10,16,4
"490","Snigri",2,6,4
"491","Spygid",4,6,4
"492","Srenov",2,8,4
"493","Ssubar",2,3,4
"494","Strico",8,9,4
"495","Svesic",43,29,4
"496","Tetras",1,1,4
"497","Themip",1,5,4
"498","Torymu",2,4,4
"499","Tspfiv",3,4,4
"500","Tspfou",1,4,4
"501","Tspone",2,4,4
"502","Tspsix",1,4,4
"503","Tspthr",1,1,4
"504","Tsptwo",1,1,4
"505","Aacumi",11,14,5
"506","Aalvea",3,4,5
"507","Acubic",8,13,5
"508","Adelog",18,18,5
"509","Agalli",1,1,5
"510","Aminim",15,12,5
"511","Amorri",1,7,5
"512","Anigro",11,8,5
"513","Apante",1,1,5
"514","Aprost",1,1,5
"515","Apusil",16,22,5
"516","Atroch",2,4,5
"517","Atymbe",1,3,5
"518","Axanth",1,2,5
"519","Bbrevi",6,5,5
"520","Bconju",3,2,5
"521","Bdisco",6,7,5
"522","Bepitr",8,11,5
"523","Bimmut",4,7,5
"524","Binter",8,10,5
"525","Bkopel",10,11,5
"526","Blivid",2,1,5
"527","Bobscu",2,2,5
"528","Bpicti",5,11,5
"529","Bpulch",2,3,5
"530","Bracin",49,27,5
"531","Bracsp",1,2,5
"532","Broman",31,24,5
"533","Campop",1,1,5
"534","Ccruxx",25,19,5
"535","Cdorsa",2,4,5
"536","Celong",33,21,5
"537","Cflavi",3,6,5
"538","Cgraci",1,1,5
"539","Chalci",80,26,5
"540","Cincer",2,1,5
"541","Claevi",10,16,5
"542","Cnrsub",1,1,5
"543","Coreop",2,4,5
"544","Croman",4,8,5
"545","Csalic",3,4,5
"546","Ctenoc",1,2,5
"547","Ctrifa",1,4,5
"548","Cvarie",1,1,5
"549","Cvitta",5,5,5
"550","Dcoleo",1,1,5
"551","Dlongi",1,1,5
"552","Dstram",3,1,5
"553","Dwestw",1,3,5
"554","Eacicu",36,20,5
"555","Ealbit",6,5,5
"556","Eanali",2,6,5
"557","Ecalca",1,3,5
"558","Eclytu",1,4,5
"559","Efront",1,1,5
"560","Eheyer",1,1,5
"561","Enobbe",19,23,5
"562","Epygma",9,12,5
"563","Eridol",2,2,5
"564","Esalic",13,12,5
"565","Espone",1,1,5
"566","Etaige",1,3,5
"567","Etorym",24,29,5
"568","Etoxon",8,3,5
"569","Eurozo",5,7,5
"570","Euryto",1,1,5
"571","Geliss",2,5,5
"572","Gornat",1,1,5
"573","Hruber",27,20,5
"574","Ialter",1,2,5
"575","Ibrevi",2,5,5
"576","Ichnin",54,14,5
"577","Ichnsp",1,1,5
"578","Ilappo",16,15,5
"579","Ireuni",4,4,5
"580","Lalpic",2,1,5
"581","Lalpio",2,5,5
"582","Lalpiu",1,1,5
"583","Latole",3,7,5
"584","Lflexi",8,6,5
"585","Lforti",6,9,5
"586","Llappo",1,4,5
"587","Llugen",5,17,5
"588","Lpunct",4,11,5
"589","Lsubco",1,1,5
"590","Mesole",10,15,5
"591","Mlongi",1,1,5
"592","Mspone",1,4,5
"593","Mvesic",4,4,5
"594","Mymari",1,5,5
"595","Olesic",2,4,5
"596","Pclavi",1,4,5
"597","Pcynip",13,16,5
"598","Pdolic",55,27,5
"599","Peuura",19,23,5
"600","Pnemat",3,9,5
"601","Polybl",1,1,5
"602","Ppecti",1,6,5
"603","Pponta",27,16,5
"604","Ppumil",3,1,5
"605","Psauli",1,5,5
"606","Psoemi",1,5,5
"607","Pterom",1,3,5
"608","Rbrach",2,1,5
"609","Salcal",1,1,5
"610","Salpin",1,3,5
"611","Saotis",3,3,5
"612","Sborea",1,3,5
"613","Sgranu",5,9,5
"614","Slappo",17,19,5
"615","Smorle",10,12,5
"616","Snigri",2,7,5
"617","Spygid",4,10,5
"618","Srenov",2,8,5
"619","Ssubar",2,8,5
"620","Strico",8,13,5
"621","Svesic",43,22,5
"622","Tetras",1,2,5
"623","Themip",1,10,5
"624","Torymu",2,4,5
"625","Tspfiv",3,2,5
"626","Tspfou",1,1,5
"627","Tspone",2,6,5
"628","Tspsix",1,5,5
"629","Tspthr",1,1,5
"630","Tsptwo",1,1,5
"631","Aacumi",11,9,6
"632","Aalvea",3,1,6
"633","Acubic",8,18,6
"634","Adelog",18,27,6
"635","Agalli",1,1,6
"636","Aminim",15,8,6
"637","Amorri",1,1,6
"638","Anigro",11,12,6
"639","Apante",1,1,6
"640","Aprost",1,3,6
"641","Apusil",16,16,6
"642","Atroch",2,6,6
"643","Atymbe",1,1,6
"644","Axanth",1,2,6
"645","Bbrevi",6,4,6
"646","Bconju",3,2,6
"647","Bdisco",6,6,6
"648","Bepitr",8,14,6
"649","Bimmut",4,4,6
"650","Binter",8,11,6
"651","Bkopel",10,9,6
"652","Blivid",2,1,6
"653","Bobscu",2,2,6
"654","Bpicti",5,8,6
"655","Bpulch",2,3,6
"656","Bracin",49,27,6
"657","Bracsp",1,3,6
"658","Broman",31,28,6
"659","Campop",1,1,6
"660","Ccruxx",25,18,6
"661","Cdorsa",2,6,6
"662","Celong",33,27,6
"663","Cflavi",3,11,6
"664","Cgraci",1,1,6
"665","Chalci",80,34,6
"666","Cincer",2,1,6
"667","Claevi",10,14,6
"668","Cnrsub",1,6,6
"669","Coreop",2,5,6
"670","Croman",4,8,6
"671","Csalic",3,4,6
"672","Ctenoc",1,4,6
"673","Ctrifa",1,4,6
"674","Cvarie",1,1,6
"675","Cvitta",5,8,6
"676","Dcoleo",1,1,6
"677","Dlongi",1,1,6
"678","Dstram",3,2,6
"679","Dwestw",1,6,6
"680","Eacicu",36,24,6
"681","Ealbit",6,6,6
"682","Eanali",2,4,6
"683","Ecalca",1,1,6
"684","Eclytu",1,1,6
"685","Efront",1,1,6
"686","Eheyer",1,1,6
"687","Enobbe",19,15,6
"688","Epygma",9,15,6
"689","Eridol",2,2,6
"690","Esalic",13,13,6
"691","Espone",1,1,6
"692","Etaige",1,4,6
"693","Etorym",24,25,6
"694","Etoxon",8,14,6
"695","Eurozo",5,2,6
"696","Euryto",1,1,6
"697","Geliss",2,2,6
"698","Gornat",1,1,6
"699","Hruber",27,20,6
"700","Ialter",1,3,6
"701","Ibrevi",2,8,6
"702","Ichnin",54,24,6
"703","Ichnsp",1,1,6
"704","Ilappo",16,17,6
"705","Ireuni",4,2,6
"706","Lalpic",2,3,6
"707","Lalpio",2,2,6
"708","Lalpiu",1,3,6
"709","Latole",3,6,6
"710","Lflexi",8,5,6
"711","Lforti",6,11,6
"712","Llappo",1,5,6
"713","Llugen",5,9,6
"714","Lpunct",4,2,6
"715","Lsubco",1,1,6
"716","Mesole",10,15,6
"717","Mlongi",1,1,6
"718","Mspone",1,1,6
"719","Mvesic",4,11,6
"720","Mymari",1,3,6
"721","Olesic",2,4,6
"722","Pclavi",1,4,6
"723","Pcynip",13,14,6
"724","Pdolic",55,27,6
"725","Peuura",19,16,6
"726","Pnemat",3,2,6
"727","Polybl",1,2,6
"728","Ppecti",1,2,6
"729","Pponta",27,16,6
"730","Ppumil",3,3,6
"731","Psauli",1,5,6
"732","Psoemi",1,1,6
"733","Pterom",1,4,6
"734","Rbrach",2,1,6
"735","Salcal",1,2,6
"736","Salpin",1,4,6
"737","Saotis",3,2,6
"738","Sborea",1,3,6
"739","Sgranu",5,10,6
"740","Slappo",17,14,6
"741","Smorle",10,15,6
"742","Snigri",2,4,6
"743","Spygid",4,8,6
"744","Srenov",2,5,6
"745","Ssubar",2,7,6
"746","Strico",8,13,6
"747","Svesic",43,20,6
"748","Tetras",1,4,6
"749","Themip",1,7,6
"750","Torymu",2,5,6
"751","Tspfiv",3,6,6
"752","Tspfou",1,3,6
"753","Tspone",2,7,6
"754","Tspsix",1,2,6
"755","Tspthr",1,1,6
"756","Tsptwo",1,1,6
"757","Aacumi",11,11,7
"758","Aalvea",3,7,7
"759","Acubic",8,18,7
"760","Adelog",18,14,7
"761","Agalli",1,4,7
"762","Aminim",15,10,7
"763","Amorri",1,5,7
"764","Anigro",11,15,7
"765","Apante",1,2,7
"766","Aprost",1,1,7
"767","Apusil",16,13,7
"768","Atroch",2,5,7
"769","Atymbe",1,1,7
"770","Axanth",1,1,7
"771","Bbrevi",6,5,7
"772","Bconju",3,6,7
"773","Bdisco",6,6,7
"774","Bepitr",8,7,7
"775","Bimmut",4,7,7
"776","Binter",8,9,7
"777","Bkopel",10,10,7
"778","Blivid",2,1,7
"779","Bobscu",2,1,7
"780","Bpicti",5,5,7
"781","Bpulch",2,2,7
"782","Bracin",49,33,7
"783","Bracsp",1,3,7
"784","Broman",31,16,7
"785","Campop",1,1,7
"786","Ccruxx",25,21,7
"787","Cdorsa",2,1,7
"788","Celong",33,23,7
"789","Cflavi",3,4,7
"790","Cgraci",1,1,7
"791","Chalci",80,22,7
"792","Cincer",2,3,7
"793","Claevi",10,15,7
"794","Cnrsub",1,2,7
"795","Coreop",2,2,7
"796","Croman",4,6,7
"797","Csalic",3,3,7
"798","Ctenoc",1,4,7
"799","Ctrifa",1,4,7
"800","Cvarie",1,3,7
"801","Cvitta",5,11,7
"802","Dcoleo",1,1,7
"803","Dlongi",1,1,7
"804","Dstram",3,1,7
"805","Dwestw",1,4,7
"806","Eacicu",36,30,7
"807","Ealbit",6,7,7
"808","Eanali",2,1,7
"809","Ecalca",1,3,7
"810","Eclytu",1,6,7
"811","Efront",1,2,7
"812","Eheyer",1,1,7
"813","Enobbe",19,18,7
"814","Epygma",9,14,7
"815","Eridol",2,1,7
"816","Esalic",13,18,7
"817","Espone",1,1,7
"818","Etaige",1,3,7
"819","Etorym",24,25,7
"820","Etoxon",8,12,7
"821","Eurozo",5,3,7
"822","Euryto",1,1,7
"823","Geliss",2,4,7
"824","Gornat",1,1,7
"825","Hruber",27,18,7
"826","Ialter",1,2,7
"827","Ibrevi",2,5,7
"828","Ichnin",54,27,7
"829","Ichnsp",1,1,7
"830","Ilappo",16,17,7
"831","Ireuni",4,6,7
"832","Lalpic",2,1,7
"833","Lalpio",2,3,7
"834","Lalpiu",1,2,7
"835","Latole",3,6,7
"836","Lflexi",8,8,7
"837","Lforti",6,10,7
"838","Llappo",1,2,7
"839","Llugen",5,13,7
"840","Lpunct",4,10,7
"841","Lsubco",1,1,7
"842","Mesole",10,15,7
"843","Mlongi",1,1,7
"844","Mspone",1,3,7
"845","Mvesic",4,7,7
"846","Mymari",1,2,7
"847","Olesic",2,4,7
"848","Pclavi",1,1,7
"849","Pcynip",13,17,7
"850","Pdolic",55,35,7
"851","Peuura",19,19,7
"852","Pnemat",3,3,7
"853","Polybl",1,1,7
"854","Ppecti",1,6,7
"855","Pponta",27,8,7
"856","Ppumil",3,1,7
"857","Psauli",1,5,7
"858","Psoemi",1,3,7
"859","Pterom",1,3,7
"860","Rbrach",2,2,7
"861","Salcal",1,3,7
"862","Salpin",1,2,7
"863","Saotis",3,4,7
"864","Sborea",1,2,7
"865","Sgranu",5,7,7
"866","Slappo",17,13,7
"867","Smorle",10,15,7
"868","Snigri",2,1,7
"869","Spygid",4,12,7
"870","Srenov",2,5,7
"871","Ssubar",2,8,7
"872","Strico",8,15,7
"873","Svesic",43,15,7
"874","Tetras",1,3,7
"875","Themip",1,4,7
"876","Torymu",2,5,7
"877","Tspfiv",3,3,7
"878","Tspfou",1,3,7
"879","Tspone",2,3,7
"880","Tspsix",1,1,7
"881","Tspthr",1,1,7
"882","Tsptwo",1,1,7
"883","Aacumi",11,13,8
"884","Aalvea",3,5,8
"885","Acubic",8,12,8
"886","Adelog",18,15,8
"887","Agalli",1,4,8
"888","Aminim",15,12,8
"889","Amorri",1,2,8
"890","Anigro",11,12,8
"891","Apante",1,4,8
"892","Aprost",1,2,8
"893","Apusil",16,20,8
"894","Atroch",2,2,8
"895","Atymbe",1,1,8
"896","Axanth",1,1,8
"897","Bbrevi",6,6,8
"898","Bconju",3,1,8
"899","Bdisco",6,4,8
"900","Bepitr",8,13,8
"901","Bimmut",4,10,8
"902","Binter",8,12,8
"903","Bkopel",10,12,8
"904","Blivid",2,1,8
"905","Bobscu",2,3,8
"906","Bpicti",5,11,8
"907","Bpulch",2,1,8
"908","Bracin",49,25,8
"909","Bracsp",1,1,8
"910","Broman",31,25,8
"911","Campop",1,1,8
"912","Ccruxx",25,19,8
"913","Cdorsa",2,4,8
"914","Celong",33,31,8
"915","Cflavi",3,5,8
"916","Cgraci",1,1,8
"917","Chalci",80,27,8
"918","Cincer",2,2,8
"919","Claevi",10,14,8
"920","Cnrsub",1,6,8
"921","Coreop",2,3,8
"922","Croman",4,6,8
"923","Csalic",3,2,8
"924","Ctenoc",1,2,8
"925","Ctrifa",1,5,8
"926","Cvarie",1,4,8
"927","Cvitta",5,8,8
"928","Dcoleo",1,1,8
"929","Dlongi",1,1,8
"930","Dstram",3,2,8
"931","Dwestw",1,3,8
"932","Eacicu",36,22,8
"933","Ealbit",6,6,8
"934","Eanali",2,7,8
"935","Ecalca",1,1,8
"936","Eclytu",1,3,8
"937","Efront",1,1,8
"938","Eheyer",1,1,8
"939","Enobbe",19,22,8
"940","Epygma",9,10,8
"941","Eridol",2,1,8
"942","Esalic",13,16,8
"943","Espone",1,1,8
"944","Etaige",1,2,8
"945","Etorym",24,31,8
"946","Etoxon",8,10,8
"947","Eurozo",5,9,8
"948","Euryto",1,1,8
"949","Geliss",2,4,8
"950","Gornat",1,1,8
"951","Hruber",27,18,8
"952","Ialter",1,3,8
"953","Ibrevi",2,7,8
"954","Ichnin",54,25,8
"955","Ichnsp",1,4,8
"956","Ilappo",16,22,8
"957","Ireuni",4,2,8
"958","Lalpic",2,1,8
"959","Lalpio",2,4,8
"960","Lalpiu",1,4,8
"961","Latole",3,11,8
"962","Lflexi",8,7,8
"963","Lforti",6,8,8
"964","Llappo",1,3,8
