"","species","interactions","outdegree","rep"
"184","Otrian",8,4,2
"185","Ovaria",25,24,2
"186","Ovesic",30,17,2
"187","Ovimin",26,16,2
"188","Oviril",9,20,2
"189","Eappen",5,4,3
"190","Eatraa",6,10,3
"191","Eaurit",6,4,3
"192","Eboreo",8,10,3
"193","Eciner",5,2,3
"194","Edaphn",6,10,3
"195","Eelaea",15,14,3
"196","Egemmc",3,3,3
"197","Egemmf",6,16,3
"198","Egemmh",7,12,3
"199","Ehasta",7,12,3
"200","Elanat",4,8,3
"201","Elappc",11,16,3
"202","Elappo",9,5,3
"203","Emucro",11,7,3
"204","Emyrsi",8,11,3
"205","Emyrti",6,4,3
"206","Enigri",9,8,3
"207","Ephyli",1,8,3
"208","Epurpu",8,13,3
"209","Esmyrs",3,8,3
"210","Esmyrt",3,5,3
"211","Esubge",1,2,3
"212","Etesta",8,8,3
"213","Evenus",10,12,3
"214","Eweiff",17,12,3
"215","Hacuti",6,13,3
"216","Halien",11,7,3
"217","Hangli",13,14,3
"218","Hanoma",4,6,3
"219","Hcarin",5,5,3
"220","Heryth",9,6,3
"221","Hischn",14,16,3
"222","Hleuca",8,14,3
"223","Hleuco",6,15,3
"224","Hnudip",8,10,3
"225","Hoblit",8,6,3
"226","Hplicd",5,12,3
"227","Hplicg",16,17,3
"228","Hplicl",8,5,3
"229","Hplicp",4,2,3
"230","Hpolit",10,12,3
"231","Hpruss",9,16,3
"232","Hpscho",2,5,3
"233","Hpurpu",5,3,3
"234","Hscapr",5,4,3
"235","Hsglab",1,0,3
"236","Hsglau",2,12,3
"237","Hspecc",1,2,3
"238","Hspira",5,4,3
"239","Hspirh",4,6,3
"240","Htuber",5,10,3
"241","Oaacut",4,0,3
"242","Oadaph",16,11,3
"243","Oarcti",15,12,3
"244","Obella",15,5,3
"245","Obrevi",14,7,3
"246","Obridg",29,26,3
"247","Ocolla",13,7,3
"248","Odolic",14,11,3
"249","Oelaea",8,8,3
"250","Ofoeti",21,12,3
"251","Ogalla",18,12,3
"252","Oglabr",14,9,3
"253","Oglauc",12,9,3
"254","Ohasta",20,24,3
"255","Ohelve",9,12,3
"256","Oherba",11,5,3
"257","Okriec",22,12,3
"258","Olappl",12,10,3
"259","Olappo",16,9,3
"260","Omacul",14,6,3
"261","Omonti",9,14,3
"262","Omyrsi",10,5,3
"263","Omyrti",6,5,3
"264","Onigri",19,12,3
"265","Onival",18,11,3
"266","Onorve",10,7,3
"267","Oobscu",21,11,3
"268","Opedun",12,13,3
"269","Opolar",1,5,3
"270","Opprox",5,2,3
"271","Oproxi",23,12,3
"272","Opustu",10,7,3
"273","Oretic",10,8,3
"274","Oretus",9,5,3
"275","Osamol",13,8,3
"276","Ospeit",3,5,3
"277","Ospset",8,6,3
"278","Otrian",8,7,3
"279","Ovaria",25,14,3
"280","Ovesic",30,20,3
"281","Ovimin",26,22,3
"282","Oviril",9,17,3
"283","Eappen",5,5,4
"284","Eatraa",6,9,4
"285","Eaurit",6,5,4
"286","Eboreo",8,12,4
"287","Eciner",5,5,4
"288","Edaphn",6,10,4
"289","Eelaea",15,16,4
"290","Egemmc",3,6,4
"291","Egemmf",6,13,4
"292","Egemmh",7,15,4
"293","Ehasta",7,16,4
"294","Elanat",4,7,4
"295","Elappc",11,9,4
"296","Elappo",9,10,4
"297","Emucro",11,9,4
"298","Emyrsi",8,10,4
"299","Emyrti",6,8,4
"300","Enigri",9,7,4
"301","Ephyli",1,3,4
"302","Epurpu",8,13,4
"303","Esmyrs",3,4,4
"304","Esmyrt",3,8,4
"305","Esubge",1,6,4
"306","Etesta",8,7,4
"307","Evenus",10,7,4
"308","Eweiff",17,6,4
"309","Hacuti",6,9,4
"310","Halien",11,8,4
"311","Hangli",13,10,4
"312","Hanoma",4,4,4
"313","Hcarin",5,6,4
"314","Heryth",9,10,4
"315","Hischn",14,11,4
"316","Hleuca",8,11,4
"317","Hleuco",6,13,4
"318","Hnudip",8,13,4
"319","Hoblit",8,4,4
"320","Hplicd",5,11,4
"321","Hplicg",16,11,4
"322","Hplicl",8,8,4
"323","Hplicp",4,4,4
"324","Hpolit",10,18,4
"325","Hpruss",9,13,4
"326","Hpscho",2,3,4
"327","Hpurpu",5,2,4
"328","Hscapr",5,4,4
"329","Hsglab",1,1,4
"330","Hsglau",2,11,4
"331","Hspecc",1,1,4
"332","Hspira",5,8,4
"333","Hspirh",4,5,4
"334","Htuber",5,8,4
"335","Oaacut",4,0,4
"336","Oadaph",16,12,4
"337","Oarcti",15,13,4
"338","Obella",15,8,4
"339","Obrevi",14,7,4
"340","Obridg",29,28,4
"341","Ocolla",13,13,4
"342","Odolic",14,11,4
"343","Oelaea",8,4,4
"344","Ofoeti",21,12,4
"345","Ogalla",18,21,4
"346","Oglabr",14,9,4
"347","Oglauc",12,12,4
"348","Ohasta",20,23,4
"349","Ohelve",9,3,4
"350","Oherba",11,5,4
"351","Okriec",22,16,4
"352","Olappl",12,11,4
"353","Olappo",16,12,4
"354","Omacul",14,8,4
"355","Omonti",9,6,4
"356","Omyrsi",10,6,4
"357","Omyrti",6,10,4
"358","Onigri",19,20,4
"359","Onival",18,16,4
"360","Onorve",10,3,4
"361","Oobscu",21,7,4
"362","Opedun",12,15,4
"363","Opolar",1,7,4
"364","Opprox",5,5,4
"365","Oproxi",23,12,4
"366","Opustu",10,6,4
"367","Oretic",10,9,4
"368","Oretus",9,17,4
"369","Osamol",13,11,4
"370","Ospeit",3,8,4
"371","Ospset",8,8,4
"372","Otrian",8,10,4
"373","Ovaria",25,16,4
"374","Ovesic",30,15,4
"375","Ovimin",26,22,4
"376","Oviril",9,13,4
"377","Eappen",5,1,5
"378","Eatraa",6,9,5
"379","Eaurit",6,8,5
"380","Eboreo",8,19,5
"381","Eciner",5,6,5
"382","Edaphn",6,9,5
"383","Eelaea",15,12,5
"384","Egemmc",3,6,5
"385","Egemmf",6,7,5
"386","Egemmh",7,8,5
"387","Ehasta",7,11,5
"388","Elanat",4,10,5
"389","Elappc",11,5,5
"390","Elappo",9,12,5
"391","Emucro",11,7,5
"392","Emyrsi",8,11,5
"393","Emyrti",6,6,5
"394","Enigri",9,6,5
"395","Ephyli",1,5,5
"396","Epurpu",8,11,5
"397","Esmyrs",3,6,5
"398","Esmyrt",3,4,5
"399","Esubge",1,9,5
"400","Etesta",8,6,5
"401","Evenus",10,13,5
"402","Eweiff",17,4,5
"403","Hacuti",6,10,5
"404","Halien",11,8,5
"405","Hangli",13,12,5
"406","Hanoma",4,8,5
"407","Hcarin",5,10,5
"408","Heryth",9,5,5
"409","Hischn",14,13,5
"410","Hleuca",8,13,5
"411","Hleuco",6,14,5
"412","Hnudip",8,15,5
"413","Hoblit",8,11,5
"414","Hplicd",5,10,5
"415","Hplicg",16,17,5
"416","Hplicl",8,11,5
"417","Hplicp",4,5,5
"418","Hpolit",10,20,5
"419","Hpruss",9,16,5
"420","Hpscho",2,5,5
"421","Hpurpu",5,7,5
"422","Hscapr",5,8,5
"423","Hsglab",1,2,5
"424","Hsglau",2,5,5
"425","Hspecc",1,3,5
"426","Hspira",5,4,5
"427","Hspirh",4,3,5
"428","Htuber",5,9,5
"429","Oaacut",4,2,5
"430","Oadaph",16,12,5
"431","Oarcti",15,8,5
"432","Obella",15,9,5
"433","Obrevi",14,6,5
"434","Obridg",29,26,5
"435","Ocolla",13,6,5
"436","Odolic",14,11,5
"437","Oelaea",8,8,5
"438","Ofoeti",21,10,5
"439","Ogalla",18,16,5
"440","Oglabr",14,8,5
"441","Oglauc",12,6,5
"442","Ohasta",20,30,5
"443","Ohelve",9,9,5
"444","Oherba",11,6,5
"445","Okriec",22,13,5
"446","Olappl",12,16,5
"447","Olappo",16,10,5
"448","Omacul",14,8,5
"449","Omonti",9,8,5
"450","Omyrsi",10,2,5
"451","Omyrti",6,6,5
"452","Onigri",19,14,5
"453","Onival",18,14,5
"454","Onorve",10,9,5
"455","Oobscu",21,14,5
"456","Opedun",12,18,5
"457","Opolar",1,6,5
"458","Opprox",5,2,5
"459","Oproxi",23,13,5
"460","Opustu",10,5,5
"461","Oretic",10,11,5
"462","Oretus",9,12,5
"463","Osamol",13,8,5
"464","Ospeit",3,5,5
"465","Ospset",8,6,5
"466","Otrian",8,9,5
"467","Ovaria",25,22,5
"468","Ovesic",30,23,5
"469","Ovimin",26,22,5
"470","Oviril",9,15,5
"471","Eappen",5,5,6
"472","Eatraa",6,10,6
"473","Eaurit",6,5,6
"474","Eboreo",8,13,6
"475","Eciner",5,4,6
"476","Edaphn",6,7,6
"477","Eelaea",15,22,6
"478","Egemmc",3,11,6
"479","Egemmf",6,13,6
"480","Egemmh",7,12,6
"481","Ehasta",7,17,6
"482","Elanat",4,8,6
"483","Elappc",11,8,6
"484","Elappo",9,12,6
"485","Emucro",11,9,6
"486","Emyrsi",8,12,6
"487","Emyrti",6,5,6
"488","Enigri",9,4,6
"489","Ephyli",1,4,6
"490","Epurpu",8,12,6
"491","Esmyrs",3,2,6
"492","Esmyrt",3,5,6
"493","Esubge",1,6,6
"494","Etesta",8,5,6
"495","Evenus",10,6,6
"496","Eweiff",17,8,6
"497","Hacuti",6,13,6
"498","Halien",11,9,6
"499","Hangli",13,8,6
"500","Hanoma",4,4,6
"501","Hcarin",5,4,6
"502","Heryth",9,10,6
"503","Hischn",14,15,6
"504","Hleuca",8,14,6
"505","Hleuco",6,15,6
"506","Hnudip",8,14,6
"507","Hoblit",8,11,6
"508","Hplicd",5,11,6
"509","Hplicg",16,8,6
"510","Hplicl",8,13,6
"511","Hplicp",4,4,6
"512","Hpolit",10,14,6
"513","Hpruss",9,14,6
"514","Hpscho",2,6,6
"515","Hpurpu",5,6,6
"516","Hscapr",5,6,6
"517","Hsglab",1,1,6
"518","Hsglau",2,11,6
"519","Hspecc",1,2,6
"520","Hspira",5,5,6
"521","Hspirh",4,3,6
"522","Htuber",5,9,6
"523","Oaacut",4,2,6
"524","Oadaph",16,17,6
"525","Oarcti",15,10,6
"526","Obella",15,10,6
"527","Obrevi",14,3,6
"528","Obridg",29,24,6
"529","Ocolla",13,11,6
"530","Odolic",14,13,6
"531","Oelaea",8,7,6
"532","Ofoeti",21,10,6
"533","Ogalla",18,9,6
"534","Oglabr",14,12,6
"535","Oglauc",12,7,6
"536","Ohasta",20,32,6
"537","Ohelve",9,10,6
"538","Oherba",11,6,6
"539","Okriec",22,16,6
"540","Olappl",12,12,6
"541","Olappo",16,10,6
"542","Omacul",14,9,6
"543","Omonti",9,9,6
"544","Omyrsi",10,5,6
"545","Omyrti",6,4,6
"546","Onigri",19,17,6
"547","Onival",18,25,6
"548","Onorve",10,5,6
"549","Oobscu",21,6,6
"550","Opedun",12,16,6
"551","Opolar",1,8,6
"552","Opprox",5,2,6
"553","Oproxi",23,10,6
"554","Opustu",10,5,6
"555","Oretic",10,12,6
"556","Oretus",9,9,6
"557","Osamol",13,8,6
"558","Ospeit",3,6,6
"559","Ospset",8,6,6
"560","Otrian",8,7,6
"561","Ovaria",25,21,6
"562","Ovesic",30,20,6
"563","Ovimin",26,17,6
"564","Oviril",9,9,6
"565","Eappen",5,2,7
"566","Eatraa",6,10,7
"567","Eaurit",6,5,7
"568","Eboreo",8,12,7
"569","Eciner",5,6,7
"570","Edaphn",6,12,7
"571","Eelaea",15,22,7
"572","Egemmc",3,4,7
"573","Egemmf",6,7,7
"574","Egemmh",7,10,7
"575","Ehasta",7,15,7
"576","Elanat",4,12,7
"577","Elappc",11,13,7
"578","Elappo",9,11,7
"579","Emucro",11,11,7
"580","Emyrsi",8,7,7
"581","Emyrti",6,8,7
"582","Enigri",9,10,7
"583","Ephyli",1,5,7
"584","Epurpu",8,9,7
"585","Esmyrs",3,4,7
"586","Esmyrt",3,5,7
"587","Esubge",1,6,7
"588","Etesta",8,9,7
"589","Evenus",10,5,7
"590","Eweiff",17,9,7
"591","Hacuti",6,9,7
"592","Halien",11,6,7
"593","Hangli",13,11,7
"594","Hanoma",4,8,7
"595","Hcarin",5,10,7
"596","Heryth",9,7,7
"597","Hischn",14,14,7
"598","Hleuca",8,13,7
"599","Hleuco",6,12,7
"600","Hnudip",8,16,7
"601","Hoblit",8,7,7
"602","Hplicd",5,9,7
"603","Hplicg",16,14,7
"604","Hplicl",8,8,7
"605","Hplicp",4,5,7
"606","Hpolit",10,9,7
"607","Hpruss",9,15,7
"608","Hpscho",2,6,7
"609","Hpurpu",5,6,7
"610","Hscapr",5,5,7
"611","Hsglab",1,2,7
"612","Hsglau",2,6,7
"613","Hspecc",1,3,7
"614","Hspira",5,2,7
"615","Hspirh",4,2,7
"616","Htuber",5,8,7
"617","Oaacut",4,2,7
"618","Oadaph",16,12,7
"619","Oarcti",15,11,7
"620","Obella",15,9,7
"621","Obrevi",14,6,7
"622","Obridg",29,18,7
"623","Ocolla",13,7,7
"624","Odolic",14,9,7
"625","Oelaea",8,4,7
"626","Ofoeti",21,20,7
"627","Ogalla",18,14,7
"628","Oglabr",14,8,7
"629","Oglauc",12,6,7
"630","Ohasta",20,34,7
"631","Ohelve",9,2,7
"632","Oherba",11,8,7
"633","Okriec",22,14,7
"634","Olappl",12,9,7
"635","Olappo",16,11,7
"636","Omacul",14,14,7
"637","Omonti",9,8,7
"638","Omyrsi",10,6,7
"639","Omyrti",6,7,7
"640","Onigri",19,11,7
"641","Onival",18,16,7
"642","Onorve",10,2,7
"643","Oobscu",21,13,7
"644","Opedun",12,13,7
"645","Opolar",1,3,7
"646","Opprox",5,0,7
"647","Oproxi",23,18,7
"648","Opustu",10,8,7
"649","Oretic",10,10,7
"650","Oretus",9,11,7
"651","Osamol",13,14,7
"652","Ospeit",3,4,7
"653","Ospset",8,7,7
"654","Otrian",8,5,7
"655","Ovaria",25,23,7
"656","Ovesic",30,16,7
"657","Ovimin",26,22,7
"658","Oviril",9,11,7
"659","Eappen",5,2,8
"660","Eatraa",6,9,8
"661","Eaurit",6,8,8
"662","Eboreo",8,9,8
"663","Eciner",5,6,8
"664","Edaphn",6,8,8
"665","Eelaea",15,15,8
"666","Egemmc",3,5,8
"667","Egemmf",6,17,8
"668","Egemmh",7,10,8
"669","Ehasta",7,21,8
"670","Elanat",4,13,8
"671","Elappc",11,11,8
"672","Elappo",9,12,8
"673","Emucro",11,8,8
"674","Emyrsi",8,11,8
"675","Emyrti",6,7,8
"676","Enigri",9,7,8
"677","Ephyli",1,8,8
"678","Epurpu",8,13,8
"679","Esmyrs",3,8,8
"680","Esmyrt",3,5,8
"681","Esubge",1,5,8
"682","Etesta",8,6,8
"683","Evenus",10,6,8
"684","Eweiff",17,6,8
"685","Hacuti",6,11,8
"686","Halien",11,9,8
"687","Hangli",13,15,8
"688","Hanoma",4,8,8
"689","Hcarin",5,9,8
"690","Heryth",9,13,8
"691","Hischn",14,16,8
"692","Hleuca",8,13,8
"693","Hleuco",6,10,8
"694","Hnudip",8,14,8
"695","Hoblit",8,13,8
"696","Hplicd",5,9,8
"697","Hplicg",16,13,8
"698","Hplicl",8,8,8
"699","Hplicp",4,7,8
"700","Hpolit",10,11,8
"701","Hpruss",9,17,8
"702","Hpscho",2,1,8
"703","Hpurpu",5,7,8
"704","Hscapr",5,8,8
"705","Hsglab",1,1,8
"706","Hsglau",2,8,8
"707","Hspecc",1,2,8
"708","Hspira",5,7,8
"709","Hspirh",4,6,8
"710","Htuber",5,12,8
"711","Oaacut",4,3,8
"712","Oadaph",16,16,8
"713","Oarcti",15,9,8
"714","Obella",15,11,8
"715","Obrevi",14,9,8
"716","Obridg",29,19,8
"717","Ocolla",13,11,8
"718","Odolic",14,8,8
"719","Oelaea",8,7,8
"720","Ofoeti",21,12,8
"721","Ogalla",18,17,8
"722","Oglabr",14,11,8
"723","Oglauc",12,6,8
"724","Ohasta",20,28,8
"725","Ohelve",9,8,8
"726","Oherba",11,10,8
"727","Okriec",22,16,8
"728","Olappl",12,10,8
"729","Olappo",16,13,8
"730","Omacul",14,10,8
"731","Omonti",9,7,8
"732","Omyrsi",10,5,8
"733","Omyrti",6,5,8
"734","Onigri",19,10,8
"735","Onival",18,12,8
"736","Onorve",10,6,8
"737","Oobscu",21,13,8
"738","Opedun",12,13,8
"739","Opolar",1,3,8
"740","Opprox",5,2,8
"741","Oproxi",23,16,8
"742","Opustu",10,3,8
"743","Oretic",10,10,8
"744","Oretus",9,7,8
"745","Osamol",13,10,8
"746","Ospeit",3,7,8
"747","Ospset",8,7,8
"748","Otrian",8,8,8
"749","Ovaria",25,22,8
"750","Ovesic",30,17,8
"751","Ovimin",26,27,8
"752","Oviril",9,18,8
"753","Eappen",5,4,9
"754","Eatraa",6,8,9
"755","Eaurit",6,6,9
"756","Eboreo",8,18,9
"757","Eciner",5,7,9
"758","Edaphn",6,13,9
"759","Eelaea",15,13,9
"760","Egemmc",3,7,9
"761","Egemmf",6,10,9
"762","Egemmh",7,8,9
"763","Ehasta",7,20,9
"764","Elanat",4,6,9
"765","Elappc",11,9,9
"766","Elappo",9,14,9
"767","Emucro",11,13,9
"768","Emyrsi",8,9,9
"769","Emyrti",6,7,9
"770","Enigri",9,11,9
"771","Ephyli",1,11,9
"772","Epurpu",8,13,9
"773","Esmyrs",3,4,9
"774","Esmyrt",3,5,9
"775","Esubge",1,3,9
"776","Etesta",8,8,9
"777","Evenus",10,9,9
"778","Eweiff",17,6,9
"779","Hacuti",6,14,9
"780","Halien",11,8,9
"781","Hangli",13,15,9
"782","Hanoma",4,6,9
"783","Hcarin",5,3,9
"784","Heryth",9,4,9
"785","Hischn",14,11,9
"786","Hleuca",8,11,9
"787","Hleuco",6,16,9
"788","Hnudip",8,12,9
"789","Hoblit",8,8,9
"790","Hplicd",5,8,9
"791","Hplicg",16,14,9
"792","Hplicl",8,12,9
"793","Hplicp",4,3,9
"794","Hpolit",10,10,9
"795","Hpruss",9,15,9
"796","Hpscho",2,7,9
"797","Hpurpu",5,8,9
"798","Hscapr",5,7,9
"799","Hsglab",1,0,9
"800","Hsglau",2,8,9
"801","Hspecc",1,1,9
"802","Hspira",5,7,9
"803","Hspirh",4,5,9
"804","Htuber",5,8,9
"805","Oaacut",4,0,9
"806","Oadaph",16,11,9
"807","Oarcti",15,12,9
"808","Obella",15,12,9
"809","Obrevi",14,8,9
"810","Obridg",29,22,9
"811","Ocolla",13,11,9
"812","Odolic",14,9,9
"813","Oelaea",8,9,9
"814","Ofoeti",21,13,9
"815","Ogalla",18,15,9
"816","Oglabr",14,10,9
"817","Oglauc",12,15,9
"818","Ohasta",20,28,9
"819","Ohelve",9,4,9
"820","Oherba",11,7,9
"821","Okriec",22,9,9
"822","Olappl",12,10,9
"823","Olappo",16,7,9
"824","Omacul",14,14,9
"825","Omonti",9,11,9
"826","Omyrsi",10,5,9
"827","Omyrti",6,6,9
"828","Onigri",19,19,9
"829","Onival",18,9,9
"830","Onorve",10,7,9
"831","Oobscu",21,19,9
"832","Opedun",12,16,9
"833","Opolar",1,6,9
"834","Opprox",5,4,9
"835","Oproxi",23,13,9
"836","Opustu",10,3,9
"837","Oretic",10,11,9
"838","Oretus",9,7,9
"839","Osamol",13,13,9
"840","Ospeit",3,4,9
"841","Ospset",8,7,9
"842","Otrian",8,7,9
"843","Ovaria",25,18,9
"844","Ovesic",30,19,9
"845","Ovimin",26,15,9
"846","Oviril",9,12,9
"847","Eappen",5,2,10
"848","Eatraa",6,7,10
"849","Eaurit",6,6,10
"850","Eboreo",8,14,10
"851","Eciner",5,2,10
"852","Edaphn",6,6,10
"853","Eelaea",15,15,10
"854","Egemmc",3,5,10
"855","Egemmf",6,11,10
"856","Egemmh",7,8,10
"857","Ehasta",7,17,10
"858","Elanat",4,6,10
"859","Elappc",11,7,10
"860","Elappo",9,18,10
"861","Emucro",11,13,10
"862","Emyrsi",8,16,10
"863","Emyrti",6,7,10
"864","Enigri",9,9,10
"865","Ephyli",1,10,10
"866","Epurpu",8,15,10
"867","Esmyrs",3,6,10
"868","Esmyrt",3,4,10
"869","Esubge",1,7,10
"870","Etesta",8,5,10
"871","Evenus",10,12,10
"872","Eweiff",17,6,10
"873","Hacuti",6,11,10
"874","Halien",11,12,10
"875","Hangli",13,16,10
"876","Hanoma",4,5,10
"877","Hcarin",5,4,10
"878","Heryth",9,6,10
"879","Hischn",14,16,10
"880","Hleuca",8,12,10
"881","Hleuco",6,14,10
"882","Hnudip",8,16,10
"883","Hoblit",8,9,10
"884","Hplicd",5,10,10
"885","Hplicg",16,14,10
"886","Hplicl",8,8,10
"887","Hplicp",4,4,10
"888","Hpolit",10,14,10
"889","Hpruss",9,19,10
"890","Hpscho",2,3,10
"891","Hpurpu",5,6,10
"892","Hscapr",5,2,10
"893","Hsglab",1,1,10
"894","Hsglau",2,3,10
"895","Hspecc",1,1,10
"896","Hspira",5,5,10
"897","Hspirh",4,4,10
"898","Htuber",5,11,10
"899","Oaacut",4,0,10
"900","Oadaph",16,11,10
"901","Oarcti",15,12,10
"902","Obella",15,17,10
"903","Obrevi",14,7,10
"904","Obridg",29,18,10
"905","Ocolla",13,8,10
"906","Odolic",14,8,10
"907","Oelaea",8,7,10
"908","Ofoeti",21,9,10
"909","Ogalla",18,14,10
"910","Oglabr",14,13,10
"911","Oglauc",12,8,10
"912","Ohasta",20,32,10
"913","Ohelve",9,8,10
"914","Oherba",11,9,10
"915","Okriec",22,12,10
"916","Olappl",12,8,10
"917","Olappo",16,9,10
"918","Omacul",14,7,10
"919","Omonti",9,8,10
"920","Omyrsi",10,9,10
"921","Omyrti",6,10,10
"922","Onigri",19,17,10
"923","Onival",18,17,10
"924","Onorve",10,6,10
"925","Oobscu",21,15,10
"926","Opedun",12,15,10
"927","Opolar",1,3,10
"928","Opprox",5,3,10
"929","Oproxi",23,19,10
"930","Opustu",10,6,10
"931","Oretic",10,10,10
"932","Oretus",9,7,10
"933","Osamol",13,12,10
"934","Ospeit",3,2,10
"935","Ospset",8,5,10
"936","Otrian",8,10,10
"937","Ovaria",25,18,10
"938","Ovesic",30,16,10
"939","Ovimin",26,19,10
"940","Oviril",9,24,10
"941","Eappen",5,5,11
"942","Eatraa",6,15,11
"943","Eaurit",6,6,11
"944","Eboreo",8,11,11
"945","Eciner",5,6,11
"946","Edaphn",6,12,11
"947","Eelaea",15,15,11
"948","Egemmc",3,5,11
"949","Egemmf",6,14,11
"950","Egemmh",7,13,11
"951","Ehasta",7,18,11
"952","Elanat",4,7,11
"953","Elappc",11,12,11
"954","Elappo",9,12,11
