"","species","interactions","indegree","rep"
"134","Mdor",2,1,3
"135","Mdub",3,3,3
"136","Mfas",8,3,3
"137","Mser",2,2,3
"138","Mtar",1,2,3
"139","Mtho",1,4,3
"140","Mtib",1,1,3
"141","Mxan",7,1,3
"142","Nchl",1,3,3
"143","Omit",1,1,3
"144","Opom",4,3,3
"145","Pagr",1,2,3
"146","Plon",3,1,3
"147","Psau",1,1,3
"148","PteA",2,1,3
"149","Scam",1,3,3
"150","Scat",1,2,3
"151","Sgor",2,1,3
"152","Sser",2,3,3
"153","Sxan",2,3,3
"154","Syn",5,1,3
"155","Syn1",2,1,3
"156","Syn2",6,1,3
"157","Syn3",1,3,3
"158","Syn4",1,1,3
"159","Taur",2,2,3
"160","Tceno",1,1,3
"161","Tcya",4,5,3
"162","Tfla",5,2,3
"163","TflaA",1,2,3
"164","TflaB",1,3,3
"165","Tger",6,2,3
"166","Tnot",1,4,3
"167","Trob",1,1,3
"168","Tscu",1,2,3
"169","Aaet",5,4,4
"170","Aars",4,1,4
"171","Abula",3,2,4
"172","Abut",1,2,4
"173","Alat",1,4,4
"174","Aski",2,4,4
"175","Aspci",1,2,4
"176","Bapa",2,2,4
"177","Brac5",1,3,4
"178","Cdia",8,4,4
"179","Ceur",1,3,4
"180","Clyn.",5,3,4
"181","Cnau",2,2,4
"182","Cpen",2,1,4
"183","Cpic",1,1,4
"184","Ctri",1,5,4
"185","Dmes",1,1,4
"186","Ebru",1,1,4
"187","Euro",5,4,4
"188","Gpum",1,2,4
"189","Mama",1,3,4
"190","Mdor",2,1,4
"191","Mdub",3,1,4
"192","Mfas",8,3,4
"193","Mser",2,2,4
"194","Mtar",1,5,4
"195","Mtho",1,1,4
"196","Mtib",1,1,4
"197","Mxan",7,1,4
"198","Nchl",1,1,4
"199","Omit",1,3,4
"200","Opom",4,4,4
"201","Pagr",1,1,4
"202","Plon",3,3,4
"203","Psau",1,4,4
"204","PteA",2,4,4
"205","Scam",1,3,4
"206","Scat",1,2,4
"207","Sgor",2,2,4
"208","Sser",2,1,4
"209","Sxan",2,1,4
"210","Syn",5,2,4
"211","Syn1",2,4,4
"212","Syn2",6,3,4
"213","Syn3",1,1,4
"214","Syn4",1,5,4
"215","Taur",2,4,4
"216","Tceno",1,1,4
"217","Tcya",4,1,4
"218","Tfla",5,3,4
"219","TflaA",1,4,4
"220","TflaB",1,1,4
"221","Tger",6,1,4
"222","Tnot",1,1,4
"223","Trob",1,1,4
"224","Tscu",1,1,4
"225","Aaet",5,3,5
"226","Aars",4,1,5
"227","Abula",3,5,5
"228","Abut",1,1,5
"229","Alat",1,2,5
"230","Aski",2,2,5
"231","Aspci",1,1,5
"232","Bapa",2,3,5
"233","Brac5",1,2,5
"234","Cdia",8,2,5
"235","Ceur",1,2,5
"236","Clyn.",5,4,5
"237","Cnau",2,3,5
"238","Cpen",2,4,5
"239","Cpic",1,4,5
"240","Ctri",1,4,5
"241","Dmes",1,2,5
"242","Ebru",1,3,5
"243","Euro",5,8,5
"244","Gpum",1,1,5
"245","Mama",1,2,5
"246","Mdor",2,3,5
"247","Mdub",3,1,5
"248","Mfas",8,3,5
"249","Mser",2,3,5
"250","Mtar",1,3,5
"251","Mtho",1,2,5
"252","Mtib",1,6,5
"253","Mxan",7,3,5
"254","Nchl",1,4,5
"255","Omit",1,2,5
"256","Opom",4,2,5
"257","Pagr",1,2,5
"258","Plon",3,2,5
"259","Psau",1,2,5
"260","PteA",2,4,5
"261","Scam",1,1,5
"262","Scat",1,4,5
"263","Sgor",2,1,5
"264","Sser",2,1,5
"265","Sxan",2,2,5
"266","Syn",5,1,5
"267","Syn1",2,3,5
"268","Syn2",6,2,5
"269","Syn3",1,4,5
"270","Syn4",1,3,5
"271","Taur",2,3,5
"272","Tceno",1,1,5
"273","Tcya",4,2,5
"274","Tfla",5,1,5
"275","TflaA",1,2,5
"276","TflaB",1,4,5
"277","Tger",6,1,5
"278","Tnot",1,3,5
"279","Trob",1,1,5
"280","Tscu",1,0,5
"281","Aaet",5,3,6
"282","Aars",4,6,6
"283","Abula",3,4,6
"284","Abut",1,1,6
"285","Alat",1,1,6
"286","Aski",2,5,6
"287","Aspci",1,3,6
"288","Bapa",2,4,6
"289","Brac5",1,2,6
"290","Cdia",8,4,6
"291","Ceur",1,5,6
"292","Clyn.",5,3,6
"293","Cnau",2,2,6
"294","Cpen",2,4,6
"295","Cpic",1,2,6
"296","Ctri",1,1,6
"297","Dmes",1,3,6
"298","Ebru",1,4,6
"299","Euro",5,1,6
"300","Gpum",1,1,6
"301","Mama",1,6,6
"302","Mdor",2,4,6
"303","Mdub",3,2,6
"304","Mfas",8,1,6
"305","Mser",2,1,6
"306","Mtar",1,1,6
"307","Mtho",1,4,6
"308","Mtib",1,2,6
"309","Mxan",7,8,6
"310","Nchl",1,5,6
"311","Omit",1,1,6
"312","Opom",4,5,6
"313","Pagr",1,1,6
"314","Plon",3,3,6
"315","Psau",1,1,6
"316","PteA",2,3,6
"317","Scam",1,2,6
"318","Scat",1,1,6
"319","Sgor",2,2,6
"320","Sser",2,3,6
"321","Sxan",2,3,6
"322","Syn",5,1,6
"323","Syn1",2,4,6
"324","Syn2",6,3,6
"325","Syn3",1,5,6
"326","Syn4",1,5,6
"327","Taur",2,2,6
"328","Tceno",1,1,6
"329","Tcya",4,2,6
"330","Tfla",5,2,6
"331","TflaA",1,1,6
"332","TflaB",1,1,6
"333","Tger",6,3,6
"334","Tnot",1,2,6
"335","Trob",1,4,6
"336","Tscu",1,1,6
"337","Aaet",5,5,7
"338","Aars",4,4,7
"339","Abula",3,1,7
"340","Abut",1,1,7
"341","Alat",1,2,7
"342","Aski",2,2,7
"343","Aspci",1,1,7
"344","Bapa",2,1,7
"345","Brac5",1,2,7
"346","Cdia",8,2,7
"347","Ceur",1,3,7
"348","Clyn.",5,4,7
"349","Cnau",2,1,7
"350","Cpen",2,2,7
"351","Cpic",1,2,7
"352","Ctri",1,4,7
"353","Dmes",1,1,7
"354","Ebru",1,1,7
"355","Euro",5,3,7
"356","Gpum",1,4,7
"357","Mama",1,2,7
"358","Mdor",2,2,7
"359","Mdub",3,3,7
"360","Mfas",8,1,7
"361","Mser",2,2,7
"362","Mtar",1,1,7
"363","Mtho",1,1,7
"364","Mtib",1,1,7
"365","Mxan",7,3,7
"366","Nchl",1,1,7
"367","Omit",1,4,7
"368","Opom",4,3,7
"369","Pagr",1,3,7
"370","Plon",3,5,7
"371","Psau",1,2,7
"372","PteA",2,1,7
"373","Scam",1,4,7
"374","Scat",1,3,7
"375","Sgor",2,4,7
"376","Sser",2,4,7
"377","Sxan",2,2,7
"378","Syn",5,1,7
"379","Syn1",2,3,7
"380","Syn2",6,4,7
"381","Syn3",1,3,7
"382","Syn4",1,1,7
"383","Taur",2,2,7
"384","Tceno",1,1,7
"385","Tcya",4,3,7
"386","Tfla",5,4,7
"387","TflaA",1,4,7
"388","TflaB",1,5,7
"389","Tger",6,3,7
"390","Tnot",1,1,7
"391","Trob",1,2,7
"392","Tscu",1,2,7
"393","Aaet",5,1,8
"394","Aars",4,4,8
"395","Abula",3,2,8
"396","Abut",1,3,8
"397","Alat",1,1,8
"398","Aski",2,3,8
"399","Aspci",1,4,8
"400","Bapa",2,1,8
"401","Brac5",1,4,8
"402","Cdia",8,4,8
"403","Ceur",1,1,8
"404","Clyn.",5,4,8
"405","Cnau",2,2,8
"406","Cpen",2,4,8
"407","Cpic",1,3,8
"408","Ctri",1,3,8
"409","Dmes",1,1,8
"410","Ebru",1,3,8
"411","Euro",5,3,8
"412","Gpum",1,4,8
"413","Mama",1,2,8
"414","Mdor",2,2,8
"415","Mdub",3,1,8
"416","Mfas",8,3,8
"417","Mser",2,5,8
"418","Mtar",1,3,8
"419","Mtho",1,2,8
"420","Mtib",1,2,8
"421","Mxan",7,2,8
"422","Nchl",1,2,8
"423","Omit",1,1,8
"424","Opom",4,1,8
"425","Pagr",1,3,8
"426","Plon",3,1,8
"427","Psau",1,2,8
"428","PteA",2,1,8
"429","Scam",1,3,8
"430","Scat",1,2,8
"431","Sgor",2,2,8
"432","Sser",2,1,8
"433","Sxan",2,2,8
"434","Syn",5,2,8
"435","Syn1",2,4,8
"436","Syn2",6,1,8
"437","Syn3",1,2,8
"438","Syn4",1,4,8
"439","Taur",2,1,8
"440","Tceno",1,2,8
"441","Tcya",4,3,8
"442","Tfla",5,1,8
"443","TflaA",1,1,8
"444","TflaB",1,4,8
"445","Tger",6,4,8
"446","Tnot",1,1,8
"447","Trob",1,2,8
"448","Tscu",1,1,8
"449","Aaet",5,2,9
"450","Aars",4,1,9
"451","Abula",3,1,9
"452","Abut",1,2,9
"453","Alat",1,2,9
"454","Aski",2,6,9
"455","Aspci",1,1,9
"456","Bapa",2,2,9
"457","Brac5",1,4,9
"458","Cdia",8,1,9
"459","Ceur",1,5,9
"460","Clyn.",5,3,9
"461","Cnau",2,3,9
"462","Cpen",2,2,9
"463","Cpic",1,1,9
"464","Ctri",1,3,9
"465","Dmes",1,2,9
"466","Ebru",1,3,9
"467","Euro",5,2,9
"468","Gpum",1,1,9
"469","Mama",1,4,9
"470","Mdor",2,2,9
"471","Mdub",3,3,9
"472","Mfas",8,2,9
"473","Mser",2,1,9
"474","Mtar",1,2,9
"475","Mtho",1,1,9
"476","Mtib",1,2,9
"477","Mxan",7,5,9
"478","Nchl",1,4,9
"479","Omit",1,2,9
"480","Opom",4,5,9
"481","Pagr",1,1,9
"482","Plon",3,3,9
"483","Psau",1,1,9
"484","PteA",2,5,9
"485","Scam",1,2,9
"486","Scat",1,1,9
"487","Sgor",2,3,9
"488","Sser",2,5,9
"489","Sxan",2,3,9
"490","Syn",5,2,9
"491","Syn1",2,3,9
"492","Syn2",6,2,9
"493","Syn3",1,4,9
"494","Syn4",1,1,9
"495","Taur",2,5,9
"496","Tceno",1,3,9
"497","Tcya",4,7,9
"498","Tfla",5,2,9
"499","TflaA",1,3,9
"500","TflaB",1,1,9
"501","Tger",6,6,9
"502","Tnot",1,1,9
"503","Trob",1,3,9
"504","Tscu",1,1,9
"505","Aaet",5,2,10
"506","Aars",4,3,10
"507","Abula",3,4,10
"508","Abut",1,3,10
"509","Alat",1,5,10
"510","Aski",2,5,10
"511","Aspci",1,2,10
"512","Bapa",2,3,10
"513","Brac5",1,2,10
"514","Cdia",8,1,10
"515","Ceur",1,2,10
"516","Clyn.",5,7,10
"517","Cnau",2,5,10
"518","Cpen",2,1,10
"519","Cpic",1,2,10
"520","Ctri",1,3,10
"521","Dmes",1,3,10
"522","Ebru",1,1,10
"523","Euro",5,4,10
"524","Gpum",1,2,10
"525","Mama",1,2,10
"526","Mdor",2,3,10
"527","Mdub",3,2,10
"528","Mfas",8,3,10
"529","Mser",2,1,10
"530","Mtar",1,2,10
"531","Mtho",1,1,10
"532","Mtib",1,1,10
"533","Mxan",7,4,10
"534","Nchl",1,0,10
"535","Omit",1,1,10
"536","Opom",4,3,10
"537","Pagr",1,4,10
"538","Plon",3,7,10
"539","Psau",1,1,10
"540","PteA",2,4,10
"541","Scam",1,2,10
"542","Scat",1,1,10
"543","Sgor",2,2,10
"544","Sser",2,2,10
"545","Sxan",2,2,10
"546","Syn",5,1,10
"547","Syn1",2,2,10
"548","Syn2",6,2,10
"549","Syn3",1,2,10
"550","Syn4",1,2,10
"551","Taur",2,1,10
"552","Tceno",1,3,10
"553","Tcya",4,5,10
"554","Tfla",5,3,10
"555","TflaA",1,1,10
"556","TflaB",1,4,10
"557","Tger",6,2,10
"558","Tnot",1,3,10
"559","Trob",1,1,10
"560","Tscu",1,3,10
"561","Aaet",5,1,11
"562","Aars",4,3,11
"563","Abula",3,3,11
"564","Abut",1,5,11
"565","Alat",1,1,11
"566","Aski",2,3,11
"567","Aspci",1,3,11
"568","Bapa",2,2,11
"569","Brac5",1,1,11
"570","Cdia",8,3,11
"571","Ceur",1,4,11
"572","Clyn.",5,4,11
"573","Cnau",2,5,11
"574","Cpen",2,4,11
"575","Cpic",1,1,11
"576","Ctri",1,3,11
"577","Dmes",1,3,11
"578","Ebru",1,3,11
"579","Euro",5,3,11
"580","Gpum",1,2,11
"581","Mama",1,2,11
"582","Mdor",2,1,11
"583","Mdub",3,1,11
"584","Mfas",8,8,11
"585","Mser",2,3,11
"586","Mtar",1,1,11
"587","Mtho",1,2,11
"588","Mtib",1,7,11
"589","Mxan",7,2,11
"590","Nchl",1,4,11
"591","Omit",1,1,11
"592","Opom",4,2,11
"593","Pagr",1,1,11
"594","Plon",3,2,11
"595","Psau",1,1,11
"596","PteA",2,3,11
"597","Scam",1,2,11
"598","Scat",1,4,11
"599","Sgor",2,2,11
"600","Sser",2,2,11
"601","Sxan",2,2,11
"602","Syn",5,4,11
"603","Syn1",2,4,11
"604","Syn2",6,5,11
"605","Syn3",1,3,11
"606","Syn4",1,2,11
"607","Taur",2,3,11
"608","Tceno",1,1,11
"609","Tcya",4,1,11
"610","Tfla",5,4,11
"611","TflaA",1,2,11
"612","TflaB",1,3,11
"613","Tger",6,1,11
"614","Tnot",1,5,11
"615","Trob",1,5,11
"616","Tscu",1,1,11
"617","Aaet",5,1,12
"618","Aars",4,4,12
"619","Abula",3,1,12
"620","Abut",1,3,12
"621","Alat",1,1,12
"622","Aski",2,1,12
"623","Aspci",1,1,12
"624","Bapa",2,2,12
"625","Brac5",1,4,12
"626","Cdia",8,3,12
"627","Ceur",1,1,12
"628","Clyn.",5,2,12
"629","Cnau",2,2,12
"630","Cpen",2,1,12
"631","Cpic",1,1,12
"632","Ctri",1,3,12
"633","Dmes",1,2,12
"634","Ebru",1,2,12
"635","Euro",5,2,12
"636","Gpum",1,4,12
"637","Mama",1,3,12
"638","Mdor",2,3,12
"639","Mdub",3,2,12
"640","Mfas",8,1,12
"641","Mser",2,1,12
"642","Mtar",1,1,12
"643","Mtho",1,1,12
"644","Mtib",1,4,12
"645","Mxan",7,4,12
"646","Nchl",1,4,12
"647","Omit",1,1,12
"648","Opom",4,2,12
"649","Pagr",1,2,12
"650","Plon",3,3,12
"651","Psau",1,1,12
"652","PteA",2,4,12
"653","Scam",1,1,12
"654","Scat",1,3,12
"655","Sgor",2,4,12
"656","Sser",2,5,12
"657","Sxan",2,1,12
"658","Syn",5,1,12
"659","Syn1",2,4,12
"660","Syn2",6,2,12
"661","Syn3",1,3,12
"662","Syn4",1,3,12
"663","Taur",2,1,12
"664","Tceno",1,1,12
"665","Tcya",4,5,12
"666","Tfla",5,5,12
"667","TflaA",1,2,12
"668","TflaB",1,1,12
"669","Tger",6,5,12
"670","Tnot",1,2,12
"671","Trob",1,3,12
"672","Tscu",1,1,12
"673","Aaet",5,3,13
"674","Aars",4,5,13
"675","Abula",3,4,13
"676","Abut",1,1,13
"677","Alat",1,2,13
"678","Aski",2,3,13
"679","Aspci",1,2,13
"680","Bapa",2,4,13
"681","Brac5",1,3,13
"682","Cdia",8,2,13
"683","Ceur",1,4,13
"684","Clyn.",5,3,13
"685","Cnau",2,1,13
"686","Cpen",2,1,13
"687","Cpic",1,3,13
"688","Ctri",1,2,13
"689","Dmes",1,1,13
"690","Ebru",1,2,13
"691","Euro",5,4,13
"692","Gpum",1,3,13
"693","Mama",1,1,13
"694","Mdor",2,2,13
"695","Mdub",3,6,13
"696","Mfas",8,3,13
"697","Mser",2,1,13
"698","Mtar",1,2,13
"699","Mtho",1,1,13
"700","Mtib",1,1,13
"701","Mxan",7,4,13
"702","Nchl",1,1,13
"703","Omit",1,5,13
"704","Opom",4,3,13
"705","Pagr",1,3,13
"706","Plon",3,1,13
"707","Psau",1,1,13
"708","PteA",2,4,13
"709","Scam",1,1,13
"710","Scat",1,2,13
"711","Sgor",2,1,13
"712","Sser",2,2,13
"713","Sxan",2,4,13
"714","Syn",5,1,13
"715","Syn1",2,2,13
"716","Syn2",6,7,13
"717","Syn3",1,1,13
"718","Syn4",1,2,13
"719","Taur",2,3,13
"720","Tceno",1,1,13
"721","Tcya",4,3,13
"722","Tfla",5,5,13
"723","TflaA",1,1,13
"724","TflaB",1,2,13
"725","Tger",6,6,13
"726","Tnot",1,4,13
"727","Trob",1,1,13
"728","Tscu",1,2,13
"729","Aaet",5,1,14
"730","Aars",4,2,14
"731","Abula",3,1,14
"732","Abut",1,1,14
"733","Alat",1,4,14
"734","Aski",2,2,14
"735","Aspci",1,4,14
"736","Bapa",2,1,14
"737","Brac5",1,1,14
"738","Cdia",8,1,14
"739","Ceur",1,8,14
"740","Clyn.",5,6,14
"741","Cnau",2,2,14
"742","Cpen",2,1,14
"743","Cpic",1,1,14
"744","Ctri",1,2,14
"745","Dmes",1,2,14
"746","Ebru",1,4,14
"747","Euro",5,1,14
"748","Gpum",1,3,14
"749","Mama",1,5,14
"750","Mdor",2,4,14
"751","Mdub",3,4,14
"752","Mfas",8,2,14
"753","Mser",2,4,14
"754","Mtar",1,3,14
"755","Mtho",1,3,14
"756","Mtib",1,2,14
"757","Mxan",7,2,14
"758","Nchl",1,2,14
"759","Omit",1,1,14
"760","Opom",4,3,14
"761","Pagr",1,4,14
"762","Plon",3,4,14
"763","Psau",1,1,14
"764","PteA",2,2,14
"765","Scam",1,2,14
"766","Scat",1,2,14
"767","Sgor",2,2,14
"768","Sser",2,4,14
"769","Sxan",2,2,14
"770","Syn",5,2,14
"771","Syn1",2,3,14
"772","Syn2",6,3,14
"773","Syn3",1,6,14
"774","Syn4",1,4,14
"775","Taur",2,2,14
"776","Tceno",1,1,14
"777","Tcya",4,1,14
"778","Tfla",5,2,14
"779","TflaA",1,2,14
"780","TflaB",1,3,14
"781","Tger",6,5,14
"782","Tnot",1,3,14
"783","Trob",1,1,14
"784","Tscu",1,3,14
"785","Aaet",5,3,15
"786","Aars",4,2,15
"787","Abula",3,2,15
"788","Abut",1,1,15
"789","Alat",1,2,15
"790","Aski",2,4,15
"791","Aspci",1,2,15
"792","Bapa",2,2,15
"793","Brac5",1,1,15
"794","Cdia",8,1,15
"795","Ceur",1,2,15
"796","Clyn.",5,5,15
"797","Cnau",2,3,15
"798","Cpen",2,1,15
"799","Cpic",1,2,15
"800","Ctri",1,1,15
"801","Dmes",1,3,15
"802","Ebru",1,4,15
"803","Euro",5,5,15
"804","Gpum",1,3,15
"805","Mama",1,2,15
"806","Mdor",2,3,15
"807","Mdub",3,2,15
"808","Mfas",8,6,15
"809","Mser",2,1,15
"810","Mtar",1,1,15
"811","Mtho",1,3,15
"812","Mtib",1,3,15
"813","Mxan",7,2,15
"814","Nchl",1,4,15
"815","Omit",1,2,15
"816","Opom",4,1,15
"817","Pagr",1,5,15
"818","Plon",3,4,15
"819","Psau",1,3,15
"820","PteA",2,2,15
"821","Scam",1,1,15
"822","Scat",1,4,15
"823","Sgor",2,1,15
"824","Sser",2,2,15
"825","Sxan",2,2,15
"826","Syn",5,2,15
"827","Syn1",2,2,15
"828","Syn2",6,3,15
"829","Syn3",1,3,15
"830","Syn4",1,2,15
"831","Taur",2,5,15
"832","Tceno",1,1,15
"833","Tcya",4,4,15
"834","Tfla",5,7,15
"835","TflaA",1,4,15
"836","TflaB",1,1,15
"837","Tger",6,3,15
"838","Tnot",1,1,15
"839","Trob",1,1,15
"840","Tscu",1,1,15
"841","Aaet",5,4,16
"842","Aars",4,4,16
"843","Abula",3,2,16
"844","Abut",1,3,16
"845","Alat",1,2,16
"846","Aski",2,1,16
"847","Aspci",1,2,16
"848","Bapa",2,2,16
"849","Brac5",1,2,16
"850","Cdia",8,4,16
"851","Ceur",1,1,16
"852","Clyn.",5,2,16
"853","Cnau",2,7,16
"854","Cpen",2,2,16
"855","Cpic",1,4,16
"856","Ctri",1,1,16
"857","Dmes",1,2,16
"858","Ebru",1,3,16
"859","Euro",5,3,16
"860","Gpum",1,1,16
"861","Mama",1,3,16
"862","Mdor",2,4,16
"863","Mdub",3,2,16
"864","Mfas",8,3,16
"865","Mser",2,3,16
"866","Mtar",1,1,16
"867","Mtho",1,1,16
"868","Mtib",1,1,16
"869","Mxan",7,2,16
"870","Nchl",1,2,16
"871","Omit",1,3,16
"872","Opom",4,5,16
"873","Pagr",1,2,16
"874","Plon",3,3,16
"875","Psau",1,1,16
"876","PteA",2,1,16
"877","Scam",1,3,16
"878","Scat",1,2,16
"879","Sgor",2,2,16
"880","Sser",2,4,16
"881","Sxan",2,1,16
"882","Syn",5,1,16
"883","Syn1",2,5,16
"884","Syn2",6,3,16
"885","Syn3",1,2,16
"886","Syn4",1,3,16
"887","Taur",2,3,16
"888","Tceno",1,1,16
"889","Tcya",4,3,16
"890","Tfla",5,1,16
"891","TflaA",1,2,16
"892","TflaB",1,3,16
"893","Tger",6,2,16
"894","Tnot",1,2,16
"895","Trob",1,1,16
"896","Tscu",1,1,16
"897","Aaet",5,4,17
"898","Aars",4,2,17
"899","Abula",3,2,17
"900","Abut",1,4,17
"901","Alat",1,1,17
"902","Aski",2,3,17
"903","Aspci",1,3,17
"904","Bapa",2,2,17
"905","Brac5",1,3,17
"906","Cdia",8,1,17
"907","Ceur",1,5,17
"908","Clyn.",5,4,17
"909","Cnau",2,2,17
"910","Cpen",2,1,17
"911","Cpic",1,2,17
"912","Ctri",1,1,17
"913","Dmes",1,3,17
"914","Ebru",1,5,17
"915","Euro",5,3,17
"916","Gpum",1,2,17
"917","Mama",1,2,17
"918","Mdor",2,1,17
"919","Mdub",3,1,17
"920","Mfas",8,4,17
"921","Mser",2,1,17
"922","Mtar",1,2,17
"923","Mtho",1,2,17
"924","Mtib",1,1,17
"925","Mxan",7,1,17
"926","Nchl",1,2,17
"927","Omit",1,2,17
"928","Opom",4,2,17
"929","Pagr",1,5,17
"930","Plon",3,1,17
"931","Psau",1,1,17
"932","PteA",2,1,17
"933","Scam",1,1,17
"934","Scat",1,1,17
"935","Sgor",2,2,17
"936","Sser",2,2,17
"937","Sxan",2,3,17
"938","Syn",5,1,17
"939","Syn1",2,2,17
"940","Syn2",6,1,17
"941","Syn3",1,2,17
"942","Syn4",1,1,17
"943","Taur",2,3,17
"944","Tceno",1,2,17
"945","Tcya",4,4,17
"946","Tfla",5,2,17
"947","TflaA",1,1,17
"948","TflaB",1,1,17
"949","Tger",6,2,17
"950","Tnot",1,1,17
"951","Trob",1,1,17
"952","Tscu",1,1,17
"953","Aaet",5,4,18
"954","Aars",4,6,18
"955","Abula",3,2,18
"956","Abut",1,2,18
"957","Alat",1,3,18
"958","Aski",2,3,18
"959","Aspci",1,4,18
"960","Bapa",2,2,18
"961","Brac5",1,5,18
"962","Cdia",8,7,18
"963","Ceur",1,4,18
"964","Clyn.",5,7,18
"965","Cnau",2,2,18
"966","Cpen",2,1,18
"967","Cpic",1,1,18
"968","Ctri",1,4,18
"969","Dmes",1,4,18
"970","Ebru",1,2,18
"971","Euro",5,2,18
"972","Gpum",1,2,18
"973","Mama",1,4,18
"974","Mdor",2,4,18
"975","Mdub",3,4,18
"976","Mfas",8,3,18
"977","Mser",2,1,18
"978","Mtar",1,4,18
"979","Mtho",1,4,18
"980","Mtib",1,1,18
"981","Mxan",7,3,18
"982","Nchl",1,3,18
"983","Omit",1,1,18
"984","Opom",4,1,18
"985","Pagr",1,2,18
"986","Plon",3,3,18
"987","Psau",1,2,18
"988","PteA",2,2,18
"989","Scam",1,3,18
"990","Scat",1,2,18
"991","Sgor",2,4,18
"992","Sser",2,2,18
"993","Sxan",2,1,18
"994","Syn",5,2,18
"995","Syn1",2,6,18
"996","Syn2",6,3,18
"997","Syn3",1,3,18
"998","Syn4",1,1,18
"999","Taur",2,1,18
"1000","Tceno",1,3,18
"1001","Tcya",4,1,18
"1002","Tfla",5,1,18
"1003","TflaA",1,3,18
"1004","TflaB",1,6,18
"1005","Tger",6,5,18
"1006","Tnot",1,4,18
"1007","Trob",1,1,18
"1008","Tscu",1,1,18
"1009","Aaet",5,5,19
"1010","Aars",4,2,19
"1011","Abula",3,1,19
"1012","Abut",1,1,19
"1013","Alat",1,3,19
"1014","Aski",2,1,19
"1015","Aspci",1,1,19
"1016","Bapa",2,2,19
"1017","Brac5",1,2,19
"1018","Cdia",8,3,19
"1019","Ceur",1,3,19
"1020","Clyn.",5,2,19
