"","species","interactions","indegree","rep"
"151","Andrena.nigroaenea",1,1,2
"152","Andrena.strohmella",1,1,2
"153","Andrena.subopaca",15,8,2
"154","Andrena.wilkella",1,1,2
"155","Anthidium.manicatum",1,1,2
"156","Anthidium.punctatum",1,1,2
"157","Anthidium.strigatum",4,5,2
"158","Anthophora.plumipes",1,1,2
"159","Bombus.hortorum",3,6,2
"160","Bombus.hypnorum",3,5,2
"161","Bombus.lapidarius",39,23,2
"162","Bombus.pascuorum",31,19,2
"163","Bombus.pratorum",6,6,2
"164","Bombus.soroeensis",2,1,2
"165","Bombus.sylvarum",1,1,2
"166","Bombus.terrestris.agg",39,19,2
"167","Ceratina.cyanea",6,7,2
"168","Cheilosia.antiqua",1,1,2
"169","Cheilosia.barbata",2,6,2
"170","Cheilosia.fraterna",1,1,2
"171","Cheilosia.impressa",2,3,2
"172","Cheilosia.ranunculi/albitarsis",2,16,2
"173","Cheilosia.scutellata",1,2,2
"174","Cheilosia.soror",4,14,2
"175","Cheilosia.vulpina",2,4,2
"176","Chelostoma.campanularum",2,4,2
"177","Chelostoma.florisomne",1,4,2
"178","Chelostoma.rapunculi",8,11,2
"179","Chrysogaster.solstitialis",2,1,2
"180","Chrysotoxum.bicinctum",5,5,2
"181","Chrysotoxum.verralli",1,2,2
"182","Colletes.daviesanus",1,1,2
"183","Dasysyrphus.albostriatus",1,1,2
"184","Dasysyrphus.tricinctus",1,1,2
"185","Didea.fasciata",4,4,2
"186","Didea.intermedia",1,1,2
"187","Epistrophe.grossulariae",1,3,2
"188","Episyrphus.balteatus",42,21,2
"189","Eristalis.arbustorum",8,13,2
"190","Eristalis.interrupta",11,19,2
"191","Eristalis.intricaria",2,1,2
"192","Eristalis.lineata",3,5,2
"193","Eristalis.pertinax",11,17,2
"194","Eristalis.tenax",19,24,2
"195","Eumerus.ornatus",1,3,2
"196","Eupeodes.corollae",15,11,2
"197","Eupeodes.lapponicus",2,1,2
"198","Eupeodes.luniger",1,1,2
"199","Eupeodes.nitens",1,1,2
"200","Ferdinandea.cuprea",2,1,2
"201","Halictus.maculatus",1,1,2
"202","Halictus.rubicundus",7,6,2
"203","Halictus.simplex",4,1,2
"204","Halictus.tumulorum",22,16,2
"205","Helophilus.hybridus",2,1,2
"206","Helophilus.pendulus",9,11,2
"207","Helophilus.trivittatus",5,7,2
"208","Heriades.truncorum",2,1,2
"209","Heringia.heringi",1,1,2
"210","Heringia.spec",4,3,2
"211","Hylaeus.annularis",1,2,2
"212","Hylaeus.brevicornis",3,7,2
"213","Hylaeus.communis",7,1,2
"214","Hylaeus.confusus",5,6,2
"215","Hylaeus.gredleri",1,3,2
"216","Hylaeus.nigritus",2,1,2
"217","Lasioglossum.albipes",5,2,2
"218","Lasioglossum.calceatum",9,8,2
"219","Lasioglossum.fulvicorne",8,12,2
"220","Lasioglossum.lativentre",1,1,2
"221","Lasioglossum.leucopus",6,4,2
"222","Lasioglossum.leucozonium",1,1,2
"223","Lasioglossum.lineare",2,1,2
"224","Lasioglossum.lucidulum",1,1,2
"225","Lasioglossum.minutulum",1,1,2
"226","Lasioglossum.morio",24,19,2
"227","Lasioglossum.pauxillum",29,22,2
"228","Lasioglossum.pygmaeum",2,1,2
"229","Lasioglossum.villosulum",5,10,2
"230","Megachile.apicalis",1,1,2
"231","Megachile.versicolor",2,5,2
"232","Megachile.willughbiella",3,1,2
"233","Melanostoma.spec",12,11,2
"234","Meliscaeva.cinctella",1,1,2
"235","Melitta.haemorrhoidalis",1,4,2
"236","Melitta.leporina",1,4,2
"237","Myathropa.florea",5,8,2
"238","Nomada.flava",1,1,2
"239","Nomada.flavoguttata",9,8,2
"240","Nomada.goodeniana",1,1,2
"241","Nomada.sheppardana",1,1,2
"242","Osmia.aurulenta",3,1,2
"243","Osmia.bicolor",11,13,2
"244","Osmia.leaiana",3,1,2
"245","Osmia.rufa",2,1,2
"246","Osmia.spinulosa",3,1,2
"247","Osmia.uncinata",1,1,2
"248","Paragus.spec",5,3,2
"249","Pipiza.noctiluca/bimaculata",2,3,2
"250","Pipizella.spec",11,11,2
"251","Platycheirus.albimanus",1,1,2
"252","Psithyrus.bohemicus",5,9,2
"253","Psithyrus.campestris",1,1,2
"254","Psithyrus.rupestris",6,5,2
"255","Psithyrus.sylvestris",3,5,2
"256","Scaeva.pyrastri",7,10,2
"257","Scaeva.selenitica",6,11,2
"258","Sericomyia.silentis",1,1,2
"259","Sphaerophoria.spec",38,21,2
"260","Sphecodes.crassus",2,1,2
"261","Sphecodes.ephippius",8,8,2
"262","Sphecodes.ferruginatus",6,5,2
"263","Sphecodes.geoffrellus",1,1,2
"264","Sphecodes.gibbus",2,1,2
"265","Sphecodes.hyalinatus",4,5,2
"266","Sphecodes.monilicornis",1,3,2
"267","Sphecodes.niger",3,3,2
"268","Sphecodes.rufiventris",1,1,2
"269","Syritta.pipiens",8,14,2
"270","Syrphus.ribesii",18,19,2
"271","Syrphus.torvus",31,14,2
"272","Syrphus.vitripennis",25,20,2
"273","Volucella.bombylans",1,2,2
"274","Volucella.pellucens",1,1,2
"275","Xanthandrus.comtus",1,1,2
"276","Xanthogramma.pedissequum",2,2,2
"277","Andrena.angustior",2,4,3
"278","Andrena.bicolor",1,4,3
"279","Andrena.falsifica",2,4,3
"280","Andrena.flavipes",5,5,3
"281","Andrena.fucata",1,1,3
"282","Andrena.fulvago",1,2,3
"283","Andrena.haemorrhoa",1,1,3
"284","Andrena.humilis",1,1,3
"285","Andrena.labialis",1,2,3
"286","Andrena.labiata",1,1,3
"287","Andrena.minutula",11,16,3
"288","Andrena.minutuloides",6,11,3
"289","Andrena.nigroaenea",1,2,3
"290","Andrena.strohmella",1,1,3
"291","Andrena.subopaca",15,4,3
"292","Andrena.wilkella",1,1,3
"293","Anthidium.manicatum",1,1,3
"294","Anthidium.punctatum",1,1,3
"295","Anthidium.strigatum",4,6,3
"296","Anthophora.plumipes",1,1,3
"297","Bombus.hortorum",3,4,3
"298","Bombus.hypnorum",3,4,3
"299","Bombus.lapidarius",39,16,3
"300","Bombus.pascuorum",31,24,3
"301","Bombus.pratorum",6,2,3
"302","Bombus.soroeensis",2,2,3
"303","Bombus.sylvarum",1,2,3
"304","Bombus.terrestris.agg",39,25,3
"305","Ceratina.cyanea",6,5,3
"306","Cheilosia.antiqua",1,2,3
"307","Cheilosia.barbata",2,3,3
"308","Cheilosia.fraterna",1,1,3
"309","Cheilosia.impressa",2,1,3
"310","Cheilosia.ranunculi/albitarsis",2,13,3
"311","Cheilosia.scutellata",1,1,3
"312","Cheilosia.soror",4,14,3
"313","Cheilosia.vulpina",2,1,3
"314","Chelostoma.campanularum",2,2,3
"315","Chelostoma.florisomne",1,1,3
"316","Chelostoma.rapunculi",8,6,3
"317","Chrysogaster.solstitialis",2,1,3
"318","Chrysotoxum.bicinctum",5,8,3
"319","Chrysotoxum.verralli",1,1,3
"320","Colletes.daviesanus",1,2,3
"321","Dasysyrphus.albostriatus",1,3,3
"322","Dasysyrphus.tricinctus",1,1,3
"323","Didea.fasciata",4,3,3
"324","Didea.intermedia",1,1,3
"325","Epistrophe.grossulariae",1,2,3
"326","Episyrphus.balteatus",42,22,3
"327","Eristalis.arbustorum",8,6,3
"328","Eristalis.interrupta",11,19,3
"329","Eristalis.intricaria",2,1,3
"330","Eristalis.lineata",3,2,3
"331","Eristalis.pertinax",11,15,3
"332","Eristalis.tenax",19,20,3
"333","Eumerus.ornatus",1,2,3
"334","Eupeodes.corollae",15,10,3
"335","Eupeodes.lapponicus",2,3,3
"336","Eupeodes.luniger",1,1,3
"337","Eupeodes.nitens",1,1,3
"338","Ferdinandea.cuprea",2,1,3
"339","Halictus.maculatus",1,1,3
"340","Halictus.rubicundus",7,7,3
"341","Halictus.simplex",4,1,3
"342","Halictus.tumulorum",22,18,3
"343","Helophilus.hybridus",2,2,3
"344","Helophilus.pendulus",9,12,3
"345","Helophilus.trivittatus",5,10,3
"346","Heriades.truncorum",2,2,3
"347","Heringia.heringi",1,1,3
"348","Heringia.spec",4,6,3
"349","Hylaeus.annularis",1,1,3
"350","Hylaeus.brevicornis",3,3,3
"351","Hylaeus.communis",7,6,3
"352","Hylaeus.confusus",5,7,3
"353","Hylaeus.gredleri",1,4,3
"354","Hylaeus.nigritus",2,1,3
"355","Lasioglossum.albipes",5,4,3
"356","Lasioglossum.calceatum",9,10,3
"357","Lasioglossum.fulvicorne",8,8,3
"358","Lasioglossum.lativentre",1,1,3
"359","Lasioglossum.leucopus",6,3,3
"360","Lasioglossum.leucozonium",1,1,3
"361","Lasioglossum.lineare",2,1,3
"362","Lasioglossum.lucidulum",1,1,3
"363","Lasioglossum.minutulum",1,1,3
"364","Lasioglossum.morio",24,14,3
"365","Lasioglossum.pauxillum",29,19,3
"366","Lasioglossum.pygmaeum",2,2,3
"367","Lasioglossum.villosulum",5,16,3
"368","Megachile.apicalis",1,1,3
"369","Megachile.versicolor",2,3,3
"370","Megachile.willughbiella",3,2,3
"371","Melanostoma.spec",12,12,3
"372","Meliscaeva.cinctella",1,1,3
"373","Melitta.haemorrhoidalis",1,5,3
"374","Melitta.leporina",1,3,3
"375","Myathropa.florea",5,17,3
"376","Nomada.flava",1,2,3
"377","Nomada.flavoguttata",9,10,3
"378","Nomada.goodeniana",1,1,3
"379","Nomada.sheppardana",1,1,3
"380","Osmia.aurulenta",3,1,3
"381","Osmia.bicolor",11,14,3
"382","Osmia.leaiana",3,1,3
"383","Osmia.rufa",2,1,3
"384","Osmia.spinulosa",3,1,3
"385","Osmia.uncinata",1,2,3
"386","Paragus.spec",5,8,3
"387","Pipiza.noctiluca/bimaculata",2,2,3
"388","Pipizella.spec",11,5,3
"389","Platycheirus.albimanus",1,1,3
"390","Psithyrus.bohemicus",5,8,3
"391","Psithyrus.campestris",1,1,3
"392","Psithyrus.rupestris",6,6,3
"393","Psithyrus.sylvestris",3,3,3
"394","Scaeva.pyrastri",7,9,3
"395","Scaeva.selenitica",6,3,3
"396","Sericomyia.silentis",1,1,3
"397","Sphaerophoria.spec",38,16,3
"398","Sphecodes.crassus",2,3,3
"399","Sphecodes.ephippius",8,4,3
"400","Sphecodes.ferruginatus",6,2,3
"401","Sphecodes.geoffrellus",1,1,3
"402","Sphecodes.gibbus",2,4,3
"403","Sphecodes.hyalinatus",4,5,3
"404","Sphecodes.monilicornis",1,2,3
"405","Sphecodes.niger",3,2,3
"406","Sphecodes.rufiventris",1,1,3
"407","Syritta.pipiens",8,14,3
"408","Syrphus.ribesii",18,16,3
"409","Syrphus.torvus",31,20,3
"410","Syrphus.vitripennis",25,17,3
"411","Volucella.bombylans",1,5,3
"412","Volucella.pellucens",1,1,3
"413","Xanthandrus.comtus",1,5,3
"414","Xanthogramma.pedissequum",2,1,3
"415","Andrena.angustior",2,1,4
"416","Andrena.bicolor",1,3,4
"417","Andrena.falsifica",2,6,4
"418","Andrena.flavipes",5,3,4
"419","Andrena.fucata",1,1,4
"420","Andrena.fulvago",1,1,4
"421","Andrena.haemorrhoa",1,3,4
"422","Andrena.humilis",1,1,4
"423","Andrena.labialis",1,1,4
"424","Andrena.labiata",1,1,4
"425","Andrena.minutula",11,11,4
"426","Andrena.minutuloides",6,13,4
"427","Andrena.nigroaenea",1,2,4
"428","Andrena.strohmella",1,1,4
"429","Andrena.subopaca",15,18,4
"430","Andrena.wilkella",1,1,4
"431","Anthidium.manicatum",1,1,4
"432","Anthidium.punctatum",1,1,4
"433","Anthidium.strigatum",4,3,4
"434","Anthophora.plumipes",1,4,4
"435","Bombus.hortorum",3,3,4
"436","Bombus.hypnorum",3,1,4
"437","Bombus.lapidarius",39,24,4
"438","Bombus.pascuorum",31,22,4
"439","Bombus.pratorum",6,3,4
"440","Bombus.soroeensis",2,3,4
"441","Bombus.sylvarum",1,1,4
"442","Bombus.terrestris.agg",39,21,4
"443","Ceratina.cyanea",6,5,4
"444","Cheilosia.antiqua",1,1,4
"445","Cheilosia.barbata",2,2,4
"446","Cheilosia.fraterna",1,1,4
"447","Cheilosia.impressa",2,1,4
"448","Cheilosia.ranunculi/albitarsis",2,6,4
"449","Cheilosia.scutellata",1,1,4
"450","Cheilosia.soror",4,14,4
"451","Cheilosia.vulpina",2,2,4
"452","Chelostoma.campanularum",2,4,4
"453","Chelostoma.florisomne",1,1,4
"454","Chelostoma.rapunculi",8,9,4
"455","Chrysogaster.solstitialis",2,1,4
"456","Chrysotoxum.bicinctum",5,5,4
"457","Chrysotoxum.verralli",1,1,4
"458","Colletes.daviesanus",1,1,4
"459","Dasysyrphus.albostriatus",1,1,4
"460","Dasysyrphus.tricinctus",1,1,4
"461","Didea.fasciata",4,7,4
"462","Didea.intermedia",1,2,4
"463","Epistrophe.grossulariae",1,1,4
"464","Episyrphus.balteatus",42,26,4
"465","Eristalis.arbustorum",8,14,4
"466","Eristalis.interrupta",11,15,4
"467","Eristalis.intricaria",2,2,4
"468","Eristalis.lineata",3,9,4
"469","Eristalis.pertinax",11,17,4
"470","Eristalis.tenax",19,23,4
"471","Eumerus.ornatus",1,4,4
"472","Eupeodes.corollae",15,11,4
"473","Eupeodes.lapponicus",2,3,4
"474","Eupeodes.luniger",1,1,4
"475","Eupeodes.nitens",1,1,4
"476","Ferdinandea.cuprea",2,1,4
"477","Halictus.maculatus",1,1,4
"478","Halictus.rubicundus",7,6,4
"479","Halictus.simplex",4,1,4
"480","Halictus.tumulorum",22,17,4
"481","Helophilus.hybridus",2,1,4
"482","Helophilus.pendulus",9,5,4
"483","Helophilus.trivittatus",5,12,4
"484","Heriades.truncorum",2,3,4
"485","Heringia.heringi",1,1,4
"486","Heringia.spec",4,3,4
"487","Hylaeus.annularis",1,1,4
"488","Hylaeus.brevicornis",3,4,4
"489","Hylaeus.communis",7,5,4
"490","Hylaeus.confusus",5,10,4
"491","Hylaeus.gredleri",1,2,4
"492","Hylaeus.nigritus",2,1,4
"493","Lasioglossum.albipes",5,3,4
"494","Lasioglossum.calceatum",9,11,4
"495","Lasioglossum.fulvicorne",8,10,4
"496","Lasioglossum.lativentre",1,3,4
"497","Lasioglossum.leucopus",6,5,4
"498","Lasioglossum.leucozonium",1,1,4
"499","Lasioglossum.lineare",2,1,4
"500","Lasioglossum.lucidulum",1,1,4
"501","Lasioglossum.minutulum",1,1,4
"502","Lasioglossum.morio",24,17,4
"503","Lasioglossum.pauxillum",29,21,4
"504","Lasioglossum.pygmaeum",2,1,4
"505","Lasioglossum.villosulum",5,16,4
"506","Megachile.apicalis",1,2,4
"507","Megachile.versicolor",2,1,4
"508","Megachile.willughbiella",3,3,4
"509","Melanostoma.spec",12,10,4
"510","Meliscaeva.cinctella",1,1,4
"511","Melitta.haemorrhoidalis",1,2,4
"512","Melitta.leporina",1,2,4
"513","Myathropa.florea",5,16,4
"514","Nomada.flava",1,1,4
"515","Nomada.flavoguttata",9,9,4
"516","Nomada.goodeniana",1,1,4
"517","Nomada.sheppardana",1,1,4
"518","Osmia.aurulenta",3,4,4
"519","Osmia.bicolor",11,14,4
"520","Osmia.leaiana",3,1,4
"521","Osmia.rufa",2,2,4
"522","Osmia.spinulosa",3,4,4
"523","Osmia.uncinata",1,2,4
"524","Paragus.spec",5,11,4
"525","Pipiza.noctiluca/bimaculata",2,5,4
"526","Pipizella.spec",11,10,4
"527","Platycheirus.albimanus",1,1,4
"528","Psithyrus.bohemicus",5,8,4
"529","Psithyrus.campestris",1,1,4
"530","Psithyrus.rupestris",6,10,4
"531","Psithyrus.sylvestris",3,2,4
"532","Scaeva.pyrastri",7,12,4
"533","Scaeva.selenitica",6,11,4
"534","Sericomyia.silentis",1,2,4
"535","Sphaerophoria.spec",38,19,4
"536","Sphecodes.crassus",2,4,4
"537","Sphecodes.ephippius",8,2,4
"538","Sphecodes.ferruginatus",6,2,4
"539","Sphecodes.geoffrellus",1,2,4
"540","Sphecodes.gibbus",2,1,4
"541","Sphecodes.hyalinatus",4,5,4
"542","Sphecodes.monilicornis",1,2,4
"543","Sphecodes.niger",3,6,4
"544","Sphecodes.rufiventris",1,1,4
"545","Syritta.pipiens",8,8,4
"546","Syrphus.ribesii",18,21,4
"547","Syrphus.torvus",31,11,4
"548","Syrphus.vitripennis",25,13,4
"549","Volucella.bombylans",1,1,4
"550","Volucella.pellucens",1,2,4
"551","Xanthandrus.comtus",1,2,4
"552","Xanthogramma.pedissequum",2,1,4
"553","Andrena.angustior",2,2,5
"554","Andrena.bicolor",1,5,5
"555","Andrena.falsifica",2,3,5
"556","Andrena.flavipes",5,1,5
"557","Andrena.fucata",1,2,5
"558","Andrena.fulvago",1,1,5
"559","Andrena.haemorrhoa",1,1,5
"560","Andrena.humilis",1,1,5
"561","Andrena.labialis",1,1,5
"562","Andrena.labiata",1,1,5
"563","Andrena.minutula",11,11,5
"564","Andrena.minutuloides",6,7,5
"565","Andrena.nigroaenea",1,1,5
"566","Andrena.strohmella",1,1,5
"567","Andrena.subopaca",15,12,5
"568","Andrena.wilkella",1,2,5
"569","Anthidium.manicatum",1,1,5
"570","Anthidium.punctatum",1,1,5
"571","Anthidium.strigatum",4,9,5
"572","Anthophora.plumipes",1,3,5
"573","Bombus.hortorum",3,3,5
"574","Bombus.hypnorum",3,5,5
"575","Bombus.lapidarius",39,23,5
"576","Bombus.pascuorum",31,21,5
"577","Bombus.pratorum",6,5,5
"578","Bombus.soroeensis",2,3,5
"579","Bombus.sylvarum",1,2,5
"580","Bombus.terrestris.agg",39,18,5
"581","Ceratina.cyanea",6,2,5
"582","Cheilosia.antiqua",1,1,5
"583","Cheilosia.barbata",2,1,5
"584","Cheilosia.fraterna",1,4,5
"585","Cheilosia.impressa",2,2,5
"586","Cheilosia.ranunculi/albitarsis",2,5,5
"587","Cheilosia.scutellata",1,1,5
"588","Cheilosia.soror",4,9,5
"589","Cheilosia.vulpina",2,3,5
"590","Chelostoma.campanularum",2,3,5
"591","Chelostoma.florisomne",1,2,5
"592","Chelostoma.rapunculi",8,7,5
"593","Chrysogaster.solstitialis",2,1,5
"594","Chrysotoxum.bicinctum",5,3,5
"595","Chrysotoxum.verralli",1,1,5
"596","Colletes.daviesanus",1,1,5
"597","Dasysyrphus.albostriatus",1,1,5
"598","Dasysyrphus.tricinctus",1,1,5
"599","Didea.fasciata",4,3,5
"600","Didea.intermedia",1,1,5
"601","Epistrophe.grossulariae",1,3,5
"602","Episyrphus.balteatus",42,18,5
"603","Eristalis.arbustorum",8,12,5
"604","Eristalis.interrupta",11,15,5
"605","Eristalis.intricaria",2,3,5
"606","Eristalis.lineata",3,4,5
"607","Eristalis.pertinax",11,22,5
"608","Eristalis.tenax",19,18,5
"609","Eumerus.ornatus",1,1,5
"610","Eupeodes.corollae",15,15,5
"611","Eupeodes.lapponicus",2,2,5
"612","Eupeodes.luniger",1,1,5
"613","Eupeodes.nitens",1,1,5
"614","Ferdinandea.cuprea",2,1,5
"615","Halictus.maculatus",1,1,5
"616","Halictus.rubicundus",7,11,5
"617","Halictus.simplex",4,1,5
"618","Halictus.tumulorum",22,23,5
"619","Helophilus.hybridus",2,4,5
"620","Helophilus.pendulus",9,10,5
"621","Helophilus.trivittatus",5,11,5
"622","Heriades.truncorum",2,4,5
"623","Heringia.heringi",1,1,5
"624","Heringia.spec",4,5,5
"625","Hylaeus.annularis",1,1,5
"626","Hylaeus.brevicornis",3,3,5
"627","Hylaeus.communis",7,7,5
"628","Hylaeus.confusus",5,7,5
"629","Hylaeus.gredleri",1,1,5
"630","Hylaeus.nigritus",2,1,5
"631","Lasioglossum.albipes",5,5,5
"632","Lasioglossum.calceatum",9,9,5
"633","Lasioglossum.fulvicorne",8,15,5
"634","Lasioglossum.lativentre",1,1,5
"635","Lasioglossum.leucopus",6,2,5
"636","Lasioglossum.leucozonium",1,1,5
"637","Lasioglossum.lineare",2,1,5
"638","Lasioglossum.lucidulum",1,1,5
"639","Lasioglossum.minutulum",1,1,5
"640","Lasioglossum.morio",24,16,5
"641","Lasioglossum.pauxillum",29,22,5
"642","Lasioglossum.pygmaeum",2,4,5
"643","Lasioglossum.villosulum",5,11,5
"644","Megachile.apicalis",1,1,5
"645","Megachile.versicolor",2,2,5
"646","Megachile.willughbiella",3,5,5
"647","Melanostoma.spec",12,16,5
"648","Meliscaeva.cinctella",1,1,5
"649","Melitta.haemorrhoidalis",1,5,5
"650","Melitta.leporina",1,1,5
"651","Myathropa.florea",5,9,5
"652","Nomada.flava",1,1,5
"653","Nomada.flavoguttata",9,10,5
"654","Nomada.goodeniana",1,2,5
"655","Nomada.sheppardana",1,1,5
"656","Osmia.aurulenta",3,2,5
"657","Osmia.bicolor",11,7,5
"658","Osmia.leaiana",3,1,5
"659","Osmia.rufa",2,5,5
"660","Osmia.spinulosa",3,2,5
"661","Osmia.uncinata",1,1,5
"662","Paragus.spec",5,5,5
"663","Pipiza.noctiluca/bimaculata",2,2,5
"664","Pipizella.spec",11,17,5
"665","Platycheirus.albimanus",1,2,5
"666","Psithyrus.bohemicus",5,7,5
"667","Psithyrus.campestris",1,1,5
"668","Psithyrus.rupestris",6,5,5
"669","Psithyrus.sylvestris",3,1,5
"670","Scaeva.pyrastri",7,7,5
"671","Scaeva.selenitica",6,7,5
"672","Sericomyia.silentis",1,1,5
"673","Sphaerophoria.spec",38,19,5
"674","Sphecodes.crassus",2,1,5
"675","Sphecodes.ephippius",8,3,5
"676","Sphecodes.ferruginatus",6,5,5
"677","Sphecodes.geoffrellus",1,1,5
"678","Sphecodes.gibbus",2,3,5
"679","Sphecodes.hyalinatus",4,4,5
"680","Sphecodes.monilicornis",1,2,5
"681","Sphecodes.niger",3,2,5
"682","Sphecodes.rufiventris",1,2,5
"683","Syritta.pipiens",8,8,5
