"","species","interactions","indegree","rep"
"59","Pseudomalus.auratus",6,6,3
"60","Sapyga.clavicornis",1,1,3
"61","Sapyga.quinquepunctata",1,1,3
"62","Sapygina.decemguttata",1,4,3
"63","Trichrysis.cyanea",8,16,3
"64","Anthrax.anthrax",1,1,4
"65","Cacoxenus.indagator",1,9,4
"66","Chrysis.fulgida",1,2,4
"67","Chrysis.ignita.agg.",13,13,4
"68","Coelioxys.mandibularis",2,6,4
"69","Encyrtidae.spec",1,3,4
"70","Gasteruption.assector",3,5,4
"71","Gasteruption.jaculator",1,1,4
"72","Gasteruption.spec",2,2,4
"73","Ichneumonidae.spec",12,11,4
"74","indet",3,3,4
"75","Megatoma.spec",13,4,4
"76","Melittobia.spec",24,14,4
"77","mites",5,4,4
"78","Monodontomerus.spec",1,5,4
"79","Omalus.aeneus",8,5,4
"80","Pseudomalus.auratus",6,9,4
"81","Sapyga.clavicornis",1,1,4
"82","Sapyga.quinquepunctata",1,1,4
"83","Sapygina.decemguttata",1,2,4
"84","Trichrysis.cyanea",8,11,4
"85","Anthrax.anthrax",1,1,5
"86","Cacoxenus.indagator",1,7,5
"87","Chrysis.fulgida",1,1,5
"88","Chrysis.ignita.agg.",13,10,5
"89","Coelioxys.mandibularis",2,6,5
"90","Encyrtidae.spec",1,1,5
"91","Gasteruption.assector",3,9,5
"92","Gasteruption.jaculator",1,1,5
"93","Gasteruption.spec",2,1,5
"94","Ichneumonidae.spec",12,8,5
"95","indet",3,2,5
"96","Megatoma.spec",13,8,5
"97","Melittobia.spec",24,15,5
"98","mites",5,4,5
"99","Monodontomerus.spec",1,5,5
"100","Omalus.aeneus",8,6,5
"101","Pseudomalus.auratus",6,8,5
"102","Sapyga.clavicornis",1,1,5
"103","Sapyga.quinquepunctata",1,1,5
"104","Sapygina.decemguttata",1,2,5
"105","Trichrysis.cyanea",8,13,5
"106","Anthrax.anthrax",1,1,6
"107","Cacoxenus.indagator",1,7,6
"108","Chrysis.fulgida",1,1,6
"109","Chrysis.ignita.agg.",13,8,6
"110","Coelioxys.mandibularis",2,4,6
"111","Encyrtidae.spec",1,1,6
"112","Gasteruption.assector",3,6,6
"113","Gasteruption.jaculator",1,1,6
"114","Gasteruption.spec",2,5,6
"115","Ichneumonidae.spec",12,12,6
"116","indet",3,5,6
"117","Megatoma.spec",13,6,6
"118","Melittobia.spec",24,12,6
"119","mites",5,9,6
"120","Monodontomerus.spec",1,6,6
"121","Omalus.aeneus",8,6,6
"122","Pseudomalus.auratus",6,9,6
"123","Sapyga.clavicornis",1,1,6
"124","Sapyga.quinquepunctata",1,1,6
"125","Sapygina.decemguttata",1,1,6
"126","Trichrysis.cyanea",8,14,6
"127","Anthrax.anthrax",1,1,7
"128","Cacoxenus.indagator",1,14,7
"129","Chrysis.fulgida",1,1,7
"130","Chrysis.ignita.agg.",13,10,7
"131","Coelioxys.mandibularis",2,2,7
"132","Encyrtidae.spec",1,1,7
"133","Gasteruption.assector",3,3,7
"134","Gasteruption.jaculator",1,1,7
"135","Gasteruption.spec",2,5,7
"136","Ichneumonidae.spec",12,13,7
"137","indet",3,2,7
"138","Megatoma.spec",13,8,7
"139","Melittobia.spec",24,12,7
"140","mites",5,5,7
"141","Monodontomerus.spec",1,5,7
"142","Omalus.aeneus",8,5,7
"143","Pseudomalus.auratus",6,6,7
"144","Sapyga.clavicornis",1,1,7
"145","Sapyga.quinquepunctata",1,1,7
"146","Sapygina.decemguttata",1,5,7
"147","Trichrysis.cyanea",8,14,7
"148","Anthrax.anthrax",1,1,8
"149","Cacoxenus.indagator",1,9,8
"150","Chrysis.fulgida",1,1,8
"151","Chrysis.ignita.agg.",13,12,8
"152","Coelioxys.mandibularis",2,4,8
"153","Encyrtidae.spec",1,1,8
"154","Gasteruption.assector",3,3,8
"155","Gasteruption.jaculator",1,2,8
"156","Gasteruption.spec",2,3,8
"157","Ichneumonidae.spec",12,12,8
"158","indet",3,5,8
"159","Megatoma.spec",13,7,8
"160","Melittobia.spec",24,14,8
"161","mites",5,1,8
"162","Monodontomerus.spec",1,8,8
"163","Omalus.aeneus",8,6,8
"164","Pseudomalus.auratus",6,11,8
"165","Sapyga.clavicornis",1,2,8
"166","Sapyga.quinquepunctata",1,1,8
"167","Sapygina.decemguttata",1,3,8
"168","Trichrysis.cyanea",8,11,8
"169","Anthrax.anthrax",1,1,9
"170","Cacoxenus.indagator",1,9,9
"171","Chrysis.fulgida",1,1,9
"172","Chrysis.ignita.agg.",13,17,9
"173","Coelioxys.mandibularis",2,4,9
"174","Encyrtidae.spec",1,3,9
"175","Gasteruption.assector",3,2,9
"176","Gasteruption.jaculator",1,1,9
"177","Gasteruption.spec",2,1,9
"178","Ichneumonidae.spec",12,7,9
"179","indet",3,1,9
"180","Megatoma.spec",13,5,9
"181","Melittobia.spec",24,12,9
"182","mites",5,5,9
"183","Monodontomerus.spec",1,4,9
"184","Omalus.aeneus",8,9,9
"185","Pseudomalus.auratus",6,5,9
"186","Sapyga.clavicornis",1,3,9
"187","Sapyga.quinquepunctata",1,1,9
"188","Sapygina.decemguttata",1,5,9
"189","Trichrysis.cyanea",8,12,9
"190","Anthrax.anthrax",1,1,10
"191","Cacoxenus.indagator",1,7,10
"192","Chrysis.fulgida",1,1,10
"193","Chrysis.ignita.agg.",13,14,10
"194","Coelioxys.mandibularis",2,4,10
"195","Encyrtidae.spec",1,2,10
"196","Gasteruption.assector",3,5,10
"197","Gasteruption.jaculator",1,1,10
"198","Gasteruption.spec",2,2,10
"199","Ichneumonidae.spec",12,7,10
"200","indet",3,3,10
"201","Megatoma.spec",13,8,10
"202","Melittobia.spec",24,14,10
"203","mites",5,1,10
"204","Monodontomerus.spec",1,3,10
"205","Omalus.aeneus",8,7,10
"206","Pseudomalus.auratus",6,12,10
"207","Sapyga.clavicornis",1,1,10
"208","Sapyga.quinquepunctata",1,1,10
"209","Sapygina.decemguttata",1,2,10
"210","Trichrysis.cyanea",8,8,10
"211","Anthrax.anthrax",1,1,11
"212","Cacoxenus.indagator",1,9,11
"213","Chrysis.fulgida",1,1,11
"214","Chrysis.ignita.agg.",13,17,11
"215","Coelioxys.mandibularis",2,2,11
"216","Encyrtidae.spec",1,3,11
"217","Gasteruption.assector",3,6,11
"218","Gasteruption.jaculator",1,0,11
"219","Gasteruption.spec",2,1,11
"220","Ichneumonidae.spec",12,9,11
"221","indet",3,6,11
"222","Megatoma.spec",13,12,11
"223","Melittobia.spec",24,11,11
"224","mites",5,4,11
"225","Monodontomerus.spec",1,4,11
"226","Omalus.aeneus",8,8,11
"227","Pseudomalus.auratus",6,5,11
"228","Sapyga.clavicornis",1,1,11
"229","Sapyga.quinquepunctata",1,3,11
"230","Sapygina.decemguttata",1,2,11
"231","Trichrysis.cyanea",8,13,11
"232","Anthrax.anthrax",1,1,12
"233","Cacoxenus.indagator",1,12,12
"234","Chrysis.fulgida",1,1,12
"235","Chrysis.ignita.agg.",13,10,12
"236","Coelioxys.mandibularis",2,3,12
"237","Encyrtidae.spec",1,1,12
"238","Gasteruption.assector",3,6,12
"239","Gasteruption.jaculator",1,1,12
"240","Gasteruption.spec",2,1,12
"241","Ichneumonidae.spec",12,8,12
"242","indet",3,2,12
"243","Megatoma.spec",13,11,12
"244","Melittobia.spec",24,10,12
"245","mites",5,6,12
"246","Monodontomerus.spec",1,6,12
"247","Omalus.aeneus",8,10,12
"248","Pseudomalus.auratus",6,8,12
"249","Sapyga.clavicornis",1,1,12
"250","Sapyga.quinquepunctata",1,1,12
"251","Sapygina.decemguttata",1,4,12
"252","Trichrysis.cyanea",8,6,12
"253","Anthrax.anthrax",1,1,13
"254","Cacoxenus.indagator",1,11,13
"255","Chrysis.fulgida",1,1,13
"256","Chrysis.ignita.agg.",13,14,13
"257","Coelioxys.mandibularis",2,3,13
"258","Encyrtidae.spec",1,1,13
"259","Gasteruption.assector",3,2,13
"260","Gasteruption.jaculator",1,1,13
"261","Gasteruption.spec",2,1,13
"262","Ichneumonidae.spec",12,7,13
"263","indet",3,3,13
"264","Megatoma.spec",13,9,13
"265","Melittobia.spec",24,13,13
"266","mites",5,2,13
"267","Monodontomerus.spec",1,1,13
"268","Omalus.aeneus",8,1,13
"269","Pseudomalus.auratus",6,6,13
"270","Sapyga.clavicornis",1,3,13
"271","Sapyga.quinquepunctata",1,1,13
"272","Sapygina.decemguttata",1,5,13
"273","Trichrysis.cyanea",8,11,13
"274","Anthrax.anthrax",1,2,14
"275","Cacoxenus.indagator",1,10,14
"276","Chrysis.fulgida",1,1,14
"277","Chrysis.ignita.agg.",13,13,14
"278","Coelioxys.mandibularis",2,3,14
"279","Encyrtidae.spec",1,1,14
"280","Gasteruption.assector",3,7,14
"281","Gasteruption.jaculator",1,1,14
"282","Gasteruption.spec",2,2,14
"283","Ichneumonidae.spec",12,10,14
"284","indet",3,2,14
"285","Megatoma.spec",13,6,14
"286","Melittobia.spec",24,15,14
"287","mites",5,3,14
"288","Monodontomerus.spec",1,3,14
"289","Omalus.aeneus",8,8,14
"290","Pseudomalus.auratus",6,2,14
"291","Sapyga.clavicornis",1,1,14
"292","Sapyga.quinquepunctata",1,1,14
"293","Sapygina.decemguttata",1,3,14
"294","Trichrysis.cyanea",8,8,14
"295","Anthrax.anthrax",1,1,15
"296","Cacoxenus.indagator",1,13,15
"297","Chrysis.fulgida",1,1,15
"298","Chrysis.ignita.agg.",13,11,15
"299","Coelioxys.mandibularis",2,2,15
"300","Encyrtidae.spec",1,3,15
"301","Gasteruption.assector",3,4,15
"302","Gasteruption.jaculator",1,2,15
"303","Gasteruption.spec",2,2,15
"304","Ichneumonidae.spec",12,7,15
"305","indet",3,3,15
"306","Megatoma.spec",13,7,15
"307","Melittobia.spec",24,13,15
"308","mites",5,3,15
"309","Monodontomerus.spec",1,3,15
"310","Omalus.aeneus",8,5,15
"311","Pseudomalus.auratus",6,3,15
"312","Sapyga.clavicornis",1,1,15
"313","Sapyga.quinquepunctata",1,1,15
"314","Sapygina.decemguttata",1,1,15
"315","Trichrysis.cyanea",8,9,15
"316","Anthrax.anthrax",1,1,16
"317","Cacoxenus.indagator",1,9,16
"318","Chrysis.fulgida",1,1,16
"319","Chrysis.ignita.agg.",13,15,16
"320","Coelioxys.mandibularis",2,3,16
"321","Encyrtidae.spec",1,1,16
"322","Gasteruption.assector",3,5,16
"323","Gasteruption.jaculator",1,1,16
"324","Gasteruption.spec",2,3,16
"325","Ichneumonidae.spec",12,10,16
"326","indet",3,4,16
"327","Megatoma.spec",13,10,16
"328","Melittobia.spec",24,16,16
"329","mites",5,1,16
"330","Monodontomerus.spec",1,3,16
"331","Omalus.aeneus",8,7,16
"332","Pseudomalus.auratus",6,5,16
"333","Sapyga.clavicornis",1,3,16
"334","Sapyga.quinquepunctata",1,3,16
"335","Sapygina.decemguttata",1,2,16
"336","Trichrysis.cyanea",8,10,16
"337","Anthrax.anthrax",1,1,17
"338","Cacoxenus.indagator",1,8,17
"339","Chrysis.fulgida",1,1,17
"340","Chrysis.ignita.agg.",13,15,17
"341","Coelioxys.mandibularis",2,3,17
"342","Encyrtidae.spec",1,1,17
"343","Gasteruption.assector",3,8,17
"344","Gasteruption.jaculator",1,1,17
"345","Gasteruption.spec",2,1,17
"346","Ichneumonidae.spec",12,16,17
"347","indet",3,5,17
"348","Megatoma.spec",13,4,17
"349","Melittobia.spec",24,10,17
"350","mites",5,3,17
"351","Monodontomerus.spec",1,4,17
"352","Omalus.aeneus",8,5,17
"353","Pseudomalus.auratus",6,5,17
"354","Sapyga.clavicornis",1,2,17
"355","Sapyga.quinquepunctata",1,1,17
"356","Sapygina.decemguttata",1,2,17
"357","Trichrysis.cyanea",8,17,17
"358","Anthrax.anthrax",1,1,18
"359","Cacoxenus.indagator",1,12,18
"360","Chrysis.fulgida",1,1,18
"361","Chrysis.ignita.agg.",13,10,18
"362","Coelioxys.mandibularis",2,2,18
"363","Encyrtidae.spec",1,3,18
"364","Gasteruption.assector",3,7,18
"365","Gasteruption.jaculator",1,2,18
"366","Gasteruption.spec",2,3,18
"367","Ichneumonidae.spec",12,10,18
"368","indet",3,5,18
"369","Megatoma.spec",13,4,18
"370","Melittobia.spec",24,13,18
"371","mites",5,6,18
"372","Monodontomerus.spec",1,7,18
"373","Omalus.aeneus",8,12,18
"374","Pseudomalus.auratus",6,9,18
"375","Sapyga.clavicornis",1,2,18
"376","Sapyga.quinquepunctata",1,1,18
"377","Sapygina.decemguttata",1,2,18
"378","Trichrysis.cyanea",8,11,18
"379","Anthrax.anthrax",1,1,19
"380","Cacoxenus.indagator",1,11,19
"381","Chrysis.fulgida",1,1,19
"382","Chrysis.ignita.agg.",13,11,19
"383","Coelioxys.mandibularis",2,5,19
"384","Encyrtidae.spec",1,4,19
"385","Gasteruption.assector",3,7,19
"386","Gasteruption.jaculator",1,1,19
"387","Gasteruption.spec",2,3,19
"388","Ichneumonidae.spec",12,8,19
"389","indet",3,1,19
"390","Megatoma.spec",13,10,19
"391","Melittobia.spec",24,11,19
"392","mites",5,6,19
"393","Monodontomerus.spec",1,3,19
"394","Omalus.aeneus",8,5,19
"395","Pseudomalus.auratus",6,6,19
"396","Sapyga.clavicornis",1,1,19
"397","Sapyga.quinquepunctata",1,1,19
"398","Sapygina.decemguttata",1,2,19
"399","Trichrysis.cyanea",8,11,19
"400","Anthrax.anthrax",1,1,20
"401","Cacoxenus.indagator",1,9,20
"402","Chrysis.fulgida",1,1,20
"403","Chrysis.ignita.agg.",13,14,20
"404","Coelioxys.mandibularis",2,2,20
"405","Encyrtidae.spec",1,1,20
"406","Gasteruption.assector",3,6,20
"407","Gasteruption.jaculator",1,1,20
"408","Gasteruption.spec",2,2,20
"409","Ichneumonidae.spec",12,12,20
"410","indet",3,2,20
"411","Megatoma.spec",13,7,20
"412","Melittobia.spec",24,13,20
"413","mites",5,3,20
"414","Monodontomerus.spec",1,6,20
"415","Omalus.aeneus",8,7,20
"416","Pseudomalus.auratus",6,8,20
"417","Sapyga.clavicornis",1,1,20
"418","Sapyga.quinquepunctata",1,1,20
"419","Sapygina.decemguttata",1,4,20
"420","Trichrysis.cyanea",8,10,20
"421","Anthrax.anthrax",1,1,21
"422","Cacoxenus.indagator",1,13,21
"423","Chrysis.fulgida",1,1,21
"424","Chrysis.ignita.agg.",13,14,21
"425","Coelioxys.mandibularis",2,5,21
"426","Encyrtidae.spec",1,1,21
"427","Gasteruption.assector",3,7,21
"428","Gasteruption.jaculator",1,1,21
"429","Gasteruption.spec",2,2,21
"430","Ichneumonidae.spec",12,6,21
"431","indet",3,3,21
"432","Megatoma.spec",13,2,21
"433","Melittobia.spec",24,11,21
"434","mites",5,6,21
"435","Monodontomerus.spec",1,4,21
"436","Omalus.aeneus",8,7,21
"437","Pseudomalus.auratus",6,5,21
"438","Sapyga.clavicornis",1,1,21
"439","Sapyga.quinquepunctata",1,1,21
"440","Sapygina.decemguttata",1,3,21
"441","Trichrysis.cyanea",8,10,21
"442","Anthrax.anthrax",1,1,22
"443","Cacoxenus.indagator",1,11,22
"444","Chrysis.fulgida",1,2,22
"445","Chrysis.ignita.agg.",13,11,22
"446","Coelioxys.mandibularis",2,8,22
"447","Encyrtidae.spec",1,1,22
"448","Gasteruption.assector",3,4,22
"449","Gasteruption.jaculator",1,1,22
"450","Gasteruption.spec",2,1,22
"451","Ichneumonidae.spec",12,2,22
"452","indet",3,1,22
"453","Megatoma.spec",13,7,22
"454","Melittobia.spec",24,15,22
"455","mites",5,5,22
"456","Monodontomerus.spec",1,3,22
"457","Omalus.aeneus",8,9,22
"458","Pseudomalus.auratus",6,4,22
"459","Sapyga.clavicornis",1,2,22
"460","Sapyga.quinquepunctata",1,1,22
"461","Sapygina.decemguttata",1,1,22
"462","Trichrysis.cyanea",8,12,22
"463","Anthrax.anthrax",1,1,23
"464","Cacoxenus.indagator",1,11,23
"465","Chrysis.fulgida",1,1,23
"466","Chrysis.ignita.agg.",13,11,23
"467","Coelioxys.mandibularis",2,6,23
"468","Encyrtidae.spec",1,1,23
"469","Gasteruption.assector",3,6,23
"470","Gasteruption.jaculator",1,1,23
"471","Gasteruption.spec",2,1,23
"472","Ichneumonidae.spec",12,8,23
"473","indet",3,3,23
"474","Megatoma.spec",13,6,23
"475","Melittobia.spec",24,13,23
"476","mites",5,7,23
"477","Monodontomerus.spec",1,7,23
"478","Omalus.aeneus",8,8,23
"479","Pseudomalus.auratus",6,5,23
"480","Sapyga.clavicornis",1,1,23
"481","Sapyga.quinquepunctata",1,1,23
"482","Sapygina.decemguttata",1,4,23
"483","Trichrysis.cyanea",8,9,23
"484","Anthrax.anthrax",1,1,24
"485","Cacoxenus.indagator",1,7,24
"486","Chrysis.fulgida",1,1,24
"487","Chrysis.ignita.agg.",13,7,24
"488","Coelioxys.mandibularis",2,5,24
"489","Encyrtidae.spec",1,2,24
"490","Gasteruption.assector",3,5,24
"491","Gasteruption.jaculator",1,1,24
"492","Gasteruption.spec",2,4,24
"493","Ichneumonidae.spec",12,12,24
"494","indet",3,3,24
"495","Megatoma.spec",13,4,24
"496","Melittobia.spec",24,12,24
"497","mites",5,4,24
"498","Monodontomerus.spec",1,4,24
"499","Omalus.aeneus",8,6,24
"500","Pseudomalus.auratus",6,3,24
"501","Sapyga.clavicornis",1,2,24
"502","Sapyga.quinquepunctata",1,1,24
"503","Sapygina.decemguttata",1,2,24
"504","Trichrysis.cyanea",8,13,24
"505","Anthrax.anthrax",1,0,25
"506","Cacoxenus.indagator",1,6,25
"507","Chrysis.fulgida",1,1,25
"508","Chrysis.ignita.agg.",13,13,25
"509","Coelioxys.mandibularis",2,5,25
"510","Encyrtidae.spec",1,1,25
"511","Gasteruption.assector",3,8,25
"512","Gasteruption.jaculator",1,1,25
"513","Gasteruption.spec",2,3,25
"514","Ichneumonidae.spec",12,10,25
"515","indet",3,4,25
"516","Megatoma.spec",13,12,25
"517","Melittobia.spec",24,12,25
"518","mites",5,6,25
"519","Monodontomerus.spec",1,2,25
"520","Omalus.aeneus",8,5,25
"521","Pseudomalus.auratus",6,4,25
"522","Sapyga.clavicornis",1,2,25
"523","Sapyga.quinquepunctata",1,2,25
"524","Sapygina.decemguttata",1,5,25
"525","Trichrysis.cyanea",8,10,25
"526","Anthrax.anthrax",1,1,26
"527","Cacoxenus.indagator",1,5,26
"528","Chrysis.fulgida",1,2,26
"529","Chrysis.ignita.agg.",13,8,26
"530","Coelioxys.mandibularis",2,6,26
"531","Encyrtidae.spec",1,2,26
"532","Gasteruption.assector",3,5,26
"533","Gasteruption.jaculator",1,1,26
"534","Gasteruption.spec",2,1,26
"535","Ichneumonidae.spec",12,7,26
"536","indet",3,2,26
"537","Megatoma.spec",13,8,26
"538","Melittobia.spec",24,19,26
"539","mites",5,2,26
"540","Monodontomerus.spec",1,3,26
"541","Omalus.aeneus",8,4,26
"542","Pseudomalus.auratus",6,6,26
"543","Sapyga.clavicornis",1,3,26
"544","Sapyga.quinquepunctata",1,1,26
"545","Sapygina.decemguttata",1,3,26
"546","Trichrysis.cyanea",8,16,26
"547","Anthrax.anthrax",1,1,27
"548","Cacoxenus.indagator",1,4,27
"549","Chrysis.fulgida",1,1,27
"550","Chrysis.ignita.agg.",13,14,27
"551","Coelioxys.mandibularis",2,3,27
"552","Encyrtidae.spec",1,2,27
"553","Gasteruption.assector",3,4,27
"554","Gasteruption.jaculator",1,1,27
"555","Gasteruption.spec",2,2,27
"556","Ichneumonidae.spec",12,8,27
"557","indet",3,2,27
"558","Megatoma.spec",13,6,27
"559","Melittobia.spec",24,14,27
"560","mites",5,4,27
"561","Monodontomerus.spec",1,3,27
"562","Omalus.aeneus",8,6,27
"563","Pseudomalus.auratus",6,9,27
"564","Sapyga.clavicornis",1,2,27
"565","Sapyga.quinquepunctata",1,1,27
"566","Sapygina.decemguttata",1,4,27
"567","Trichrysis.cyanea",8,10,27
"568","Anthrax.anthrax",1,1,28
"569","Cacoxenus.indagator",1,14,28
"570","Chrysis.fulgida",1,1,28
"571","Chrysis.ignita.agg.",13,14,28
"572","Coelioxys.mandibularis",2,4,28
"573","Encyrtidae.spec",1,2,28
"574","Gasteruption.assector",3,5,28
"575","Gasteruption.jaculator",1,1,28
"576","Gasteruption.spec",2,3,28
"577","Ichneumonidae.spec",12,8,28
"578","indet",3,5,28
"579","Megatoma.spec",13,8,28
"580","Melittobia.spec",24,10,28
"581","mites",5,3,28
"582","Monodontomerus.spec",1,5,28
"583","Omalus.aeneus",8,7,28
"584","Pseudomalus.auratus",6,8,28
"585","Sapyga.clavicornis",1,2,28
"586","Sapyga.quinquepunctata",1,1,28
"587","Sapygina.decemguttata",1,4,28
"588","Trichrysis.cyanea",8,14,28
"589","Anthrax.anthrax",1,1,29
"590","Cacoxenus.indagator",1,4,29
"591","Chrysis.fulgida",1,1,29
"592","Chrysis.ignita.agg.",13,11,29
"593","Coelioxys.mandibularis",2,5,29
"594","Encyrtidae.spec",1,3,29
"595","Gasteruption.assector",3,2,29
"596","Gasteruption.jaculator",1,2,29
"597","Gasteruption.spec",2,2,29
"598","Ichneumonidae.spec",12,11,29
"599","indet",3,2,29
"600","Megatoma.spec",13,8,29
"601","Melittobia.spec",24,9,29
"602","mites",5,2,29
"603","Monodontomerus.spec",1,4,29
"604","Omalus.aeneus",8,4,29
"605","Pseudomalus.auratus",6,6,29
"606","Sapyga.clavicornis",1,1,29
"607","Sapyga.quinquepunctata",1,2,29
"608","Sapygina.decemguttata",1,3,29
"609","Trichrysis.cyanea",8,14,29
"610","Anthrax.anthrax",1,1,30
"611","Cacoxenus.indagator",1,11,30
"612","Chrysis.fulgida",1,1,30
"613","Chrysis.ignita.agg.",13,13,30
"614","Coelioxys.mandibularis",2,4,30
"615","Encyrtidae.spec",1,1,30
"616","Gasteruption.assector",3,5,30
"617","Gasteruption.jaculator",1,1,30
"618","Gasteruption.spec",2,2,30
"619","Ichneumonidae.spec",12,6,30
"620","indet",3,1,30
"621","Megatoma.spec",13,10,30
"622","Melittobia.spec",24,14,30
"623","mites",5,3,30
"624","Monodontomerus.spec",1,4,30
"625","Omalus.aeneus",8,4,30
"626","Pseudomalus.auratus",6,6,30
"627","Sapyga.clavicornis",1,5,30
"628","Sapyga.quinquepunctata",1,1,30
"629","Sapygina.decemguttata",1,5,30
"630","Trichrysis.cyanea",8,13,30
"631","Anthrax.anthrax",1,1,31
"632","Cacoxenus.indagator",1,12,31
"633","Chrysis.fulgida",1,1,31
"634","Chrysis.ignita.agg.",13,10,31
"635","Coelioxys.mandibularis",2,6,31
"636","Encyrtidae.spec",1,1,31
"637","Gasteruption.assector",3,5,31
"638","Gasteruption.jaculator",1,1,31
"639","Gasteruption.spec",2,1,31
"640","Ichneumonidae.spec",12,9,31
"641","indet",3,2,31
"642","Megatoma.spec",13,6,31
"643","Melittobia.spec",24,12,31
"644","mites",5,5,31
"645","Monodontomerus.spec",1,4,31
"646","Omalus.aeneus",8,5,31
"647","Pseudomalus.auratus",6,4,31
"648","Sapyga.clavicornis",1,1,31
"649","Sapyga.quinquepunctata",1,1,31
"650","Sapygina.decemguttata",1,1,31
"651","Trichrysis.cyanea",8,9,31
"652","Anthrax.anthrax",1,1,32
"653","Cacoxenus.indagator",1,8,32
"654","Chrysis.fulgida",1,2,32
"655","Chrysis.ignita.agg.",13,13,32
"656","Coelioxys.mandibularis",2,2,32
"657","Encyrtidae.spec",1,3,32
"658","Gasteruption.assector",3,5,32
"659","Gasteruption.jaculator",1,1,32
"660","Gasteruption.spec",2,2,32
"661","Ichneumonidae.spec",12,7,32
"662","indet",3,3,32
"663","Megatoma.spec",13,7,32
"664","Melittobia.spec",24,13,32
"665","mites",5,3,32
"666","Monodontomerus.spec",1,3,32
"667","Omalus.aeneus",8,6,32
"668","Pseudomalus.auratus",6,2,32
"669","Sapyga.clavicornis",1,2,32
"670","Sapyga.quinquepunctata",1,0,32
"671","Sapygina.decemguttata",1,3,32
"672","Trichrysis.cyanea",8,8,32
"673","Anthrax.anthrax",1,1,33
"674","Cacoxenus.indagator",1,3,33
"675","Chrysis.fulgida",1,1,33
"676","Chrysis.ignita.agg.",13,10,33
"677","Coelioxys.mandibularis",2,5,33
"678","Encyrtidae.spec",1,1,33
"679","Gasteruption.assector",3,5,33
"680","Gasteruption.jaculator",1,1,33
"681","Gasteruption.spec",2,1,33
"682","Ichneumonidae.spec",12,12,33
"683","indet",3,3,33
"684","Megatoma.spec",13,6,33
"685","Melittobia.spec",24,9,33
"686","mites",5,7,33
"687","Monodontomerus.spec",1,4,33
"688","Omalus.aeneus",8,9,33
"689","Pseudomalus.auratus",6,7,33
"690","Sapyga.clavicornis",1,1,33
"691","Sapyga.quinquepunctata",1,1,33
"692","Sapygina.decemguttata",1,5,33
"693","Trichrysis.cyanea",8,7,33
"694","Anthrax.anthrax",1,1,34
"695","Cacoxenus.indagator",1,10,34
"696","Chrysis.fulgida",1,1,34
"697","Chrysis.ignita.agg.",13,11,34
"698","Coelioxys.mandibularis",2,3,34
"699","Encyrtidae.spec",1,1,34
"700","Gasteruption.assector",3,7,34
"701","Gasteruption.jaculator",1,1,34
"702","Gasteruption.spec",2,1,34
"703","Ichneumonidae.spec",12,8,34
"704","indet",3,2,34
"705","Megatoma.spec",13,5,34
"706","Melittobia.spec",24,15,34
"707","mites",5,6,34
"708","Monodontomerus.spec",1,6,34
"709","Omalus.aeneus",8,10,34
"710","Pseudomalus.auratus",6,8,34
"711","Sapyga.clavicornis",1,2,34
"712","Sapyga.quinquepunctata",1,1,34
