"","species","interactions","outdegree","rep"
"415","Plant-Ech",42,28,9
"416","Plant-Ecy",27,7,9
"417","Plant-Ese",2,8,9
"418","Plant-Evu",3,4,9
"419","Plant-Fve",2,6,9
"420","Plant-Gal",2,8,9
"421","Plant-Ger",14,18,9
"422","Plant-Gtr",6,3,9
"423","Plant-Hgu",1,4,9
"424","Plant-Hie",4,3,9
"425","Plant-Lat",2,4,9
"426","Plant-Lco",13,13,9
"427","Plant-Lin",1,6,9
"428","Plant-Lina",3,7,9
"429","Plant-Lob",2,7,9
"430","Plant-Lst",64,45,9
"431","Plant-Lta",10,9,9
"432","Plant-Lvu",13,4,9
"433","Plant-Pbi",9,19,9
"434","Plant-Pgr",3,1,9
"435","Plant-Rbu",21,20,9
"436","Plant-Sen",4,8,9
"437","Plant-Sho",9,11,9
"438","Plant-Sin",3,17,9
"439","Plant-Soc",21,25,9
"440","Plant-Son",16,15,9
"441","Plant-Svu",2,7,9
"442","Plant-Tar",2,6,9
"443","Plant-Tof",14,16,9
"444","Plant-Tpr",1,5,9
"445","Plant-TvuF",53,37,9
"446","Plant-TvuHF",54,39,9
"447","Plant-Upa",3,13,9
"448","Plant-Vcr",10,3,9
"449","Plant-Vic",1,5,9
"450","Plant-Vpu",8,6,9
"451","Plant-Ain",2,4,10
"452","Plant-Ama",4,3,10
"453","Plant-Ata",1,2,10
"454","Plant-Aza",8,11,10
"455","Plant-Bra",11,11,10
"456","Plant-Cal",47,31,10
"457","Plant-Cem",2,4,10
"458","Plant-Cer",4,4,10
"459","Plant-Cmo",17,10,10
"460","Plant-Cmon",1,2,10
"461","Plant-Csa",111,81,10
"462","Plant-Csc",46,43,10
"463","Plant-Dpe",2,4,10
"464","Plant-Eam",6,4,10
"465","Plant-Ech",42,40,10
"466","Plant-Ecy",27,16,10
"467","Plant-Ese",2,6,10
"468","Plant-Evu",3,3,10
"469","Plant-Fve",2,3,10
"470","Plant-Gal",2,5,10
"471","Plant-Ger",14,22,10
"472","Plant-Gtr",6,5,10
"473","Plant-Hgu",1,4,10
"474","Plant-Hie",4,0,10
"475","Plant-Lat",2,5,10
"476","Plant-Lco",13,10,10
"477","Plant-Lin",1,5,10
"478","Plant-Lina",3,8,10
"479","Plant-Lob",2,3,10
"480","Plant-Lst",64,47,10
"481","Plant-Lta",10,6,10
"482","Plant-Lvu",13,6,10
"483","Plant-Pbi",9,20,10
"484","Plant-Pgr",3,3,10
"485","Plant-Rbu",21,30,10
"486","Plant-Sen",4,7,10
"487","Plant-Sho",9,11,10
"488","Plant-Sin",3,10,10
"489","Plant-Soc",21,27,10
"490","Plant-Son",16,15,10
"491","Plant-Svu",2,7,10
"492","Plant-Tar",2,7,10
"493","Plant-Tof",14,15,10
"494","Plant-Tpr",1,7,10
"495","Plant-TvuF",53,50,10
"496","Plant-TvuHF",54,48,10
"497","Plant-Upa",3,7,10
"498","Plant-Vcr",10,4,10
"499","Plant-Vic",1,4,10
"500","Plant-Vpu",8,8,10
"501","Plant-Ain",2,1,11
"502","Plant-Ama",4,10,11
"503","Plant-Ata",1,3,11
"504","Plant-Aza",8,15,11
"505","Plant-Bra",11,6,11
"506","Plant-Cal",47,31,11
"507","Plant-Cem",2,8,11
"508","Plant-Cer",4,3,11
"509","Plant-Cmo",17,10,11
"510","Plant-Cmon",1,7,11
"511","Plant-Csa",111,93,11
"512","Plant-Csc",46,38,11
"513","Plant-Dpe",2,4,11
"514","Plant-Eam",6,2,11
"515","Plant-Ech",42,37,11
"516","Plant-Ecy",27,17,11
"517","Plant-Ese",2,6,11
"518","Plant-Evu",3,8,11
"519","Plant-Fve",2,5,11
"520","Plant-Gal",2,0,11
"521","Plant-Ger",14,21,11
"522","Plant-Gtr",6,6,11
"523","Plant-Hgu",1,1,11
"524","Plant-Hie",4,1,11
"525","Plant-Lat",2,4,11
"526","Plant-Lco",13,14,11
"527","Plant-Lin",1,8,11
"528","Plant-Lina",3,7,11
"529","Plant-Lob",2,4,11
"530","Plant-Lst",64,47,11
"531","Plant-Lta",10,6,11
"532","Plant-Lvu",13,10,11
"533","Plant-Pbi",9,20,11
"534","Plant-Pgr",3,1,11
"535","Plant-Rbu",21,27,11
"536","Plant-Sen",4,3,11
"537","Plant-Sho",9,7,11
"538","Plant-Sin",3,15,11
"539","Plant-Soc",21,23,11
"540","Plant-Son",16,6,11
"541","Plant-Svu",2,11,11
"542","Plant-Tar",2,4,11
"543","Plant-Tof",14,12,11
"544","Plant-Tpr",1,11,11
"545","Plant-TvuF",53,36,11
"546","Plant-TvuHF",54,31,11
"547","Plant-Upa",3,8,11
"548","Plant-Vcr",10,5,11
"549","Plant-Vic",1,5,11
"550","Plant-Vpu",8,9,11
"551","Plant-Ain",2,5,12
"552","Plant-Ama",4,8,12
"553","Plant-Ata",1,2,12
"554","Plant-Aza",8,8,12
"555","Plant-Bra",11,5,12
"556","Plant-Cal",47,25,12
"557","Plant-Cem",2,5,12
"558","Plant-Cer",4,3,12
"559","Plant-Cmo",17,7,12
"560","Plant-Cmon",1,4,12
"561","Plant-Csa",111,100,12
"562","Plant-Csc",46,37,12
"563","Plant-Dpe",2,6,12
"564","Plant-Eam",6,3,12
"565","Plant-Ech",42,33,12
"566","Plant-Ecy",27,11,12
"567","Plant-Ese",2,6,12
"568","Plant-Evu",3,4,12
"569","Plant-Fve",2,3,12
"570","Plant-Gal",2,4,12
"571","Plant-Ger",14,19,12
"572","Plant-Gtr",6,13,12
"573","Plant-Hgu",1,1,12
"574","Plant-Hie",4,3,12
"575","Plant-Lat",2,4,12
"576","Plant-Lco",13,18,12
"577","Plant-Lin",1,8,12
"578","Plant-Lina",3,5,12
"579","Plant-Lob",2,6,12
"580","Plant-Lst",64,44,12
"581","Plant-Lta",10,4,12
"582","Plant-Lvu",13,8,12
"583","Plant-Pbi",9,22,12
"584","Plant-Pgr",3,4,12
"585","Plant-Rbu",21,27,12
"586","Plant-Sen",4,5,12
"587","Plant-Sho",9,5,12
"588","Plant-Sin",3,13,12
"589","Plant-Soc",21,14,12
"590","Plant-Son",16,12,12
"591","Plant-Svu",2,14,12
"592","Plant-Tar",2,4,12
"593","Plant-Tof",14,15,12
"594","Plant-Tpr",1,9,12
"595","Plant-TvuF",53,36,12
"596","Plant-TvuHF",54,40,12
"597","Plant-Upa",3,7,12
"598","Plant-Vcr",10,5,12
"599","Plant-Vic",1,1,12
"600","Plant-Vpu",8,12,12
"601","Plant-Ain",2,4,13
"602","Plant-Ama",4,3,13
"603","Plant-Ata",1,2,13
"604","Plant-Aza",8,17,13
"605","Plant-Bra",11,5,13
"606","Plant-Cal",47,32,13
"607","Plant-Cem",2,5,13
"608","Plant-Cer",4,4,13
"609","Plant-Cmo",17,11,13
"610","Plant-Cmon",1,4,13
"611","Plant-Csa",111,85,13
"612","Plant-Csc",46,37,13
"613","Plant-Dpe",2,4,13
"614","Plant-Eam",6,3,13
"615","Plant-Ech",42,32,13
"616","Plant-Ecy",27,12,13
"617","Plant-Ese",2,6,13
"618","Plant-Evu",3,7,13
"619","Plant-Fve",2,6,13
"620","Plant-Gal",2,0,13
"621","Plant-Ger",14,23,13
"622","Plant-Gtr",6,7,13
"623","Plant-Hgu",1,3,13
"624","Plant-Hie",4,3,13
"625","Plant-Lat",2,3,13
"626","Plant-Lco",13,15,13
"627","Plant-Lin",1,7,13
"628","Plant-Lina",3,3,13
"629","Plant-Lob",2,2,13
"630","Plant-Lst",64,45,13
"631","Plant-Lta",10,5,13
"632","Plant-Lvu",13,9,13
"633","Plant-Pbi",9,18,13
"634","Plant-Pgr",3,1,13
"635","Plant-Rbu",21,19,13
"636","Plant-Sen",4,2,13
"637","Plant-Sho",9,8,13
"638","Plant-Sin",3,17,13
"639","Plant-Soc",21,13,13
"640","Plant-Son",16,9,13
"641","Plant-Svu",2,12,13
"642","Plant-Tar",2,5,13
"643","Plant-Tof",14,9,13
"644","Plant-Tpr",1,9,13
"645","Plant-TvuF",53,46,13
"646","Plant-TvuHF",54,45,13
"647","Plant-Upa",3,7,13
"648","Plant-Vcr",10,6,13
"649","Plant-Vic",1,4,13
"650","Plant-Vpu",8,5,13
"651","Plant-Ain",2,6,14
"652","Plant-Ama",4,3,14
"653","Plant-Ata",1,2,14
"654","Plant-Aza",8,10,14
"655","Plant-Bra",11,6,14
"656","Plant-Cal",47,36,14
"657","Plant-Cem",2,3,14
"658","Plant-Cer",4,4,14
"659","Plant-Cmo",17,13,14
"660","Plant-Cmon",1,5,14
"661","Plant-Csa",111,87,14
"662","Plant-Csc",46,41,14
"663","Plant-Dpe",2,5,14
"664","Plant-Eam",6,3,14
"665","Plant-Ech",42,32,14
"666","Plant-Ecy",27,11,14
"667","Plant-Ese",2,3,14
"668","Plant-Evu",3,3,14
"669","Plant-Fve",2,4,14
"670","Plant-Gal",2,2,14
"671","Plant-Ger",14,20,14
"672","Plant-Gtr",6,9,14
"673","Plant-Hgu",1,4,14
"674","Plant-Hie",4,2,14
"675","Plant-Lat",2,4,14
"676","Plant-Lco",13,19,14
"677","Plant-Lin",1,6,14
"678","Plant-Lina",3,7,14
"679","Plant-Lob",2,4,14
"680","Plant-Lst",64,57,14
"681","Plant-Lta",10,3,14
"682","Plant-Lvu",13,8,14
"683","Plant-Pbi",9,21,14
"684","Plant-Pgr",3,6,14
"685","Plant-Rbu",21,21,14
"686","Plant-Sen",4,2,14
"687","Plant-Sho",9,8,14
"688","Plant-Sin",3,15,14
"689","Plant-Soc",21,23,14
"690","Plant-Son",16,14,14
"691","Plant-Svu",2,6,14
"692","Plant-Tar",2,0,14
"693","Plant-Tof",14,17,14
"694","Plant-Tpr",1,7,14
"695","Plant-TvuF",53,41,14
"696","Plant-TvuHF",54,37,14
"697","Plant-Upa",3,8,14
"698","Plant-Vcr",10,4,14
"699","Plant-Vic",1,0,14
"700","Plant-Vpu",8,4,14
"701","Plant-Ain",2,7,15
"702","Plant-Ama",4,10,15
"703","Plant-Ata",1,5,15
"704","Plant-Aza",8,13,15
"705","Plant-Bra",11,9,15
"706","Plant-Cal",47,36,15
"707","Plant-Cem",2,1,15
"708","Plant-Cer",4,3,15
"709","Plant-Cmo",17,7,15
"710","Plant-Cmon",1,8,15
"711","Plant-Csa",111,94,15
"712","Plant-Csc",46,41,15
"713","Plant-Dpe",2,5,15
"714","Plant-Eam",6,7,15
"715","Plant-Ech",42,29,15
"716","Plant-Ecy",27,11,15
"717","Plant-Ese",2,9,15
"718","Plant-Evu",3,6,15
"719","Plant-Fve",2,3,15
"720","Plant-Gal",2,4,15
"721","Plant-Ger",14,19,15
"722","Plant-Gtr",6,4,15
"723","Plant-Hgu",1,3,15
"724","Plant-Hie",4,5,15
"725","Plant-Lat",2,2,15
"726","Plant-Lco",13,15,15
"727","Plant-Lin",1,8,15
"728","Plant-Lina",3,2,15
"729","Plant-Lob",2,3,15
"730","Plant-Lst",64,48,15
"731","Plant-Lta",10,3,15
"732","Plant-Lvu",13,8,15
"733","Plant-Pbi",9,13,15
"734","Plant-Pgr",3,4,15
"735","Plant-Rbu",21,24,15
"736","Plant-Sen",4,4,15
"737","Plant-Sho",9,4,15
"738","Plant-Sin",3,13,15
"739","Plant-Soc",21,21,15
"740","Plant-Son",16,11,15
"741","Plant-Svu",2,12,15
"742","Plant-Tar",2,4,15
"743","Plant-Tof",14,18,15
"744","Plant-Tpr",1,10,15
"745","Plant-TvuF",53,49,15
"746","Plant-TvuHF",54,46,15
"747","Plant-Upa",3,8,15
"748","Plant-Vcr",10,2,15
"749","Plant-Vic",1,3,15
"750","Plant-Vpu",8,11,15
"751","Plant-Ain",2,3,16
"752","Plant-Ama",4,5,16
"753","Plant-Ata",1,6,16
"754","Plant-Aza",8,11,16
"755","Plant-Bra",11,10,16
"756","Plant-Cal",47,33,16
"757","Plant-Cem",2,5,16
"758","Plant-Cer",4,4,16
"759","Plant-Cmo",17,11,16
"760","Plant-Cmon",1,3,16
"761","Plant-Csa",111,86,16
"762","Plant-Csc",46,39,16
"763","Plant-Dpe",2,5,16
"764","Plant-Eam",6,2,16
"765","Plant-Ech",42,41,16
"766","Plant-Ecy",27,9,16
"767","Plant-Ese",2,5,16
"768","Plant-Evu",3,6,16
"769","Plant-Fve",2,7,16
"770","Plant-Gal",2,6,16
"771","Plant-Ger",14,17,16
"772","Plant-Gtr",6,10,16
"773","Plant-Hgu",1,2,16
"774","Plant-Hie",4,3,16
"775","Plant-Lat",2,2,16
"776","Plant-Lco",13,16,16
"777","Plant-Lin",1,7,16
"778","Plant-Lina",3,3,16
"779","Plant-Lob",2,5,16
"780","Plant-Lst",64,49,16
"781","Plant-Lta",10,5,16
"782","Plant-Lvu",13,3,16
"783","Plant-Pbi",9,18,16
"784","Plant-Pgr",3,2,16
"785","Plant-Rbu",21,24,16
"786","Plant-Sen",4,5,16
"787","Plant-Sho",9,9,16
"788","Plant-Sin",3,15,16
"789","Plant-Soc",21,25,16
"790","Plant-Son",16,11,16
"791","Plant-Svu",2,10,16
"792","Plant-Tar",2,6,16
"793","Plant-Tof",14,9,16
"794","Plant-Tpr",1,8,16
"795","Plant-TvuF",53,44,16
"796","Plant-TvuHF",54,41,16
"797","Plant-Upa",3,7,16
"798","Plant-Vcr",10,11,16
"799","Plant-Vic",1,4,16
"800","Plant-Vpu",8,5,16
"801","Plant-Ain",2,4,17
"802","Plant-Ama",4,9,17
"803","Plant-Ata",1,3,17
"804","Plant-Aza",8,10,17
"805","Plant-Bra",11,8,17
"806","Plant-Cal",47,30,17
"807","Plant-Cem",2,3,17
