"","species","interactions","indegree","rep"
"153","Pol-Oed1",2,1,1
"154","Pol-Ofl",9,3,1
"155","Pol-Ofu",6,4,1
"156","Pol-Ole",4,2,1
"157","Pol-Oph",2,1,1
"158","Pol-Ort1",5,7,1
"159","Pol-Ort2",7,7,1
"160","Pol-Ort3",1,2,1
"161","Pol-Ort4",1,1,1
"162","Pol-Oru",2,4,1
"163","Pol-Osm",1,4,1
"164","Pol-Osm1",2,2,1
"165","Pol-Osm2",1,1,1
"166","Pol-Osm3",6,7,1
"167","Pol-Osm5",2,4,1
"168","Pol-Osm6",1,3,1
"169","Pol-Osm7",2,1,1
"170","Pol-Otr",1,2,1
"171","Pol-Pae",1,2,1
"172","Pol-Pan1",1,1,1
"173","Pol-Par",9,8,1
"174","Pol-Pdo",1,1,1
"175","Pol-Pen2",2,1,1
"176","Pol-Ppa",2,5,1
"177","Pol-Ppy",8,10,1
"178","Pol-Pra",2,2,1
"179","Pol-Pse",5,1,1
"180","Pol-Red",3,1,1
"181","Pol-Sca",17,12,1
"182","Pol-Spe",2,1,1
"183","Pol-Ssc",5,8,1
"184","Pol-Sse",1,4,1
"185","Pol-Syr4",2,1,1
"186","Pol-Syr5",1,1,1
"187","Pol-Syr6",1,1,1
"188","Pol-Tep",1,1,1
"189","Pol-Tro",3,1,1
"190","Pol-Tsq",1,2,1
"191","Pol-Vge",1,3,1
"192","Pol-Xan",3,2,1
"193","Pol-Xvi",1,1,1
"194","Pol-Zyg",2,1,1
"195","Pol-Aan",5,3,2
"196","Pol-Aca",2,1,2
"197","Pol-Ade",11,8,2
"198","Pol-Adeg",2,2,2
"199","Pol-Adi",3,3,2
"200","Pol-Afu",7,6,2
"201","Pol-Aful",2,5,2
"202","Pol-Ahu",3,4,2
"203","Pol-Ame",13,10,2
"204","Pol-And",3,5,2
"205","Pol-And1",1,3,2
"206","Pol-And10",2,1,2
"207","Pol-And11",1,1,2
"208","Pol-And12",2,1,2
"209","Pol-And2",9,4,2
"210","Pol-And3",5,3,2
"211","Pol-And5",8,10,2
"212","Pol-And6",1,1,2
"213","Pol-And7",1,1,2
"214","Pol-And8",1,3,2
"215","Pol-And9",1,3,2
"216","Pol-Ani",11,7,2
"217","Pol-Ant",7,4,2
"218","Pol-Ant1",1,1,2
"219","Pol-Ant2",8,9,2
"220","Pol-Ant3",4,5,2
"221","Pol-Ant4",3,4,2
"222","Pol-Ant5",1,2,2
"223","Pol-Anthi1",1,1,2
"224","Pol-Anthr",4,11,2
"225","Pol-Apl",9,7,2
"226","Pol-Ase",2,3,2
"227","Pol-Att",5,2,2
"228","Pol-Bib1",1,1,2
"229","Pol-Bla",1,2,2
"230","Pol-Bme",1,1,2
"231","Pol-Bom1",15,6,2
"232","Pol-Bom2",1,1,2
"233","Pol-Bom3",10,5,2
"234","Pol-Bom4",10,5,2
"235","Pol-Bpa",8,8,2
"236","Pol-Bru1",4,3,2
"237","Pol-Bru2",3,1,2
"238","Pol-Bru3",1,5,2
"239","Pol-Bte",13,6,2
"240","Pol-Cae",1,2,2
"241","Pol-Cal",1,3,2
"242","Pol-Call",5,7,2
"243","Pol-Ccr",6,4,2
"244","Pol-Ccro",1,2,2
"245","Pol-Ccu",6,4,2
"246","Pol-Ccy",5,3,2
"247","Pol-Cer1",1,3,2
"248","Pol-Chal",4,4,2
"249","Pol-Che1",6,5,2
"250","Pol-Che2",2,3,2
"251","Pol-Che3",1,6,2
"252","Pol-Chr",5,7,2
"253","Pol-Chry1",2,4,2
"254","Pol-Cla",6,6,2
"255","Pol-Clan",2,2,2
"256","Pol-Col3",1,1,2
"257","Pol-Col4",1,1,2
"258","Pol-Col5",1,1,2
"259","Pol-Coll",1,1,2
"260","Pol-Con",1,2,2
"261","Pol-Cpi",5,4,2
"262","Pol-Cru",3,4,2
"263","Pol-Csc",2,2,2
"264","Pol-Cur1",2,2,2
"265","Pol-Cur2",2,3,2
"266","Pol-Cur3",1,2,2
"267","Pol-Dan",3,7,2
"268","Pol-Das",7,5,2
"269","Pol-Dba",4,5,2
"270","Pol-Dip1",7,4,2
"271","Pol-Dip11",2,1,2
"272","Pol-Dip12",1,2,2
"273","Pol-Dip2",7,4,2
"274","Pol-Dip22",4,4,2
"275","Pol-Dip23",2,5,2
"276","Pol-Dip24",1,1,2
"277","Pol-Dip3",3,7,2
"278","Pol-Dip4",4,2,2
"279","Pol-Dip5",1,2,2
"280","Pol-Dip6",1,1,2
"281","Pol-Eba",19,9,2
"282","Pol-Eer",5,8,2
"283","Pol-Eri1",4,6,2
"284","Pol-Ete",10,8,2
"285","Pol-Euc1",4,7,2
"286","Pol-Eup",13,8,2
"287","Pol-Fge",9,6,2
"288","Pol-Gcl",2,2,2
"289","Pol-Gme",1,1,2
"290","Pol-Grh",1,2,2
"291","Pol-Gym1",2,5,2
"292","Pol-Gym2",1,2,2
"293","Pol-Gym3",1,2,2
"294","Pol-Had",1,3,2
"295","Pol-Hal1",3,5,2
"296","Pol-Het1",1,2,2
"297","Pol-Het2",2,1,2
"298","Pol-Het3",1,1,2
"299","Pol-Het4",1,1,2
"300","Pol-Het5",1,1,2
"301","Pol-Hop1",1,2,2
"302","Pol-Hop2",1,2,2
"303","Pol-Hsc",4,8,2
"304","Pol-Hsu",2,1,2
"305","Pol-Hyl1",2,2,2
"306","Pol-Ich1",1,3,2
"307","Pol-Ich2",1,2,2
"308","Pol-Ich3",1,1,2
"309","Pol-Ifa",1,2,2
"310","Pol-Ipo",3,3,2
"311","Pol-Lae",3,7,2
"312","Pol-Lci",2,4,2
"313","Pol-Lep1",2,1,2
"314","Pol-Lep2",2,6,2
"315","Pol-Lgr",13,9,2
"316","Pol-Lgran",2,2,2
"317","Pol-Lme",1,1,2
"318","Pol-Lmi",18,10,2
"319","Pol-Lpe",14,9,2
"320","Pol-Lph",2,2,2
"321","Pol-Lsi",1,1,2
"322","Pol-Luc",2,8,2
"323","Pol-Mal1",3,3,2
"324","Pol-Mci",2,1,2
"325","Pol-Mec",1,1,2
"326","Pol-Meg",2,7,2
"327","Pol-Meg1",1,2,2
"328","Pol-Meg2",1,3,2
"329","Pol-Meg3",1,5,2
"330","Pol-Mel",27,5,2
"331","Pol-Melec1",1,7,2
"332","Pol-Melig",7,10,2
"333","Pol-Mer1",1,4,2
"334","Pol-Mer2",4,12,2
"335","Pol-Mir",5,6,2
"336","Pol-Mor1",3,4,2
"337","Pol-Mst",5,4,2
"338","Pol-Nit1",3,1,2
"339","Pol-Nom",1,2,2
"340","Pol-Nom1",4,6,2
"341","Pol-Nom2",4,6,2
"342","Pol-Nom3",1,1,2
"343","Pol-Nom4",2,1,2
"344","Pol-Nom5",3,3,2
"345","Pol-Nom6",1,1,2
"346","Pol-Oca",5,10,2
"347","Pol-Oed1",2,1,2
"348","Pol-Ofl",9,4,2
"349","Pol-Ofu",6,3,2
"350","Pol-Ole",4,4,2
"351","Pol-Oph",2,3,2
"352","Pol-Ort1",5,7,2
"353","Pol-Ort2",7,8,2
"354","Pol-Ort3",1,2,2
"355","Pol-Ort4",1,1,2
"356","Pol-Oru",2,7,2
"357","Pol-Osm",1,2,2
"358","Pol-Osm1",2,1,2
"359","Pol-Osm2",1,1,2
"360","Pol-Osm3",6,6,2
"361","Pol-Osm5",2,2,2
"362","Pol-Osm6",1,2,2
"363","Pol-Osm7",2,1,2
"364","Pol-Otr",1,4,2
"365","Pol-Pae",1,1,2
"366","Pol-Pan1",1,2,2
"367","Pol-Par",9,6,2
"368","Pol-Pdo",1,4,2
"369","Pol-Pen2",2,3,2
"370","Pol-Ppa",2,3,2
"371","Pol-Ppy",8,8,2
"372","Pol-Pra",2,3,2
"373","Pol-Pse",5,1,2
"374","Pol-Red",3,4,2
"375","Pol-Sca",17,6,2
"376","Pol-Spe",2,1,2
"377","Pol-Ssc",5,9,2
"378","Pol-Sse",1,1,2
"379","Pol-Syr4",2,2,2
"380","Pol-Syr5",1,1,2
"381","Pol-Syr6",1,2,2
"382","Pol-Tep",1,3,2
"383","Pol-Tro",3,1,2
"384","Pol-Tsq",1,3,2
"385","Pol-Vge",1,1,2
"386","Pol-Xan",3,1,2
"387","Pol-Xvi",1,1,2
"388","Pol-Zyg",2,1,2
"389","Pol-Aan",5,1,3
"390","Pol-Aca",2,1,3
"391","Pol-Ade",11,8,3
"392","Pol-Adeg",2,5,3
"393","Pol-Adi",3,3,3
"394","Pol-Afu",7,6,3
"395","Pol-Aful",2,8,3
"396","Pol-Ahu",3,2,3
"397","Pol-Ame",13,8,3
"398","Pol-And",3,5,3
"399","Pol-And1",1,1,3
"400","Pol-And10",2,4,3
"401","Pol-And11",1,2,3
"402","Pol-And12",2,1,3
"403","Pol-And2",9,7,3
"404","Pol-And3",5,6,3
"405","Pol-And5",8,4,3
"406","Pol-And6",1,2,3
"407","Pol-And7",1,4,3
"408","Pol-And8",1,4,3
"409","Pol-And9",1,3,3
"410","Pol-Ani",11,8,3
"411","Pol-Ant",7,6,3
"412","Pol-Ant1",1,2,3
"413","Pol-Ant2",8,5,3
"414","Pol-Ant3",4,7,3
"415","Pol-Ant4",3,5,3
"416","Pol-Ant5",1,2,3
"417","Pol-Anthi1",1,1,3
"418","Pol-Anthr",4,6,3
"419","Pol-Apl",9,7,3
"420","Pol-Ase",2,6,3
"421","Pol-Att",5,4,3
"422","Pol-Bib1",1,1,3
"423","Pol-Bla",1,1,3
"424","Pol-Bme",1,3,3
"425","Pol-Bom1",15,7,3
"426","Pol-Bom2",1,2,3
"427","Pol-Bom3",10,5,3
"428","Pol-Bom4",10,3,3
"429","Pol-Bpa",8,3,3
"430","Pol-Bru1",4,3,3
"431","Pol-Bru2",3,6,3
"432","Pol-Bru3",1,3,3
"433","Pol-Bte",13,6,3
"434","Pol-Cae",1,1,3
"435","Pol-Cal",1,1,3
"436","Pol-Call",5,7,3
"437","Pol-Ccr",6,4,3
"438","Pol-Ccro",1,5,3
"439","Pol-Ccu",6,7,3
"440","Pol-Ccy",5,3,3
"441","Pol-Cer1",1,2,3
"442","Pol-Chal",4,6,3
"443","Pol-Che1",6,7,3
"444","Pol-Che2",2,2,3
"445","Pol-Che3",1,1,3
"446","Pol-Chr",5,3,3
"447","Pol-Chry1",2,3,3
"448","Pol-Cla",6,4,3
"449","Pol-Clan",2,3,3
"450","Pol-Col3",1,1,3
"451","Pol-Col4",1,1,3
"452","Pol-Col5",1,2,3
"453","Pol-Coll",1,1,3
"454","Pol-Con",1,2,3
"455","Pol-Cpi",5,2,3
"456","Pol-Cru",3,1,3
"457","Pol-Csc",2,6,3
"458","Pol-Cur1",2,2,3
"459","Pol-Cur2",2,3,3
"460","Pol-Cur3",1,2,3
"461","Pol-Dan",3,3,3
"462","Pol-Das",7,3,3
"463","Pol-Dba",4,3,3
"464","Pol-Dip1",7,7,3
"465","Pol-Dip11",2,1,3
"466","Pol-Dip12",1,1,3
"467","Pol-Dip2",7,5,3
"468","Pol-Dip22",4,3,3
"469","Pol-Dip23",2,1,3
"470","Pol-Dip24",1,2,3
"471","Pol-Dip3",3,8,3
"472","Pol-Dip4",4,5,3
"473","Pol-Dip5",1,3,3
"474","Pol-Dip6",1,1,3
"475","Pol-Eba",19,9,3
"476","Pol-Eer",5,6,3
"477","Pol-Eri1",4,1,3
"478","Pol-Ete",10,10,3
"479","Pol-Euc1",4,3,3
"480","Pol-Eup",13,8,3
"481","Pol-Fge",9,9,3
"482","Pol-Gcl",2,1,3
"483","Pol-Gme",1,2,3
"484","Pol-Grh",1,1,3
"485","Pol-Gym1",2,3,3
"486","Pol-Gym2",1,1,3
"487","Pol-Gym3",1,1,3
"488","Pol-Had",1,2,3
"489","Pol-Hal1",3,1,3
"490","Pol-Het1",1,2,3
"491","Pol-Het2",2,3,3
"492","Pol-Het3",1,2,3
"493","Pol-Het4",1,3,3
"494","Pol-Het5",1,2,3
"495","Pol-Hop1",1,4,3
"496","Pol-Hop2",1,1,3
"497","Pol-Hsc",4,7,3
"498","Pol-Hsu",2,1,3
"499","Pol-Hyl1",2,3,3
"500","Pol-Ich1",1,4,3
"501","Pol-Ich2",1,1,3
"502","Pol-Ich3",1,2,3
"503","Pol-Ifa",1,3,3
"504","Pol-Ipo",3,4,3
"505","Pol-Lae",3,9,3
"506","Pol-Lci",2,3,3
"507","Pol-Lep1",2,2,3
"508","Pol-Lep2",2,2,3
"509","Pol-Lgr",13,9,3
"510","Pol-Lgran",2,1,3
"511","Pol-Lme",1,1,3
"512","Pol-Lmi",18,11,3
"513","Pol-Lpe",14,4,3
"514","Pol-Lph",2,2,3
"515","Pol-Lsi",1,1,3
"516","Pol-Luc",2,6,3
"517","Pol-Mal1",3,5,3
"518","Pol-Mci",2,1,3
"519","Pol-Mec",1,2,3
"520","Pol-Meg",2,2,3
"521","Pol-Meg1",1,1,3
"522","Pol-Meg2",1,1,3
"523","Pol-Meg3",1,3,3
"524","Pol-Mel",27,9,3
"525","Pol-Melec1",1,4,3
"526","Pol-Melig",7,8,3
"527","Pol-Mer1",1,3,3
"528","Pol-Mer2",4,3,3
"529","Pol-Mir",5,3,3
"530","Pol-Mor1",3,7,3
"531","Pol-Mst",5,3,3
"532","Pol-Nit1",3,2,3
"533","Pol-Nom",1,2,3
"534","Pol-Nom1",4,5,3
"535","Pol-Nom2",4,5,3
"536","Pol-Nom3",1,1,3
"537","Pol-Nom4",2,3,3
"538","Pol-Nom5",3,4,3
"539","Pol-Nom6",1,3,3
"540","Pol-Oca",5,10,3
"541","Pol-Oed1",2,2,3
"542","Pol-Ofl",9,4,3
"543","Pol-Ofu",6,5,3
"544","Pol-Ole",4,3,3
"545","Pol-Oph",2,1,3
"546","Pol-Ort1",5,2,3
"547","Pol-Ort2",7,7,3
"548","Pol-Ort3",1,1,3
"549","Pol-Ort4",1,4,3
"550","Pol-Oru",2,3,3
"551","Pol-Osm",1,1,3
"552","Pol-Osm1",2,2,3
"553","Pol-Osm2",1,2,3
"554","Pol-Osm3",6,9,3
"555","Pol-Osm5",2,2,3
"556","Pol-Osm6",1,5,3
"557","Pol-Osm7",2,1,3
"558","Pol-Otr",1,3,3
"559","Pol-Pae",1,1,3
"560","Pol-Pan1",1,1,3
"561","Pol-Par",9,13,3
"562","Pol-Pdo",1,1,3
"563","Pol-Pen2",2,3,3
"564","Pol-Ppa",2,5,3
"565","Pol-Ppy",8,9,3
"566","Pol-Pra",2,1,3
"567","Pol-Pse",5,3,3
"568","Pol-Red",3,5,3
"569","Pol-Sca",17,7,3
"570","Pol-Spe",2,2,3
"571","Pol-Ssc",5,6,3
"572","Pol-Sse",1,2,3
"573","Pol-Syr4",2,2,3
"574","Pol-Syr5",1,3,3
"575","Pol-Syr6",1,1,3
"576","Pol-Tep",1,2,3
"577","Pol-Tro",3,3,3
"578","Pol-Tsq",1,1,3
"579","Pol-Vge",1,1,3
"580","Pol-Xan",3,2,3
"581","Pol-Xvi",1,1,3
"582","Pol-Zyg",2,1,3
"583","Pol-Aan",5,4,4
"584","Pol-Aca",2,2,4
"585","Pol-Ade",11,9,4
"586","Pol-Adeg",2,3,4
"587","Pol-Adi",3,9,4
"588","Pol-Afu",7,2,4
"589","Pol-Aful",2,7,4
"590","Pol-Ahu",3,2,4
"591","Pol-Ame",13,6,4
"592","Pol-And",3,9,4
"593","Pol-And1",1,2,4
"594","Pol-And10",2,3,4
"595","Pol-And11",1,4,4
"596","Pol-And12",2,1,4
"597","Pol-And2",9,5,4
"598","Pol-And3",5,3,4
"599","Pol-And5",8,10,4
"600","Pol-And6",1,1,4
"601","Pol-And7",1,3,4
"602","Pol-And8",1,2,4
"603","Pol-And9",1,2,4
"604","Pol-Ani",11,7,4
"605","Pol-Ant",7,7,4
"606","Pol-Ant1",1,2,4
"607","Pol-Ant2",8,6,4
"608","Pol-Ant3",4,8,4
"609","Pol-Ant4",3,3,4
"610","Pol-Ant5",1,2,4
"611","Pol-Anthi1",1,2,4
"612","Pol-Anthr",4,7,4
"613","Pol-Apl",9,6,4
"614","Pol-Ase",2,5,4
"615","Pol-Att",5,3,4
"616","Pol-Bib1",1,2,4
"617","Pol-Bla",1,2,4
"618","Pol-Bme",1,3,4
"619","Pol-Bom1",15,7,4
"620","Pol-Bom2",1,2,4
"621","Pol-Bom3",10,3,4
"622","Pol-Bom4",10,6,4
"623","Pol-Bpa",8,6,4
"624","Pol-Bru1",4,7,4
"625","Pol-Bru2",3,5,4
"626","Pol-Bru3",1,4,4
"627","Pol-Bte",13,4,4
"628","Pol-Cae",1,1,4
"629","Pol-Cal",1,4,4
"630","Pol-Call",5,8,4
"631","Pol-Ccr",6,8,4
"632","Pol-Ccro",1,2,4
"633","Pol-Ccu",6,6,4
"634","Pol-Ccy",5,3,4
"635","Pol-Cer1",1,1,4
"636","Pol-Chal",4,2,4
"637","Pol-Che1",6,8,4
"638","Pol-Che2",2,3,4
"639","Pol-Che3",1,6,4
"640","Pol-Chr",5,5,4
"641","Pol-Chry1",2,2,4
"642","Pol-Cla",6,6,4
"643","Pol-Clan",2,2,4
"644","Pol-Col3",1,2,4
"645","Pol-Col4",1,2,4
"646","Pol-Col5",1,1,4
"647","Pol-Coll",1,2,4
"648","Pol-Con",1,1,4
"649","Pol-Cpi",5,3,4
"650","Pol-Cru",3,4,4
"651","Pol-Csc",2,2,4
"652","Pol-Cur1",2,1,4
"653","Pol-Cur2",2,2,4
"654","Pol-Cur3",1,3,4
"655","Pol-Dan",3,5,4
"656","Pol-Das",7,3,4
"657","Pol-Dba",4,3,4
"658","Pol-Dip1",7,3,4
"659","Pol-Dip11",2,2,4
"660","Pol-Dip12",1,1,4
"661","Pol-Dip2",7,3,4
"662","Pol-Dip22",4,4,4
"663","Pol-Dip23",2,1,4
"664","Pol-Dip24",1,1,4
"665","Pol-Dip3",3,3,4
"666","Pol-Dip4",4,2,4
"667","Pol-Dip5",1,3,4
"668","Pol-Dip6",1,2,4
"669","Pol-Eba",19,12,4
"670","Pol-Eer",5,7,4
"671","Pol-Eri1",4,1,4
"672","Pol-Ete",10,9,4
"673","Pol-Euc1",4,6,4
"674","Pol-Eup",13,8,4
"675","Pol-Fge",9,6,4
"676","Pol-Gcl",2,2,4
"677","Pol-Gme",1,1,4
"678","Pol-Grh",1,1,4
"679","Pol-Gym1",2,5,4
"680","Pol-Gym2",1,1,4
"681","Pol-Gym3",1,6,4
"682","Pol-Had",1,2,4
"683","Pol-Hal1",3,2,4
"684","Pol-Het1",1,2,4
"685","Pol-Het2",2,4,4
"686","Pol-Het3",1,1,4
"687","Pol-Het4",1,2,4
"688","Pol-Het5",1,1,4
"689","Pol-Hop1",1,3,4
"690","Pol-Hop2",1,1,4
"691","Pol-Hsc",4,6,4
"692","Pol-Hsu",2,1,4
"693","Pol-Hyl1",2,4,4
"694","Pol-Ich1",1,2,4
"695","Pol-Ich2",1,1,4
"696","Pol-Ich3",1,2,4
"697","Pol-Ifa",1,1,4
"698","Pol-Ipo",3,6,4
"699","Pol-Lae",3,9,4
"700","Pol-Lci",2,1,4
"701","Pol-Lep1",2,1,4
"702","Pol-Lep2",2,3,4
"703","Pol-Lgr",13,8,4
"704","Pol-Lgran",2,1,4
"705","Pol-Lme",1,1,4
"706","Pol-Lmi",18,12,4
"707","Pol-Lpe",14,5,4
"708","Pol-Lph",2,6,4
"709","Pol-Lsi",1,1,4
"710","Pol-Luc",2,1,4
"711","Pol-Mal1",3,3,4
"712","Pol-Mci",2,1,4
"713","Pol-Mec",1,2,4
"714","Pol-Meg",2,3,4
"715","Pol-Meg1",1,2,4
"716","Pol-Meg2",1,2,4
"717","Pol-Meg3",1,3,4
"718","Pol-Mel",27,10,4
"719","Pol-Melec1",1,6,4
"720","Pol-Melig",7,7,4
"721","Pol-Mer1",1,1,4
"722","Pol-Mer2",4,7,4
"723","Pol-Mir",5,4,4
"724","Pol-Mor1",3,3,4
"725","Pol-Mst",5,4,4
"726","Pol-Nit1",3,5,4
"727","Pol-Nom",1,2,4
"728","Pol-Nom1",4,6,4
"729","Pol-Nom2",4,9,4
"730","Pol-Nom3",1,1,4
"731","Pol-Nom4",2,7,4
"732","Pol-Nom5",3,5,4
"733","Pol-Nom6",1,4,4
"734","Pol-Oca",5,5,4
"735","Pol-Oed1",2,2,4
"736","Pol-Ofl",9,7,4
"737","Pol-Ofu",6,9,4
"738","Pol-Ole",4,2,4
"739","Pol-Oph",2,2,4
"740","Pol-Ort1",5,11,4
"741","Pol-Ort2",7,5,4
"742","Pol-Ort3",1,1,4
"743","Pol-Ort4",1,2,4
"744","Pol-Oru",2,2,4
"745","Pol-Osm",1,2,4
"746","Pol-Osm1",2,2,4
"747","Pol-Osm2",1,2,4
"748","Pol-Osm3",6,9,4
"749","Pol-Osm5",2,2,4
"750","Pol-Osm6",1,6,4
"751","Pol-Osm7",2,1,4
"752","Pol-Otr",1,1,4
"753","Pol-Pae",1,1,4
"754","Pol-Pan1",1,1,4
"755","Pol-Par",9,5,4
"756","Pol-Pdo",1,2,4
"757","Pol-Pen2",2,3,4
"758","Pol-Ppa",2,4,4
"759","Pol-Ppy",8,4,4
"760","Pol-Pra",2,1,4
"761","Pol-Pse",5,3,4
"762","Pol-Red",3,4,4
"763","Pol-Sca",17,10,4
"764","Pol-Spe",2,2,4
"765","Pol-Ssc",5,6,4
"766","Pol-Sse",1,2,4
"767","Pol-Syr4",2,2,4
"768","Pol-Syr5",1,1,4
"769","Pol-Syr6",1,1,4
"770","Pol-Tep",1,1,4
"771","Pol-Tro",3,1,4
"772","Pol-Tsq",1,1,4
"773","Pol-Vge",1,3,4
"774","Pol-Xan",3,2,4
"775","Pol-Xvi",1,1,4
"776","Pol-Zyg",2,1,4
"777","Pol-Aan",5,3,5
"778","Pol-Aca",2,1,5
"779","Pol-Ade",11,6,5
"780","Pol-Adeg",2,5,5
"781","Pol-Adi",3,3,5
"782","Pol-Afu",7,8,5
"783","Pol-Aful",2,8,5
"784","Pol-Ahu",3,4,5
"785","Pol-Ame",13,15,5
"786","Pol-And",3,4,5
"787","Pol-And1",1,1,5
"788","Pol-And10",2,6,5
"789","Pol-And11",1,2,5
"790","Pol-And12",2,1,5
"791","Pol-And2",9,6,5
"792","Pol-And3",5,4,5
"793","Pol-And5",8,7,5
"794","Pol-And6",1,3,5
"795","Pol-And7",1,3,5
"796","Pol-And8",1,1,5
"797","Pol-And9",1,1,5
"798","Pol-Ani",11,9,5
"799","Pol-Ant",7,7,5
"800","Pol-Ant1",1,2,5
"801","Pol-Ant2",8,7,5
"802","Pol-Ant3",4,5,5
