"","species","interactions","indegree","rep"
"73","Gymnosoma",1,1,1
"74","Hadrodemus_m.flavum",1,1,1
"75","Halictus_quadricinctus",1,1,1
"76","Halictus_smaragdalus",2,1,1
"77","Halictus_tetrazonius",1,1,1
"78","Heteropter_marró_sense_punts",1,1,1
"79","Himenopter_molt_petit",1,1,1
"80","Himenòpter_parasitoid",1,1,1
"81","Hylaeus_garrulus",2,4,1
"82","Hylaeus_hyalinatus",3,7,1
"83","Hylaeus_sp_1",1,1,1
"84","Ichneumonidae_6",2,4,1
"85","Lasioglossum_albocinctum",1,1,1
"86","Lasioglossum_bimaculatum",3,2,1
"87","Lasioglossum_griseolum",6,3,1
"88","Lasioglossum_ibericum",1,2,1
"89","Lasioglossum_interruptum",5,4,1
"90","Lasioglossum_malachurum",1,1,1
"91","Lasioglossum_mediterraneum",4,1,1
"92","Lasioglossum_soror",2,1,1
"93","Lasioglossum_subhirtum",2,4,1
"94","Lasioglossum_transitorium_planulum",6,7,1
"95","Leptidea_sinapis",1,1,1
"96","Lobonyx_aeneus",4,5,1
"97","Lucilia",1,2,1
"98","Malthinus",2,1,1
"99","Mecoptera",1,2,1
"100","Megachile_pyrenaica",2,1,1
"101","Meligethes_2",1,1,1
"102","Meligethes_aeneus",3,3,1
"103","Merodon",1,1,1
"104","Microhoria_plumbea",1,1,1
"105","Microlepidoptera",3,7,1
"106","Miridae_1",1,1,1
"107","Miridae_2",1,1,1
"108","Miridae_3",1,1,1
"109","Mordellistena_1",3,1,1
"110","Mosca_1",1,1,1
"111","Mosca_11",1,1,1
"112","Mosca_14",2,1,1
"113","Mosca_15",2,3,1
"114","Mosca_16",2,1,1
"115","Mosca_17",2,3,1
"116","Mosca_18",1,1,1
"117","Mosca_19",1,1,1
"118","Mosca_20",1,1,1
"119","Mosca_3",3,3,1
"120","Mosca_7",2,1,1
"121","Mosca_8",1,1,1
"122","Mosca_9",3,1,1
"123","Mosca_mitjana.gran_1",1,1,1
"124","Mosca_mitjana_1",1,2,1
"125","Mosca_normal_1",1,1,1
"126","Mosca_petita_1",1,1,1
"127","Mosca_petita_2",1,1,1
"128","Mosca_petita_3",1,1,1
"129","Mosca_poc_peluda_1",1,1,1
"130","Mosca_prima_1",1,1,1
"131","Mosca_taques_ales_1",1,1,1
"132","Moth_1",1,1,1
"133","Musca_1",1,1,1
"134","Nomada_1",1,1,1
"135","Nomada_flavoguttata",1,2,1
"136","Nomada_sheppardana",1,1,1
"137","Nomada_succinta",2,1,1
"138","Oedemera_flavipes",5,1,1
"139","Osmia_gallarum",1,2,1
"140","Osmia_rufohirta",3,3,1
"141","Oxythyrea_funesta",9,6,1
"142","Paragus_tibialis",3,2,1
"143","Pieris_rapae",1,1,1
"144","Platynochaetus_setosus",1,1,1
"145","Polistes_gallicus",2,1,1
"146","Pompilidae",1,2,1
"147","Pseudophilotes_panoptes",3,4,1
"148","Pterophoridae",1,1,1
"149","Rodanthidium_sticticum",6,5,1
"150","Sarcophagidae_1",4,1,1
"151","Sarcophagidae_2",1,2,1
"152","Sarcophagidae_3",1,1,1
"153","Sarcophagidae_4",4,2,1
"154","Sarcophagidae_5",2,1,1
"155","Sarcophagidae_6",1,2,1
"156","Scaeva_albomaculata",1,1,1
"157","Scatophagidae..",2,3,1
"158","Smaragdina_diversipes",1,1,1
"159","Sphecodes",1,1,1
"160","Stratyomidae_1",1,1,1
"161","Stratyomidae_2",1,1,1
"162","Stratyomidae_3",1,1,1
"163","Symphyta",1,1,1
"164","Syritta_pipiens",1,1,1
"165","Syrphidae_1",2,2,1
"166","Syrphidae_2",1,1,1
"167","Tachinidae_1",1,1,1
"168","Tachinidae_2",1,2,1
"169","Tropinota_squalida",3,1,1
"170","Vespa_parasita_negra_potes_taronja",1,1,1
"171","Adela_aldrovandella",5,3,2
"172","Anaspis",5,2,2
"173","Andrena_angustior_impressa",2,5,2
"174","Andrena_djelfensis",8,7,2
"175","Andrena_fulva",1,1,2
"176","Andrena_lepida",2,2,2
"177","Andrena_limata",2,1,2
"178","Andrena_nana",4,4,2
"179","Andrena_nigroaenea",4,6,2
"180","Andrena_vulpecula",1,1,2
"181","Anthaxia",3,2,2
"182","Anthophora_acervorum",4,2,2
"183","Anthophora_dispar",2,3,2
"184","Anthrenus_1",3,2,2
"185","Anthrenus_2",2,1,2
"186","Anthrenus_3",1,1,2
"187","Apis",11,7,2
"188","Aplocnemus_calidus",1,1,2
"189","Attalus_pictus",1,1,2
"190","Bibio_sp",1,2,2
"191","Bombus_pascuorum",1,1,2
"192","Bombus_terrestris",1,5,2
"193","Bombylius_cruciatus",1,1,2
"194","Bombylius_discolor",2,1,2
"195","Bombylius_sp_1",1,2,2
"196","Braconidae",1,1,2
"197","Bruchid_2",1,1,2
"198","Bruchidius_1",1,1,2
"199","Bruchidius_2",1,2,2
"200","Butterfly",1,1,2
"201","Calliphoridae_3",2,2,2
"202","Callophrys_rubi",1,1,2
"203","Ceratina_cyanea",3,2,2
"204","Chalcididae_1",1,1,2
"205","Chalcididae_3",2,1,2
"206","Chalcididae_4",1,3,2
"207","Chalcididae_5",1,1,2
"208","Chalcididae_6",1,1,2
"209","Chamaesyrphus",6,2,2
"210","Chrysotoxum_cautum",5,6,2
"211","Chrysotoxum_intermedium",1,1,2
"212","Chrysura_dichroa",1,1,2
"213","Clanoptilus_abdominalis",4,3,2
"214","Clytra_quadripunctata",1,1,2
"215","Coleòpter_vermell_gruixut",1,1,2
"216","Coleoptera_3",1,4,2
"217","Conophorus",1,1,2
"218","Conòpid_llarg_vermell",1,1,2
"219","Cryptocephalus_ramburi",1,1,2
"220","Danacea_longiceps",1,1,2
"221","Dasytes_nigroaeneus",6,3,2
"222","Diodontus",1,1,2
"223","Dipter_2",1,1,2
"224","Dipter_blanc",1,1,2
"225","Dipter_elipse_1",1,1,2
"226","Dipter_gran_1",1,1,2
"227","Dipter_molt_llarg._mes_que_apis._ales_fosques._grisos",1,1,2
"228","Empididae",5,6,2
"229","Empididae_2",2,2,2
"230","Epysirphus_balteatus",1,1,2
"231","Eristalinus_aeneus",1,1,2
"232","Eristalis_tenax",1,1,2
"233","Escarabat_2",1,1,2
"234","Escarabat_petit_1",1,1,2
"235","Escarabat_rodonet_com_una_marieta_però_blau",1,1,2
"236","Eucera_nigrilabris",1,1,2
"237","Eumenes_coarctatus",1,1,2
"238","Euodynerus_bidentoides",2,1,2
"239","Eurydema_oleracea",1,1,2
"240","Fals_conòpid",3,1,2
"241","Gasteruption_1",1,2,2
"242","Gonopteryx_cleopatra",1,1,2
"243","Gymnosoma",1,1,2
"244","Hadrodemus_m.flavum",1,1,2
"245","Halictus_quadricinctus",1,1,2
"246","Halictus_smaragdalus",2,2,2
"247","Halictus_tetrazonius",1,2,2
"248","Heteropter_marró_sense_punts",1,1,2
"249","Himenopter_molt_petit",1,1,2
"250","Himenòpter_parasitoid",1,2,2
"251","Hylaeus_garrulus",2,1,2
"252","Hylaeus_hyalinatus",3,4,2
"253","Hylaeus_sp_1",1,1,2
"254","Ichneumonidae_6",2,6,2
"255","Lasioglossum_albocinctum",1,1,2
"256","Lasioglossum_bimaculatum",3,3,2
"257","Lasioglossum_griseolum",6,4,2
"258","Lasioglossum_ibericum",1,1,2
"259","Lasioglossum_interruptum",5,4,2
"260","Lasioglossum_malachurum",1,1,2
"261","Lasioglossum_mediterraneum",4,3,2
"262","Lasioglossum_soror",2,1,2
"263","Lasioglossum_subhirtum",2,4,2
"264","Lasioglossum_transitorium_planulum",6,8,2
"265","Leptidea_sinapis",1,1,2
"266","Lobonyx_aeneus",4,4,2
"267","Lucilia",1,1,2
"268","Malthinus",2,1,2
"269","Mecoptera",1,2,2
"270","Megachile_pyrenaica",2,2,2
"271","Meligethes_2",1,1,2
"272","Meligethes_aeneus",3,2,2
"273","Merodon",1,1,2
"274","Microhoria_plumbea",1,1,2
"275","Microlepidoptera",3,3,2
"276","Miridae_1",1,1,2
"277","Miridae_2",1,1,2
"278","Miridae_3",1,1,2
"279","Mordellistena_1",3,2,2
"280","Mosca_1",1,1,2
"281","Mosca_11",1,1,2
"282","Mosca_14",2,2,2
"283","Mosca_15",2,1,2
"284","Mosca_16",2,1,2
"285","Mosca_17",2,2,2
"286","Mosca_18",1,1,2
"287","Mosca_19",1,2,2
"288","Mosca_20",1,1,2
"289","Mosca_3",3,4,2
"290","Mosca_7",2,3,2
"291","Mosca_8",1,1,2
"292","Mosca_9",3,2,2
"293","Mosca_mitjana.gran_1",1,1,2
"294","Mosca_mitjana_1",1,1,2
"295","Mosca_normal_1",1,2,2
"296","Mosca_petita_1",1,1,2
"297","Mosca_petita_2",1,1,2
"298","Mosca_petita_3",1,1,2
"299","Mosca_poc_peluda_1",1,1,2
"300","Mosca_prima_1",1,1,2
"301","Mosca_taques_ales_1",1,1,2
"302","Moth_1",1,1,2
"303","Musca_1",1,1,2
"304","Nomada_1",1,1,2
"305","Nomada_flavoguttata",1,1,2
"306","Nomada_sheppardana",1,1,2
"307","Nomada_succinta",2,1,2
"308","Oedemera_flavipes",5,3,2
"309","Osmia_gallarum",1,2,2
"310","Osmia_rufohirta",3,5,2
"311","Oxythyrea_funesta",9,7,2
"312","Paragus_tibialis",3,1,2
"313","Pieris_rapae",1,2,2
"314","Platynochaetus_setosus",1,1,2
"315","Polistes_gallicus",2,1,2
"316","Pompilidae",1,1,2
"317","Pseudophilotes_panoptes",3,5,2
"318","Pterophoridae",1,1,2
"319","Rodanthidium_sticticum",6,5,2
"320","Sarcophagidae_1",4,2,2
"321","Sarcophagidae_2",1,1,2
"322","Sarcophagidae_3",1,1,2
"323","Sarcophagidae_4",4,5,2
"324","Sarcophagidae_5",2,3,2
"325","Sarcophagidae_6",1,1,2
"326","Scaeva_albomaculata",1,2,2
"327","Scatophagidae..",2,3,2
"328","Smaragdina_diversipes",1,1,2
"329","Sphecodes",1,1,2
"330","Stratyomidae_1",1,1,2
"331","Stratyomidae_2",1,1,2
"332","Stratyomidae_3",1,1,2
"333","Symphyta",1,1,2
"334","Syritta_pipiens",1,1,2
"335","Syrphidae_1",2,3,2
"336","Syrphidae_2",1,1,2
"337","Tachinidae_1",1,1,2
"338","Tachinidae_2",1,1,2
"339","Tropinota_squalida",3,2,2
"340","Vespa_parasita_negra_potes_taronja",1,1,2
"341","Adela_aldrovandella",5,4,3
"342","Anaspis",5,3,3
"343","Andrena_angustior_impressa",2,6,3
"344","Andrena_djelfensis",8,4,3
"345","Andrena_fulva",1,1,3
"346","Andrena_lepida",2,1,3
"347","Andrena_limata",2,1,3
"348","Andrena_nana",4,2,3
"349","Andrena_nigroaenea",4,6,3
"350","Andrena_vulpecula",1,1,3
"351","Anthaxia",3,1,3
"352","Anthophora_acervorum",4,1,3
"353","Anthophora_dispar",2,4,3
"354","Anthrenus_1",3,2,3
"355","Anthrenus_2",2,1,3
"356","Anthrenus_3",1,1,3
"357","Apis",11,10,3
"358","Aplocnemus_calidus",1,1,3
"359","Attalus_pictus",1,1,3
"360","Bibio_sp",1,4,3
"361","Bombus_pascuorum",1,1,3
"362","Bombus_terrestris",1,3,3
"363","Bombylius_cruciatus",1,1,3
"364","Bombylius_discolor",2,1,3
"365","Bombylius_sp_1",1,1,3
"366","Braconidae",1,1,3
"367","Bruchid_2",1,2,3
"368","Bruchidius_1",1,1,3
"369","Bruchidius_2",1,1,3
"370","Butterfly",1,1,3
"371","Calliphoridae_3",2,1,3
"372","Callophrys_rubi",1,1,3
"373","Ceratina_cyanea",3,2,3
"374","Chalcididae_1",1,1,3
"375","Chalcididae_3",2,1,3
"376","Chalcididae_4",1,2,3
"377","Chalcididae_5",1,1,3
"378","Chalcididae_6",1,1,3
"379","Chamaesyrphus",6,6,3
"380","Chrysotoxum_cautum",5,4,3
"381","Chrysotoxum_intermedium",1,1,3
"382","Chrysura_dichroa",1,1,3
"383","Clanoptilus_abdominalis",4,3,3
"384","Clytra_quadripunctata",1,1,3
"385","Coleòpter_vermell_gruixut",1,1,3
"386","Coleoptera_3",1,1,3
"387","Conophorus",1,1,3
"388","Conòpid_llarg_vermell",1,1,3
"389","Cryptocephalus_ramburi",1,1,3
"390","Danacea_longiceps",1,1,3
"391","Dasytes_nigroaeneus",6,3,3
"392","Diodontus",1,1,3
"393","Dipter_2",1,1,3
"394","Dipter_blanc",1,1,3
"395","Dipter_elipse_1",1,1,3
"396","Dipter_gran_1",1,1,3
"397","Dipter_molt_llarg._mes_que_apis._ales_fosques._grisos",1,1,3
"398","Empididae",5,3,3
"399","Empididae_2",2,4,3
"400","Epysirphus_balteatus",1,1,3
"401","Eristalinus_aeneus",1,2,3
"402","Eristalis_tenax",1,1,3
"403","Escarabat_2",1,1,3
"404","Escarabat_petit_1",1,1,3
"405","Escarabat_rodonet_com_una_marieta_però_blau",1,1,3
"406","Eucera_nigrilabris",1,1,3
"407","Eumenes_coarctatus",1,2,3
"408","Euodynerus_bidentoides",2,1,3
"409","Eurydema_oleracea",1,1,3
"410","Fals_conòpid",3,1,3
"411","Gasteruption_1",1,1,3
"412","Gonopteryx_cleopatra",1,1,3
"413","Gymnosoma",1,2,3
"414","Hadrodemus_m.flavum",1,1,3
"415","Halictus_quadricinctus",1,1,3
"416","Halictus_smaragdalus",2,1,3
"417","Halictus_tetrazonius",1,2,3
"418","Heteropter_marró_sense_punts",1,1,3
"419","Himenopter_molt_petit",1,2,3
"420","Himenòpter_parasitoid",1,1,3
"421","Hylaeus_garrulus",2,1,3
"422","Hylaeus_hyalinatus",3,4,3
"423","Hylaeus_sp_1",1,1,3
"424","Ichneumonidae_6",2,1,3
"425","Lasioglossum_albocinctum",1,1,3
"426","Lasioglossum_bimaculatum",3,3,3
"427","Lasioglossum_griseolum",6,3,3
"428","Lasioglossum_ibericum",1,1,3
"429","Lasioglossum_interruptum",5,4,3
"430","Lasioglossum_malachurum",1,1,3
"431","Lasioglossum_mediterraneum",4,4,3
"432","Lasioglossum_soror",2,1,3
"433","Lasioglossum_subhirtum",2,1,3
"434","Lasioglossum_transitorium_planulum",6,6,3
"435","Leptidea_sinapis",1,2,3
"436","Lobonyx_aeneus",4,2,3
"437","Lucilia",1,1,3
"438","Malthinus",2,4,3
"439","Mecoptera",1,1,3
"440","Megachile_pyrenaica",2,1,3
"441","Meligethes_2",1,1,3
"442","Meligethes_aeneus",3,1,3
"443","Merodon",1,1,3
"444","Microhoria_plumbea",1,1,3
"445","Microlepidoptera",3,2,3
"446","Miridae_1",1,1,3
"447","Miridae_2",1,1,3
"448","Miridae_3",1,1,3
"449","Mordellistena_1",3,3,3
"450","Mosca_1",1,1,3
"451","Mosca_11",1,1,3
"452","Mosca_14",2,4,3
"453","Mosca_15",2,1,3
"454","Mosca_16",2,1,3
"455","Mosca_17",2,1,3
"456","Mosca_18",1,1,3
"457","Mosca_19",1,1,3
"458","Mosca_20",1,1,3
"459","Mosca_3",3,1,3
"460","Mosca_7",2,1,3
"461","Mosca_8",1,1,3
"462","Mosca_9",3,2,3
"463","Mosca_mitjana.gran_1",1,1,3
"464","Mosca_mitjana_1",1,1,3
"465","Mosca_normal_1",1,1,3
"466","Mosca_petita_1",1,1,3
"467","Mosca_petita_2",1,1,3
"468","Mosca_petita_3",1,1,3
"469","Mosca_poc_peluda_1",1,1,3
"470","Mosca_prima_1",1,1,3
"471","Mosca_taques_ales_1",1,1,3
"472","Moth_1",1,1,3
"473","Musca_1",1,1,3
"474","Nomada_1",1,1,3
"475","Nomada_flavoguttata",1,2,3
"476","Nomada_sheppardana",1,2,3
"477","Nomada_succinta",2,1,3
"478","Oedemera_flavipes",5,2,3
"479","Osmia_gallarum",1,2,3
"480","Osmia_rufohirta",3,1,3
"481","Oxythyrea_funesta",9,4,3
"482","Paragus_tibialis",3,2,3
"483","Pieris_rapae",1,1,3
"484","Platynochaetus_setosus",1,1,3
"485","Polistes_gallicus",2,1,3
"486","Pompilidae",1,1,3
"487","Pseudophilotes_panoptes",3,8,3
"488","Pterophoridae",1,1,3
"489","Rodanthidium_sticticum",6,3,3
"490","Sarcophagidae_1",4,4,3
"491","Sarcophagidae_2",1,1,3
"492","Sarcophagidae_3",1,1,3
"493","Sarcophagidae_4",4,2,3
"494","Sarcophagidae_5",2,3,3
"495","Sarcophagidae_6",1,1,3
"496","Scaeva_albomaculata",1,1,3
"497","Scatophagidae..",2,1,3
"498","Smaragdina_diversipes",1,1,3
"499","Sphecodes",1,1,3
"500","Stratyomidae_1",1,1,3
"501","Stratyomidae_2",1,1,3
"502","Stratyomidae_3",1,1,3
"503","Symphyta",1,1,3
"504","Syritta_pipiens",1,1,3
"505","Syrphidae_1",2,1,3
"506","Syrphidae_2",1,1,3
"507","Tachinidae_1",1,1,3
"508","Tachinidae_2",1,1,3
"509","Tropinota_squalida",3,1,3
"510","Vespa_parasita_negra_potes_taronja",1,2,3
"511","Adela_aldrovandella",5,3,4
"512","Anaspis",5,3,4
"513","Andrena_angustior_impressa",2,5,4
"514","Andrena_djelfensis",8,6,4
"515","Andrena_fulva",1,1,4
"516","Andrena_lepida",2,2,4
"517","Andrena_limata",2,1,4
"518","Andrena_nana",4,2,4
"519","Andrena_nigroaenea",4,4,4
"520","Andrena_vulpecula",1,2,4
"521","Anthaxia",3,1,4
"522","Anthophora_acervorum",4,3,4
"523","Anthophora_dispar",2,4,4
"524","Anthrenus_1",3,1,4
"525","Anthrenus_2",2,1,4
"526","Anthrenus_3",1,1,4
"527","Apis",11,7,4
"528","Aplocnemus_calidus",1,2,4
"529","Attalus_pictus",1,1,4
"530","Bibio_sp",1,5,4
"531","Bombus_pascuorum",1,1,4
"532","Bombus_terrestris",1,5,4
"533","Bombylius_cruciatus",1,1,4
"534","Bombylius_discolor",2,3,4
"535","Bombylius_sp_1",1,1,4
"536","Braconidae",1,1,4
"537","Bruchid_2",1,2,4
"538","Bruchidius_1",1,1,4
"539","Bruchidius_2",1,1,4
"540","Butterfly",1,1,4
"541","Calliphoridae_3",2,1,4
"542","Callophrys_rubi",1,1,4
"543","Ceratina_cyanea",3,2,4
"544","Chalcididae_1",1,1,4
"545","Chalcididae_3",2,1,4
"546","Chalcididae_4",1,1,4
"547","Chalcididae_5",1,1,4
"548","Chalcididae_6",1,1,4
"549","Chamaesyrphus",6,3,4
"550","Chrysotoxum_cautum",5,6,4
"551","Chrysotoxum_intermedium",1,1,4
"552","Chrysura_dichroa",1,2,4
"553","Clanoptilus_abdominalis",4,2,4
"554","Clytra_quadripunctata",1,1,4
"555","Coleòpter_vermell_gruixut",1,2,4
"556","Coleoptera_3",1,1,4
"557","Conophorus",1,1,4
"558","Conòpid_llarg_vermell",1,1,4
"559","Cryptocephalus_ramburi",1,1,4
"560","Danacea_longiceps",1,1,4
"561","Dasytes_nigroaeneus",6,6,4
"562","Diodontus",1,1,4
"563","Dipter_2",1,1,4
"564","Dipter_blanc",1,1,4
"565","Dipter_elipse_1",1,1,4
"566","Dipter_gran_1",1,1,4
"567","Dipter_molt_llarg._mes_que_apis._ales_fosques._grisos",1,1,4
"568","Empididae",5,5,4
"569","Empididae_2",2,4,4
"570","Epysirphus_balteatus",1,1,4
"571","Eristalinus_aeneus",1,1,4
"572","Eristalis_tenax",1,1,4
"573","Escarabat_2",1,2,4
"574","Escarabat_petit_1",1,1,4
"575","Escarabat_rodonet_com_una_marieta_però_blau",1,1,4
"576","Eucera_nigrilabris",1,1,4
"577","Eumenes_coarctatus",1,2,4
"578","Euodynerus_bidentoides",2,1,4
"579","Eurydema_oleracea",1,1,4
"580","Fals_conòpid",3,4,4
"581","Gasteruption_1",1,1,4
"582","Gonopteryx_cleopatra",1,1,4
"583","Gymnosoma",1,1,4
"584","Hadrodemus_m.flavum",1,1,4
"585","Halictus_quadricinctus",1,1,4
"586","Halictus_smaragdalus",2,2,4
"587","Halictus_tetrazonius",1,3,4
"588","Heteropter_marró_sense_punts",1,1,4
"589","Himenopter_molt_petit",1,1,4
"590","Himenòpter_parasitoid",1,1,4
"591","Hylaeus_garrulus",2,2,4
"592","Hylaeus_hyalinatus",3,6,4
"593","Hylaeus_sp_1",1,1,4
"594","Ichneumonidae_6",2,3,4
"595","Lasioglossum_albocinctum",1,3,4
"596","Lasioglossum_bimaculatum",3,4,4
"597","Lasioglossum_griseolum",6,3,4
"598","Lasioglossum_ibericum",1,1,4
"599","Lasioglossum_interruptum",5,3,4
"600","Lasioglossum_malachurum",1,1,4
"601","Lasioglossum_mediterraneum",4,1,4
"602","Lasioglossum_soror",2,1,4
"603","Lasioglossum_subhirtum",2,1,4
"604","Lasioglossum_transitorium_planulum",6,8,4
"605","Leptidea_sinapis",1,1,4
"606","Lobonyx_aeneus",4,3,4
"607","Lucilia",1,1,4
"608","Malthinus",2,1,4
"609","Mecoptera",1,1,4
"610","Megachile_pyrenaica",2,1,4
"611","Meligethes_2",1,1,4
"612","Meligethes_aeneus",3,3,4
"613","Merodon",1,1,4
"614","Microhoria_plumbea",1,1,4
"615","Microlepidoptera",3,4,4
"616","Miridae_1",1,1,4
"617","Miridae_2",1,1,4
"618","Miridae_3",1,1,4
"619","Mordellistena_1",3,2,4
"620","Mosca_1",1,1,4
"621","Mosca_11",1,1,4
"622","Mosca_14",2,3,4
"623","Mosca_15",2,1,4
"624","Mosca_16",2,1,4
"625","Mosca_17",2,1,4
"626","Mosca_18",1,1,4
"627","Mosca_19",1,1,4
"628","Mosca_20",1,1,4
"629","Mosca_3",3,2,4
"630","Mosca_7",2,1,4
"631","Mosca_8",1,1,4
"632","Mosca_9",3,2,4
"633","Mosca_mitjana.gran_1",1,1,4
"634","Mosca_mitjana_1",1,1,4
"635","Mosca_normal_1",1,1,4
"636","Mosca_petita_1",1,1,4
"637","Mosca_petita_2",1,1,4
"638","Mosca_petita_3",1,1,4
"639","Mosca_poc_peluda_1",1,1,4
"640","Mosca_prima_1",1,1,4
"641","Mosca_taques_ales_1",1,1,4
"642","Moth_1",1,1,4
"643","Musca_1",1,1,4
"644","Nomada_1",1,1,4
"645","Nomada_flavoguttata",1,1,4
"646","Nomada_sheppardana",1,1,4
"647","Nomada_succinta",2,1,4
"648","Oedemera_flavipes",5,1,4
"649","Osmia_gallarum",1,1,4
"650","Osmia_rufohirta",3,3,4
"651","Oxythyrea_funesta",9,3,4
"652","Paragus_tibialis",3,2,4
"653","Pieris_rapae",1,1,4
"654","Platynochaetus_setosus",1,1,4
"655","Polistes_gallicus",2,3,4
"656","Pompilidae",1,1,4
"657","Pseudophilotes_panoptes",3,8,4
"658","Pterophoridae",1,1,4
"659","Rodanthidium_sticticum",6,4,4
"660","Sarcophagidae_1",4,2,4
"661","Sarcophagidae_2",1,1,4
"662","Sarcophagidae_3",1,3,4
"663","Sarcophagidae_4",4,4,4
"664","Sarcophagidae_5",2,1,4
"665","Sarcophagidae_6",1,1,4
"666","Scaeva_albomaculata",1,1,4
"667","Scatophagidae..",2,1,4
"668","Smaragdina_diversipes",1,1,4
"669","Sphecodes",1,1,4
"670","Stratyomidae_1",1,1,4
"671","Stratyomidae_2",1,1,4
"672","Stratyomidae_3",1,1,4
"673","Symphyta",1,1,4
"674","Syritta_pipiens",1,1,4
"675","Syrphidae_1",2,1,4
"676","Syrphidae_2",1,1,4
"677","Tachinidae_1",1,1,4
"678","Tachinidae_2",1,1,4
"679","Tropinota_squalida",3,2,4
"680","Vespa_parasita_negra_potes_taronja",1,1,4
"681","Adela_aldrovandella",5,6,5
"682","Anaspis",5,1,5
"683","Andrena_angustior_impressa",2,5,5
"684","Andrena_djelfensis",8,6,5
"685","Andrena_fulva",1,1,5
"686","Andrena_lepida",2,2,5
"687","Andrena_limata",2,3,5
"688","Andrena_nana",4,2,5
"689","Andrena_nigroaenea",4,3,5
"690","Andrena_vulpecula",1,2,5
"691","Anthaxia",3,1,5
"692","Anthophora_acervorum",4,3,5
"693","Anthophora_dispar",2,2,5
"694","Anthrenus_1",3,2,5
"695","Anthrenus_2",2,2,5
"696","Anthrenus_3",1,1,5
"697","Apis",11,8,5
"698","Aplocnemus_calidus",1,1,5
"699","Attalus_pictus",1,1,5
"700","Bibio_sp",1,3,5
"701","Bombus_pascuorum",1,1,5
"702","Bombus_terrestris",1,3,5
"703","Bombylius_cruciatus",1,2,5
"704","Bombylius_discolor",2,2,5
"705","Bombylius_sp_1",1,1,5
"706","Braconidae",1,1,5
"707","Bruchid_2",1,1,5
"708","Bruchidius_1",1,1,5
"709","Bruchidius_2",1,1,5
"710","Butterfly",1,1,5
"711","Calliphoridae_3",2,1,5
"712","Callophrys_rubi",1,1,5
"713","Ceratina_cyanea",3,1,5
"714","Chalcididae_1",1,1,5
"715","Chalcididae_3",2,1,5
"716","Chalcididae_4",1,1,5
"717","Chalcididae_5",1,1,5
"718","Chalcididae_6",1,1,5
"719","Chamaesyrphus",6,3,5
"720","Chrysotoxum_cautum",5,5,5
"721","Chrysotoxum_intermedium",1,1,5
"722","Chrysura_dichroa",1,1,5
"723","Clanoptilus_abdominalis",4,3,5
