"","species","interactions","outdegree","rep"
"80","Trypoxylon sp.1",4,0,3
"81","Trypoxylon sp1",2,1,3
"82","Ampulex ruficollis",1,3,4
"83","Ancistrocerus longispinosus",15,19,4
"84","Anthidium nigricolle",1,1,4
"85","Auplopus carbonaria",2,0,4
"86","Chelostoma edentulum ",2,1,4
"87","Diodontus sp.1",1,2,4
"88","Heriades crenulatus",3,3,4
"89","Hoplitis adunca",3,6,4
"90","Hylaeus taeniolatus",1,0,4
"91","Megachile apicalis",5,4,4
"92","Megachile ericetorum",1,0,4
"93","Megachile rotundata",8,5,4
"94","Nitela fallax",1,1,4
"95","Nitela sp.1",2,0,4
"96","Nitela sp1",1,6,4
"97","Nitela_fallax",1,0,4
"98","Osmia bicornis",3,0,4
"99","Osmia caerulescens",10,5,4
"100","Osmia nasoproducta",1,0,4
"101","Osmia submicans",8,6,4
"102","Osmia tricornis",2,3,4
"103","Passaloecus gracilis",5,5,4
"104","Psenulus fuscipennis",3,1,4
"105","Solierella compedita",3,2,4
"106","Solierella sp1",1,0,4
"107","Trypoxylon sp.1",4,0,4
"108","Trypoxylon sp1",2,0,4
"109","Ampulex ruficollis",1,1,5
"110","Ancistrocerus longispinosus",15,19,5
"111","Anthidium nigricolle",1,2,5
"112","Auplopus carbonaria",2,0,5
"113","Chelostoma edentulum ",2,1,5
"114","Diodontus sp.1",1,1,5
"115","Heriades crenulatus",3,5,5
"116","Hoplitis adunca",3,0,5
"117","Hylaeus taeniolatus",1,1,5
"118","Megachile apicalis",5,3,5
"119","Megachile ericetorum",1,0,5
"120","Megachile rotundata",8,6,5
"121","Nitela fallax",1,0,5
"122","Nitela sp.1",2,0,5
"123","Nitela sp1",1,1,5
"124","Nitela_fallax",1,0,5
"125","Osmia bicornis",3,0,5
"126","Osmia caerulescens",10,7,5
"127","Osmia nasoproducta",1,0,5
"128","Osmia submicans",8,2,5
"129","Osmia tricornis",2,2,5
"130","Passaloecus gracilis",5,4,5
"131","Psenulus fuscipennis",3,4,5
"132","Solierella compedita",3,1,5
"133","Solierella sp1",1,1,5
"134","Trypoxylon sp.1",4,1,5
"135","Trypoxylon sp1",2,1,5
"136","Ampulex ruficollis",1,7,6
"137","Ancistrocerus longispinosus",15,16,6
"138","Anthidium nigricolle",1,0,6
"139","Auplopus carbonaria",2,2,6
"140","Chelostoma edentulum ",2,2,6
"141","Diodontus sp.1",1,0,6
"142","Heriades crenulatus",3,2,6
"143","Hoplitis adunca",3,5,6
"144","Hylaeus taeniolatus",1,0,6
"145","Megachile apicalis",5,5,6
"146","Megachile ericetorum",1,1,6
"147","Megachile rotundata",8,5,6
"148","Nitela fallax",1,1,6
"149","Nitela sp.1",2,0,6
"150","Nitela sp1",1,3,6
"151","Nitela_fallax",1,0,6
"152","Osmia bicornis",3,0,6
"153","Osmia caerulescens",10,4,6
"154","Osmia nasoproducta",1,0,6
"155","Osmia submicans",8,3,6
"156","Osmia tricornis",2,6,6
"157","Passaloecus gracilis",5,2,6
"158","Psenulus fuscipennis",3,4,6
"159","Solierella compedita",3,0,6
"160","Solierella sp1",1,0,6
"161","Trypoxylon sp.1",4,0,6
"162","Trypoxylon sp1",2,2,6
"163","Ampulex ruficollis",1,3,7
"164","Ancistrocerus longispinosus",15,15,7
"165","Anthidium nigricolle",1,1,7
"166","Auplopus carbonaria",2,0,7
"167","Chelostoma edentulum ",2,4,7
"168","Diodontus sp.1",1,1,7
"169","Heriades crenulatus",3,0,7
"170","Hoplitis adunca",3,6,7
"171","Hylaeus taeniolatus",1,0,7
"172","Megachile apicalis",5,5,7
"173","Megachile ericetorum",1,2,7
"174","Megachile rotundata",8,3,7
"175","Nitela fallax",1,0,7
"176","Nitela sp.1",2,0,7
"177","Nitela sp1",1,2,7
"178","Nitela_fallax",1,0,7
"179","Osmia bicornis",3,2,7
"180","Osmia caerulescens",10,4,7
"181","Osmia nasoproducta",1,0,7
"182","Osmia submicans",8,1,7
"183","Osmia tricornis",2,3,7
"184","Passaloecus gracilis",5,5,7
"185","Psenulus fuscipennis",3,2,7
"186","Solierella compedita",3,2,7
"187","Solierella sp1",1,0,7
"188","Trypoxylon sp.1",4,0,7
"189","Trypoxylon sp1",2,1,7
"190","Ampulex ruficollis",1,3,8
"191","Ancistrocerus longispinosus",15,19,8
"192","Anthidium nigricolle",1,0,8
"193","Auplopus carbonaria",2,1,8
"194","Chelostoma edentulum ",2,2,8
"195","Diodontus sp.1",1,1,8
"196","Heriades crenulatus",3,6,8
"197","Hoplitis adunca",3,2,8
"198","Hylaeus taeniolatus",1,0,8
"199","Megachile apicalis",5,2,8
"200","Megachile ericetorum",1,0,8
"201","Megachile rotundata",8,3,8
"202","Nitela fallax",1,0,8
"203","Nitela sp.1",2,0,8
"204","Nitela sp1",1,1,8
"205","Nitela_fallax",1,0,8
"206","Osmia bicornis",3,0,8
"207","Osmia caerulescens",10,7,8
"208","Osmia nasoproducta",1,0,8
"209","Osmia submicans",8,3,8
"210","Osmia tricornis",2,1,8
"211","Passaloecus gracilis",5,9,8
"212","Psenulus fuscipennis",3,2,8
"213","Solierella compedita",3,6,8
"214","Solierella sp1",1,0,8
"215","Trypoxylon sp.1",4,1,8
"216","Trypoxylon sp1",2,2,8
"217","Ampulex ruficollis",1,4,9
"218","Ancistrocerus longispinosus",15,13,9
"219","Anthidium nigricolle",1,3,9
"220","Auplopus carbonaria",2,3,9
"221","Chelostoma edentulum ",2,3,9
"222","Diodontus sp.1",1,3,9
"223","Heriades crenulatus",3,5,9
"224","Hoplitis adunca",3,2,9
"225","Hylaeus taeniolatus",1,0,9
"226","Megachile apicalis",5,5,9
"227","Megachile ericetorum",1,1,9
"228","Megachile rotundata",8,8,9
"229","Nitela fallax",1,1,9
"230","Nitela sp.1",2,0,9
"231","Nitela sp1",1,1,9
"232","Nitela_fallax",1,1,9
"233","Osmia bicornis",3,1,9
"234","Osmia caerulescens",10,6,9
"235","Osmia nasoproducta",1,0,9
"236","Osmia submicans",8,4,9
"237","Osmia tricornis",2,1,9
"238","Passaloecus gracilis",5,7,9
"239","Psenulus fuscipennis",3,1,9
"240","Solierella compedita",3,2,9
"241","Solierella sp1",1,0,9
"242","Trypoxylon sp.1",4,4,9
"243","Trypoxylon sp1",2,0,9
"244","Ampulex ruficollis",1,4,10
"245","Ancistrocerus longispinosus",15,16,10
"246","Anthidium nigricolle",1,0,10
"247","Auplopus carbonaria",2,4,10
"248","Chelostoma edentulum ",2,2,10
"249","Diodontus sp.1",1,1,10
"250","Heriades crenulatus",3,2,10
"251","Hoplitis adunca",3,4,10
"252","Hylaeus taeniolatus",1,0,10
"253","Megachile apicalis",5,2,10
"254","Megachile ericetorum",1,0,10
"255","Megachile rotundata",8,3,10
"256","Nitela fallax",1,0,10
"257","Nitela sp.1",2,1,10
"258","Nitela sp1",1,2,10
"259","Nitela_fallax",1,0,10
"260","Osmia bicornis",3,0,10
"261","Osmia caerulescens",10,5,10
"262","Osmia nasoproducta",1,0,10
"263","Osmia submicans",8,9,10
"264","Osmia tricornis",2,0,10
"265","Passaloecus gracilis",5,4,10
"266","Psenulus fuscipennis",3,1,10
"267","Solierella compedita",3,2,10
"268","Solierella sp1",1,0,10
"269","Trypoxylon sp.1",4,2,10
"270","Trypoxylon sp1",2,2,10
"271","Ampulex ruficollis",1,2,11
"272","Ancistrocerus longispinosus",15,21,11
"273","Anthidium nigricolle",1,1,11
"274","Auplopus carbonaria",2,0,11
"275","Chelostoma edentulum ",2,2,11
"276","Diodontus sp.1",1,0,11
"277","Heriades crenulatus",3,7,11
"278","Hoplitis adunca",3,5,11
"279","Hylaeus taeniolatus",1,0,11
"280","Megachile apicalis",5,1,11
"281","Megachile ericetorum",1,0,11
"282","Megachile rotundata",8,3,11
"283","Nitela fallax",1,0,11
"284","Nitela sp.1",2,1,11
"285","Nitela sp1",1,1,11
"286","Nitela_fallax",1,0,11
"287","Osmia bicornis",3,1,11
"288","Osmia caerulescens",10,3,11
"289","Osmia nasoproducta",1,1,11
"290","Osmia submicans",8,4,11
"291","Osmia tricornis",2,0,11
"292","Passaloecus gracilis",5,8,11
"293","Psenulus fuscipennis",3,5,11
"294","Solierella compedita",3,3,11
"295","Solierella sp1",1,0,11
"296","Trypoxylon sp.1",4,2,11
"297","Trypoxylon sp1",2,1,11
"298","Ampulex ruficollis",1,4,12
"299","Ancistrocerus longispinosus",15,16,12
"300","Anthidium nigricolle",1,0,12
"301","Auplopus carbonaria",2,3,12
"302","Chelostoma edentulum ",2,2,12
"303","Diodontus sp.1",1,0,12
"304","Heriades crenulatus",3,4,12
"305","Hoplitis adunca",3,2,12
"306","Hylaeus taeniolatus",1,0,12
"307","Megachile apicalis",5,4,12
"308","Megachile ericetorum",1,2,12
"309","Megachile rotundata",8,6,12
"310","Nitela fallax",1,0,12
"311","Nitela sp.1",2,0,12
"312","Nitela sp1",1,2,12
"313","Nitela_fallax",1,0,12
"314","Osmia bicornis",3,1,12
"315","Osmia caerulescens",10,8,12
"316","Osmia nasoproducta",1,0,12
"317","Osmia submicans",8,4,12
"318","Osmia tricornis",2,1,12
"319","Passaloecus gracilis",5,3,12
"320","Psenulus fuscipennis",3,4,12
"321","Solierella compedita",3,2,12
"322","Solierella sp1",1,0,12
"323","Trypoxylon sp.1",4,4,12
"324","Trypoxylon sp1",2,2,12
"325","Ampulex ruficollis",1,3,13
"326","Ancistrocerus longispinosus",15,17,13
"327","Anthidium nigricolle",1,0,13
"328","Auplopus carbonaria",2,2,13
"329","Chelostoma edentulum ",2,1,13
"330","Diodontus sp.1",1,4,13
"331","Heriades crenulatus",3,2,13
"332","Hoplitis adunca",3,4,13
"333","Hylaeus taeniolatus",1,0,13
"334","Megachile apicalis",5,5,13
"335","Megachile ericetorum",1,0,13
"336","Megachile rotundata",8,7,13
"337","Nitela fallax",1,0,13
"338","Nitela sp.1",2,1,13
"339","Nitela sp1",1,0,13
"340","Nitela_fallax",1,1,13
"341","Osmia bicornis",3,0,13
"342","Osmia caerulescens",10,7,13
"343","Osmia nasoproducta",1,1,13
"344","Osmia submicans",8,7,13
"345","Osmia tricornis",2,1,13
"346","Passaloecus gracilis",5,5,13
"347","Psenulus fuscipennis",3,2,13
"348","Solierella compedita",3,3,13
"349","Solierella sp1",1,0,13
"350","Trypoxylon sp.1",4,1,13
"351","Trypoxylon sp1",2,2,13
"352","Ampulex ruficollis",1,4,14
"353","Ancistrocerus longispinosus",15,14,14
"354","Anthidium nigricolle",1,0,14
"355","Auplopus carbonaria",2,3,14
"356","Chelostoma edentulum ",2,4,14
"357","Diodontus sp.1",1,1,14
"358","Heriades crenulatus",3,2,14
"359","Hoplitis adunca",3,3,14
"360","Hylaeus taeniolatus",1,1,14
"361","Megachile apicalis",5,3,14
"362","Megachile ericetorum",1,0,14
"363","Megachile rotundata",8,3,14
"364","Nitela fallax",1,1,14
"365","Nitela sp.1",2,0,14
"366","Nitela sp1",1,3,14
"367","Nitela_fallax",1,0,14
"368","Osmia bicornis",3,1,14
"369","Osmia caerulescens",10,4,14
"370","Osmia nasoproducta",1,1,14
"371","Osmia submicans",8,6,14
"372","Osmia tricornis",2,2,14
"373","Passaloecus gracilis",5,4,14
"374","Psenulus fuscipennis",3,3,14
"375","Solierella compedita",3,5,14
"376","Solierella sp1",1,0,14
"377","Trypoxylon sp.1",4,2,14
"378","Trypoxylon sp1",2,0,14
"379","Ampulex ruficollis",1,2,15
"380","Ancistrocerus longispinosus",15,11,15
"381","Anthidium nigricolle",1,1,15
"382","Auplopus carbonaria",2,1,15
"383","Chelostoma edentulum ",2,0,15
"384","Diodontus sp.1",1,2,15
"385","Heriades crenulatus",3,3,15
"386","Hoplitis adunca",3,4,15
"387","Hylaeus taeniolatus",1,0,15
"388","Megachile apicalis",5,4,15
"389","Megachile ericetorum",1,1,15
"390","Megachile rotundata",8,5,15
"391","Nitela fallax",1,1,15
"392","Nitela sp.1",2,1,15
"393","Nitela sp1",1,1,15
"394","Nitela_fallax",1,0,15
"395","Osmia bicornis",3,1,15
"396","Osmia caerulescens",10,6,15
"397","Osmia nasoproducta",1,1,15
"398","Osmia submicans",8,3,15
"399","Osmia tricornis",2,3,15
"400","Passaloecus gracilis",5,7,15
"401","Psenulus fuscipennis",3,2,15
"402","Solierella compedita",3,1,15
"403","Solierella sp1",1,0,15
"404","Trypoxylon sp.1",4,3,15
"405","Trypoxylon sp1",2,2,15
"406","Ampulex ruficollis",1,3,16
"407","Ancistrocerus longispinosus",15,16,16
"408","Anthidium nigricolle",1,0,16
"409","Auplopus carbonaria",2,0,16
"410","Chelostoma edentulum ",2,2,16
"411","Diodontus sp.1",1,0,16
"412","Heriades crenulatus",3,6,16
"413","Hoplitis adunca",3,8,16
"414","Hylaeus taeniolatus",1,0,16
"415","Megachile apicalis",5,4,16
"416","Megachile ericetorum",1,0,16
"417","Megachile rotundata",8,5,16
"418","Nitela fallax",1,1,16
"419","Nitela sp.1",2,0,16
"420","Nitela sp1",1,1,16
"421","Nitela_fallax",1,0,16
"422","Osmia bicornis",3,3,16
"423","Osmia caerulescens",10,4,16
"424","Osmia nasoproducta",1,1,16
"425","Osmia submicans",8,4,16
"426","Osmia tricornis",2,2,16
"427","Passaloecus gracilis",5,9,16
"428","Psenulus fuscipennis",3,2,16
"429","Solierella compedita",3,2,16
"430","Solierella sp1",1,1,16
"431","Trypoxylon sp.1",4,0,16
"432","Trypoxylon sp1",2,0,16
"433","Ampulex ruficollis",1,4,17
"434","Ancistrocerus longispinosus",15,14,17
"435","Anthidium nigricolle",1,0,17
"436","Auplopus carbonaria",2,0,17
"437","Chelostoma edentulum ",2,1,17
"438","Diodontus sp.1",1,1,17
"439","Heriades crenulatus",3,6,17
"440","Hoplitis adunca",3,5,17
"441","Hylaeus taeniolatus",1,0,17
"442","Megachile apicalis",5,2,17
"443","Megachile ericetorum",1,1,17
"444","Megachile rotundata",8,3,17
"445","Nitela fallax",1,2,17
"446","Nitela sp.1",2,0,17
"447","Nitela sp1",1,1,17
"448","Nitela_fallax",1,0,17
"449","Osmia bicornis",3,0,17
"450","Osmia caerulescens",10,6,17
"451","Osmia nasoproducta",1,0,17
"452","Osmia submicans",8,3,17
"453","Osmia tricornis",2,0,17
"454","Passaloecus gracilis",5,8,17
"455","Psenulus fuscipennis",3,1,17
"456","Solierella compedita",3,3,17
"457","Solierella sp1",1,0,17
"458","Trypoxylon sp.1",4,3,17
"459","Trypoxylon sp1",2,2,17
"460","Ampulex ruficollis",1,3,18
"461","Ancistrocerus longispinosus",15,19,18
"462","Anthidium nigricolle",1,1,18
"463","Auplopus carbonaria",2,1,18
"464","Chelostoma edentulum ",2,2,18
"465","Diodontus sp.1",1,1,18
"466","Heriades crenulatus",3,2,18
"467","Hoplitis adunca",3,4,18
"468","Hylaeus taeniolatus",1,0,18
"469","Megachile apicalis",5,4,18
"470","Megachile ericetorum",1,0,18
"471","Megachile rotundata",8,7,18
"472","Nitela fallax",1,2,18
"473","Nitela sp.1",2,1,18
"474","Nitela sp1",1,2,18
"475","Nitela_fallax",1,0,18
"476","Osmia bicornis",3,1,18
"477","Osmia caerulescens",10,7,18
"478","Osmia nasoproducta",1,0,18
"479","Osmia submicans",8,2,18
"480","Osmia tricornis",2,0,18
"481","Passaloecus gracilis",5,6,18
"482","Psenulus fuscipennis",3,2,18
"483","Solierella compedita",3,2,18
"484","Solierella sp1",1,0,18
"485","Trypoxylon sp.1",4,2,18
"486","Trypoxylon sp1",2,3,18
"487","Ampulex ruficollis",1,5,19
"488","Ancistrocerus longispinosus",15,19,19
"489","Anthidium nigricolle",1,1,19
"490","Auplopus carbonaria",2,3,19
"491","Chelostoma edentulum ",2,1,19
"492","Diodontus sp.1",1,0,19
"493","Heriades crenulatus",3,5,19
"494","Hoplitis adunca",3,4,19
"495","Hylaeus taeniolatus",1,0,19
"496","Megachile apicalis",5,5,19
"497","Megachile ericetorum",1,0,19
"498","Megachile rotundata",8,5,19
"499","Nitela fallax",1,0,19
"500","Nitela sp.1",2,1,19
"501","Nitela sp1",1,0,19
"502","Nitela_fallax",1,0,19
"503","Osmia bicornis",3,1,19
"504","Osmia caerulescens",10,3,19
"505","Osmia nasoproducta",1,0,19
"506","Osmia submicans",8,4,19
"507","Osmia tricornis",2,4,19
"508","Passaloecus gracilis",5,3,19
"509","Psenulus fuscipennis",3,3,19
"510","Solierella compedita",3,1,19
"511","Solierella sp1",1,0,19
"512","Trypoxylon sp.1",4,4,19
"513","Trypoxylon sp1",2,5,19
"514","Ampulex ruficollis",1,4,20
"515","Ancistrocerus longispinosus",15,17,20
"516","Anthidium nigricolle",1,0,20
"517","Auplopus carbonaria",2,2,20
"518","Chelostoma edentulum ",2,3,20
"519","Diodontus sp.1",1,0,20
"520","Heriades crenulatus",3,4,20
"521","Hoplitis adunca",3,5,20
"522","Hylaeus taeniolatus",1,0,20
"523","Megachile apicalis",5,1,20
"524","Megachile ericetorum",1,1,20
"525","Megachile rotundata",8,6,20
"526","Nitela fallax",1,3,20
"527","Nitela sp.1",2,0,20
"528","Nitela sp1",1,3,20
"529","Nitela_fallax",1,0,20
"530","Osmia bicornis",3,2,20
"531","Osmia caerulescens",10,1,20
"532","Osmia nasoproducta",1,0,20
"533","Osmia submicans",8,6,20
"534","Osmia tricornis",2,1,20
"535","Passaloecus gracilis",5,6,20
"536","Psenulus fuscipennis",3,2,20
"537","Solierella compedita",3,4,20
"538","Solierella sp1",1,1,20
"539","Trypoxylon sp.1",4,3,20
"540","Trypoxylon sp1",2,1,20
"541","Ampulex ruficollis",1,4,21
"542","Ancistrocerus longispinosus",15,18,21
"543","Anthidium nigricolle",1,1,21
"544","Auplopus carbonaria",2,3,21
"545","Chelostoma edentulum ",2,1,21
"546","Diodontus sp.1",1,4,21
"547","Heriades crenulatus",3,1,21
"548","Hoplitis adunca",3,8,21
"549","Hylaeus taeniolatus",1,0,21
"550","Megachile apicalis",5,6,21
"551","Megachile ericetorum",1,1,21
"552","Megachile rotundata",8,4,21
"553","Nitela fallax",1,0,21
"554","Nitela sp.1",2,1,21
"555","Nitela sp1",1,0,21
"556","Nitela_fallax",1,0,21
"557","Osmia bicornis",3,0,21
"558","Osmia caerulescens",10,7,21
"559","Osmia nasoproducta",1,0,21
"560","Osmia submicans",8,5,21
"561","Osmia tricornis",2,1,21
"562","Passaloecus gracilis",5,6,21
"563","Psenulus fuscipennis",3,1,21
"564","Solierella compedita",3,4,21
"565","Solierella sp1",1,0,21
"566","Trypoxylon sp.1",4,1,21
"567","Trypoxylon sp1",2,3,21
"568","Ampulex ruficollis",1,2,22
"569","Ancistrocerus longispinosus",15,13,22
"570","Anthidium nigricolle",1,0,22
"571","Auplopus carbonaria",2,0,22
"572","Chelostoma edentulum ",2,2,22
"573","Diodontus sp.1",1,1,22
"574","Heriades crenulatus",3,9,22
"575","Hoplitis adunca",3,0,22
"576","Hylaeus taeniolatus",1,0,22
"577","Megachile apicalis",5,4,22
"578","Megachile ericetorum",1,1,22
"579","Megachile rotundata",8,6,22
"580","Nitela fallax",1,2,22
"581","Nitela sp.1",2,1,22
"582","Nitela sp1",1,1,22
"583","Nitela_fallax",1,1,22
"584","Osmia bicornis",3,1,22
"585","Osmia caerulescens",10,5,22
"586","Osmia nasoproducta",1,2,22
"587","Osmia submicans",8,7,22
"588","Osmia tricornis",2,1,22
"589","Passaloecus gracilis",5,4,22
"590","Psenulus fuscipennis",3,3,22
"591","Solierella compedita",3,3,22
"592","Solierella sp1",1,0,22
"593","Trypoxylon sp.1",4,2,22
"594","Trypoxylon sp1",2,1,22
"595","Ampulex ruficollis",1,5,23
"596","Ancistrocerus longispinosus",15,18,23
"597","Anthidium nigricolle",1,0,23
"598","Auplopus carbonaria",2,2,23
"599","Chelostoma edentulum ",2,1,23
"600","Diodontus sp.1",1,1,23
"601","Heriades crenulatus",3,2,23
"602","Hoplitis adunca",3,2,23
"603","Hylaeus taeniolatus",1,0,23
"604","Megachile apicalis",5,7,23
"605","Megachile ericetorum",1,0,23
"606","Megachile rotundata",8,4,23
"607","Nitela fallax",1,0,23
"608","Nitela sp.1",2,0,23
"609","Nitela sp1",1,1,23
"610","Nitela_fallax",1,0,23
"611","Osmia bicornis",3,2,23
"612","Osmia caerulescens",10,4,23
"613","Osmia nasoproducta",1,1,23
"614","Osmia submicans",8,7,23
"615","Osmia tricornis",2,1,23
"616","Passaloecus gracilis",5,8,23
"617","Psenulus fuscipennis",3,1,23
"618","Solierella compedita",3,1,23
"619","Solierella sp1",1,0,23
"620","Trypoxylon sp.1",4,2,23
"621","Trypoxylon sp1",2,2,23
"622","Ampulex ruficollis",1,3,24
"623","Ancistrocerus longispinosus",15,21,24
"624","Anthidium nigricolle",1,0,24
"625","Auplopus carbonaria",2,1,24
"626","Chelostoma edentulum ",2,2,24
"627","Diodontus sp.1",1,1,24
"628","Heriades crenulatus",3,1,24
"629","Hoplitis adunca",3,3,24
"630","Hylaeus taeniolatus",1,0,24
"631","Megachile apicalis",5,3,24
"632","Megachile ericetorum",1,2,24
"633","Megachile rotundata",8,4,24
"634","Nitela fallax",1,0,24
"635","Nitela sp.1",2,0,24
"636","Nitela sp1",1,3,24
"637","Nitela_fallax",1,0,24
"638","Osmia bicornis",3,0,24
"639","Osmia caerulescens",10,4,24
"640","Osmia nasoproducta",1,1,24
"641","Osmia submicans",8,3,24
"642","Osmia tricornis",2,1,24
"643","Passaloecus gracilis",5,8,24
"644","Psenulus fuscipennis",3,2,24
"645","Solierella compedita",3,2,24
"646","Solierella sp1",1,0,24
"647","Trypoxylon sp.1",4,0,24
"648","Trypoxylon sp1",2,3,24
"649","Ampulex ruficollis",1,3,25
"650","Ancistrocerus longispinosus",15,18,25
"651","Anthidium nigricolle",1,2,25
"652","Auplopus carbonaria",2,0,25
"653","Chelostoma edentulum ",2,1,25
"654","Diodontus sp.1",1,0,25
"655","Heriades crenulatus",3,3,25
"656","Hoplitis adunca",3,3,25
"657","Hylaeus taeniolatus",1,0,25
"658","Megachile apicalis",5,5,25
"659","Megachile ericetorum",1,0,25
"660","Megachile rotundata",8,3,25
"661","Nitela fallax",1,0,25
"662","Nitela sp.1",2,2,25
"663","Nitela sp1",1,1,25
"664","Nitela_fallax",1,0,25
"665","Osmia bicornis",3,1,25
"666","Osmia caerulescens",10,8,25
"667","Osmia nasoproducta",1,1,25
"668","Osmia submicans",8,6,25
"669","Osmia tricornis",2,2,25
"670","Passaloecus gracilis",5,5,25
"671","Psenulus fuscipennis",3,2,25
"672","Solierella compedita",3,5,25
"673","Solierella sp1",1,0,25
"674","Trypoxylon sp.1",4,2,25
"675","Trypoxylon sp1",2,3,25
"676","Ampulex ruficollis",1,4,26
"677","Ancistrocerus longispinosus",15,14,26
"678","Anthidium nigricolle",1,0,26
"679","Auplopus carbonaria",2,2,26
"680","Chelostoma edentulum ",2,1,26
"681","Diodontus sp.1",1,0,26
"682","Heriades crenulatus",3,4,26
"683","Hoplitis adunca",3,3,26
"684","Hylaeus taeniolatus",1,1,26
"685","Megachile apicalis",5,2,26
"686","Megachile ericetorum",1,1,26
"687","Megachile rotundata",8,4,26
"688","Nitela fallax",1,0,26
"689","Nitela sp.1",2,2,26
"690","Nitela sp1",1,0,26
"691","Nitela_fallax",1,0,26
"692","Osmia bicornis",3,1,26
"693","Osmia caerulescens",10,6,26
"694","Osmia nasoproducta",1,0,26
"695","Osmia submicans",8,6,26
"696","Osmia tricornis",2,0,26
"697","Passaloecus gracilis",5,8,26
"698","Psenulus fuscipennis",3,4,26
"699","Solierella compedita",3,1,26
"700","Solierella sp1",1,0,26
"701","Trypoxylon sp.1",4,2,26
"702","Trypoxylon sp1",2,2,26
"703","Ampulex ruficollis",1,4,27
"704","Ancistrocerus longispinosus",15,16,27
"705","Anthidium nigricolle",1,0,27
"706","Auplopus carbonaria",2,2,27
"707","Chelostoma edentulum ",2,3,27
"708","Diodontus sp.1",1,0,27
"709","Heriades crenulatus",3,6,27
"710","Hoplitis adunca",3,2,27
"711","Hylaeus taeniolatus",1,0,27
"712","Megachile apicalis",5,3,27
"713","Megachile ericetorum",1,0,27
"714","Megachile rotundata",8,7,27
"715","Nitela fallax",1,0,27
"716","Nitela sp.1",2,1,27
"717","Nitela sp1",1,3,27
"718","Nitela_fallax",1,2,27
"719","Osmia bicornis",3,1,27
"720","Osmia caerulescens",10,3,27
"721","Osmia nasoproducta",1,0,27
"722","Osmia submicans",8,8,27
"723","Osmia tricornis",2,3,27
"724","Passaloecus gracilis",5,6,27
"725","Psenulus fuscipennis",3,1,27
"726","Solierella compedita",3,2,27
"727","Solierella sp1",1,0,27
"728","Trypoxylon sp.1",4,3,27
"729","Trypoxylon sp1",2,2,27
"730","Ampulex ruficollis",1,5,28
