"","species","interactions","outdegree","rep"
"224","ECH",7,11,10
"225","EFL",32,12,10
"226","EMU",1,2,10
"227","ESE",3,5,10
"228","FAB",1,3,10
"229","FLA",7,9,10
"230","HOE",23,29,10
"231","LIN",1,1,10
"232","OLA",4,14,10
"233","POT",1,3,10
"234","PRUNUS",2,3,10
"235","RGR",2,3,10
"236","ROF",79,29,10
"237","SHI",1,4,10
"238","TVUF",62,37,10
"239","TVUH",55,33,10
"240","UMBE",1,1,10
"241","AMO",5,7,11
"242","AZA",1,4,11
"243","BLA",6,4,11
"244","CAL",7,2,11
"245","CSA",18,14,11
"246","CSP",4,45,11
"247","DPE",2,4,11
"248","ECH",7,17,11
"249","EFL",32,25,11
"250","EMU",1,3,11
"251","ESE",3,4,11
"252","FAB",1,7,11
"253","FLA",7,13,11
"254","HOE",23,18,11
"255","LIN",1,1,11
"256","OLA",4,15,11
"257","POT",1,6,11
"258","PRUNUS",2,1,11
"259","RGR",2,5,11
"260","ROF",79,32,11
"261","SHI",1,4,11
"262","TVUF",62,32,11
"263","TVUH",55,32,11
"264","UMBE",1,2,11
"265","AMO",5,6,12
"266","AZA",1,7,12
"267","BLA",6,9,12
"268","CAL",7,4,12
"269","CSA",18,18,12
"270","CSP",4,51,12
"271","DPE",2,6,12
"272","ECH",7,6,12
"273","EFL",32,21,12
"274","EMU",1,3,12
"275","ESE",3,7,12
"276","FAB",1,3,12
"277","FLA",7,9,12
"278","HOE",23,16,12
"279","LIN",1,0,12
"280","OLA",4,15,12
"281","POT",1,6,12
"282","PRUNUS",2,2,12
"283","RGR",2,3,12
"284","ROF",79,33,12
"285","SHI",1,6,12
"286","TVUF",62,32,12
"287","TVUH",55,40,12
"288","UMBE",1,2,12
"289","AMO",5,8,13
"290","AZA",1,3,13
"291","BLA",6,6,13
"292","CAL",7,12,13
"293","CSA",18,13,13
"294","CSP",4,55,13
"295","DPE",2,4,13
"296","ECH",7,12,13
"297","EFL",32,19,13
"298","EMU",1,0,13
"299","ESE",3,4,13
"300","FAB",1,3,13
"301","FLA",7,15,13
"302","HOE",23,26,13
"303","LIN",1,0,13
"304","OLA",4,14,13
"305","POT",1,5,13
"306","PRUNUS",2,1,13
"307","RGR",2,1,13
"308","ROF",79,30,13
"309","SHI",1,3,13
"310","TVUF",62,28,13
"311","TVUH",55,32,13
"312","UMBE",1,5,13
"313","AMO",5,9,14
"314","AZA",1,7,14
"315","BLA",6,10,14
"316","CAL",7,7,14
"317","CSA",18,12,14
"318","CSP",4,53,14
"319","DPE",2,7,14
"320","ECH",7,14,14
"321","EFL",32,22,14
"322","EMU",1,2,14
"323","ESE",3,3,14
"324","FAB",1,4,14
"325","FLA",7,13,14
"326","HOE",23,19,14
"327","LIN",1,1,14
"328","OLA",4,17,14
"329","POT",1,4,14
"330","PRUNUS",2,4,14
"331","RGR",2,2,14
"332","ROF",79,23,14
"333","SHI",1,6,14
"334","TVUF",62,37,14
"335","TVUH",55,34,14
"336","UMBE",1,2,14
"337","AMO",5,11,15
"338","AZA",1,7,15
"339","BLA",6,10,15
"340","CAL",7,8,15
"341","CSA",18,20,15
"342","CSP",4,56,15
"343","DPE",2,5,15
"344","ECH",7,11,15
"345","EFL",32,18,15
"346","EMU",1,5,15
"347","ESE",3,7,15
"348","FAB",1,5,15
"349","FLA",7,13,15
"350","HOE",23,20,15
"351","LIN",1,0,15
"352","OLA",4,12,15
"353","POT",1,6,15
"354","PRUNUS",2,1,15
"355","RGR",2,5,15
"356","ROF",79,34,15
"357","SHI",1,4,15
"358","TVUF",62,25,15
"359","TVUH",55,22,15
"360","UMBE",1,1,15
"361","AMO",5,6,16
"362","AZA",1,6,16
"363","BLA",6,8,16
"364","CAL",7,8,16
"365","CSA",18,15,16
"366","CSP",4,52,16
"367","DPE",2,6,16
"368","ECH",7,12,16
"369","EFL",32,23,16
"370","EMU",1,4,16
"371","ESE",3,4,16
"372","FAB",1,3,16
"373","FLA",7,10,16
"374","HOE",23,22,16
"375","LIN",1,0,16
"376","OLA",4,18,16
"377","POT",1,4,16
"378","PRUNUS",2,1,16
"379","RGR",2,3,16
"380","ROF",79,31,16
"381","SHI",1,6,16
"382","TVUF",62,38,16
"383","TVUH",55,27,16
"384","UMBE",1,5,16
"385","AMO",5,8,17
"386","AZA",1,1,17
"387","BLA",6,8,17
"388","CAL",7,8,17
"389","CSA",18,15,17
"390","CSP",4,45,17
"391","DPE",2,5,17
"392","ECH",7,9,17
"393","EFL",32,28,17
"394","EMU",1,4,17
"395","ESE",3,3,17
"396","FAB",1,6,17
"397","FLA",7,14,17
"398","HOE",23,20,17
"399","LIN",1,1,17
"400","OLA",4,20,17
"401","POT",1,5,17
"402","PRUNUS",2,4,17
"403","RGR",2,5,17
"404","ROF",79,36,17
"405","SHI",1,8,17
"406","TVUF",62,32,17
"407","TVUH",55,24,17
"408","UMBE",1,3,17
"409","AMO",5,6,18
"410","AZA",1,7,18
"411","BLA",6,9,18
"412","CAL",7,7,18
"413","CSA",18,20,18
"414","CSP",4,60,18
"415","DPE",2,5,18
"416","ECH",7,9,18
"417","EFL",32,16,18
"418","EMU",1,1,18
"419","ESE",3,6,18
"420","FAB",1,5,18
"421","FLA",7,12,18
"422","HOE",23,19,18
"423","LIN",1,2,18
"424","OLA",4,14,18
"425","POT",1,3,18
"426","PRUNUS",2,2,18
"427","RGR",2,3,18
"428","ROF",79,33,18
"429","SHI",1,6,18
"430","TVUF",62,25,18
"431","TVUH",55,28,18
"432","UMBE",1,2,18
"433","AMO",5,12,19
"434","AZA",1,5,19
"435","BLA",6,13,19
"436","CAL",7,9,19
"437","CSA",18,13,19
"438","CSP",4,50,19
"439","DPE",2,2,19
"440","ECH",7,9,19
"441","EFL",32,27,19
"442","EMU",1,4,19
"443","ESE",3,2,19
"444","FAB",1,3,19
"445","FLA",7,11,19
"446","HOE",23,20,19
"447","LIN",1,0,19
"448","OLA",4,18,19
"449","POT",1,6,19
"450","PRUNUS",2,0,19
"451","RGR",2,8,19
"452","ROF",79,39,19
"453","SHI",1,7,19
"454","TVUF",62,30,19
"455","TVUH",55,33,19
"456","UMBE",1,4,19
"457","AMO",5,10,20
"458","AZA",1,5,20
"459","BLA",6,8,20
"460","CAL",7,7,20
"461","CSA",18,17,20
"462","CSP",4,43,20
"463","DPE",2,8,20
"464","ECH",7,10,20
"465","EFL",32,34,20
"466","EMU",1,4,20
"467","ESE",3,1,20
"468","FAB",1,3,20
"469","FLA",7,12,20
"470","HOE",23,23,20
"471","LIN",1,2,20
"472","OLA",4,19,20
"473","POT",1,1,20
"474","PRUNUS",2,1,20
"475","RGR",2,6,20
"476","ROF",79,36,20
"477","SHI",1,4,20
"478","TVUF",62,32,20
"479","TVUH",55,29,20
"480","UMBE",1,2,20
"481","AMO",5,4,21
"482","AZA",1,6,21
"483","BLA",6,7,21
"484","CAL",7,11,21
"485","CSA",18,9,21
"486","CSP",4,50,21
"487","DPE",2,5,21
"488","ECH",7,17,21
"489","EFL",32,25,21
"490","EMU",1,3,21
"491","ESE",3,5,21
"492","FAB",1,2,21
"493","FLA",7,10,21
"494","HOE",23,19,21
"495","LIN",1,1,21
"496","OLA",4,14,21
"497","POT",1,5,21
"498","PRUNUS",2,0,21
"499","RGR",2,2,21
"500","ROF",79,36,21
"501","SHI",1,9,21
"502","TVUF",62,30,21
"503","TVUH",55,34,21
"504","UMBE",1,2,21
"505","AMO",5,5,22
"506","AZA",1,3,22
"507","BLA",6,10,22
"508","CAL",7,12,22
"509","CSA",18,18,22
"510","CSP",4,44,22
"511","DPE",2,8,22
"512","ECH",7,11,22
"513","EFL",32,29,22
"514","EMU",1,5,22
"515","ESE",3,2,22
"516","FAB",1,2,22
"517","FLA",7,11,22
"518","HOE",23,18,22
"519","LIN",1,0,22
"520","OLA",4,11,22
"521","POT",1,2,22
"522","PRUNUS",2,1,22
"523","RGR",2,5,22
"524","ROF",79,31,22
"525","SHI",1,6,22
"526","TVUF",62,36,22
"527","TVUH",55,39,22
"528","UMBE",1,4,22
"529","AMO",5,11,23
"530","AZA",1,4,23
"531","BLA",6,10,23
"532","CAL",7,8,23
"533","CSA",18,16,23
"534","CSP",4,53,23
"535","DPE",2,5,23
"536","ECH",7,6,23
"537","EFL",32,20,23
"538","EMU",1,4,23
"539","ESE",3,7,23
"540","FAB",1,4,23
"541","FLA",7,8,23
"542","HOE",23,25,23
"543","LIN",1,1,23
"544","OLA",4,10,23
"545","POT",1,4,23
"546","PRUNUS",2,1,23
"547","RGR",2,2,23
"548","ROF",79,32,23
"549","SHI",1,4,23
"550","TVUF",62,31,23
"551","TVUH",55,25,23
"552","UMBE",1,3,23
"553","AMO",5,6,24
"554","AZA",1,5,24
"555","BLA",6,7,24
"556","CAL",7,9,24
"557","CSA",18,20,24
"558","CSP",4,52,24
"559","DPE",2,3,24
"560","ECH",7,5,24
"561","EFL",32,25,24
"562","EMU",1,7,24
"563","ESE",3,6,24
"564","FAB",1,2,24
"565","FLA",7,9,24
"566","HOE",23,17,24
"567","LIN",1,1,24
"568","OLA",4,19,24
"569","POT",1,6,24
"570","PRUNUS",2,1,24
"571","RGR",2,1,24
"572","ROF",79,33,24
"573","SHI",1,6,24
"574","TVUF",62,31,24
"575","TVUH",55,29,24
"576","UMBE",1,2,24
"577","AMO",5,11,25
"578","AZA",1,5,25
"579","BLA",6,8,25
"580","CAL",7,14,25
"581","CSA",18,8,25
"582","CSP",4,40,25
"583","DPE",2,5,25
"584","ECH",7,10,25
"585","EFL",32,27,25
"586","EMU",1,4,25
"587","ESE",3,3,25
"588","FAB",1,2,25
"589","FLA",7,13,25
"590","HOE",23,29,25
"591","LIN",1,1,25
"592","OLA",4,13,25
"593","POT",1,2,25
"594","PRUNUS",2,1,25
"595","RGR",2,3,25
"596","ROF",79,38,25
"597","SHI",1,4,25
"598","TVUF",62,36,25
"599","TVUH",55,29,25
"600","UMBE",1,3,25
"601","AMO",5,11,26
"602","AZA",1,6,26
"603","BLA",6,14,26
"604","CAL",7,7,26
"605","CSA",18,12,26
"606","CSP",4,47,26
"607","DPE",2,4,26
"608","ECH",7,6,26
"609","EFL",32,20,26
"610","EMU",1,3,26
"611","ESE",3,7,26
"612","FAB",1,5,26
"613","FLA",7,17,26
"614","HOE",23,28,26
"615","LIN",1,1,26
"616","OLA",4,13,26
"617","POT",1,5,26
"618","PRUNUS",2,2,26
"619","RGR",2,6,26
"620","ROF",79,28,26
"621","SHI",1,2,26
"622","TVUF",62,36,26
"623","TVUH",55,40,26
"624","UMBE",1,2,26
"625","AMO",5,7,27
"626","AZA",1,5,27
"627","BLA",6,9,27
"628","CAL",7,8,27
"629","CSA",18,15,27
"630","CSP",4,55,27
"631","DPE",2,3,27
"632","ECH",7,8,27
"633","EFL",32,27,27
"634","EMU",1,4,27
"635","ESE",3,3,27
"636","FAB",1,3,27
"637","FLA",7,12,27
"638","HOE",23,19,27
"639","LIN",1,2,27
"640","OLA",4,21,27
"641","POT",1,2,27
"642","PRUNUS",2,3,27
"643","RGR",2,5,27
"644","ROF",79,27,27
"645","SHI",1,7,27
"646","TVUF",62,27,27
"647","TVUH",55,24,27
"648","UMBE",1,7,27
"649","AMO",5,6,28
"650","AZA",1,4,28
"651","BLA",6,8,28
"652","CAL",7,9,28
"653","CSA",18,15,28
"654","CSP",4,50,28
"655","DPE",2,8,28
"656","ECH",7,11,28
"657","EFL",32,25,28
"658","EMU",1,4,28
"659","ESE",3,8,28
"660","FAB",1,3,28
"661","FLA",7,14,28
"662","HOE",23,26,28
"663","LIN",1,1,28
"664","OLA",4,17,28
"665","POT",1,4,28
"666","PRUNUS",2,3,28
"667","RGR",2,7,28
"668","ROF",79,27,28
"669","SHI",1,3,28
"670","TVUF",62,37,28
"671","TVUH",55,41,28
"672","UMBE",1,3,28
"673","AMO",5,6,29
"674","AZA",1,7,29
"675","BLA",6,6,29
"676","CAL",7,3,29
"677","CSA",18,20,29
"678","CSP",4,44,29
"679","DPE",2,5,29
"680","ECH",7,6,29
"681","EFL",32,28,29
"682","EMU",1,2,29
"683","ESE",3,4,29
"684","FAB",1,2,29
"685","FLA",7,10,29
"686","HOE",23,36,29
"687","LIN",1,0,29
"688","OLA",4,14,29
"689","POT",1,6,29
"690","PRUNUS",2,3,29
"691","RGR",2,4,29
"692","ROF",79,29,29
"693","SHI",1,3,29
"694","TVUF",62,43,29
"695","TVUH",55,35,29
"696","UMBE",1,1,29
"697","AMO",5,8,30
"698","AZA",1,6,30
"699","BLA",6,8,30
"700","CAL",7,7,30
"701","CSA",18,15,30
"702","CSP",4,46,30
"703","DPE",2,5,30
"704","ECH",7,9,30
"705","EFL",32,24,30
"706","EMU",1,3,30
"707","ESE",3,5,30
"708","FAB",1,1,30
"709","FLA",7,12,30
"710","HOE",23,17,30
"711","LIN",1,2,30
"712","OLA",4,12,30
"713","POT",1,5,30
"714","PRUNUS",2,2,30
"715","RGR",2,2,30
"716","ROF",79,30,30
"717","SHI",1,2,30
"718","TVUF",62,23,30
"719","TVUH",55,26,30
"720","UMBE",1,2,30
"721","AMO",5,6,31
"722","AZA",1,3,31
"723","BLA",6,7,31
"724","CAL",7,10,31
"725","CSA",18,14,31
"726","CSP",4,47,31
"727","DPE",2,5,31
"728","ECH",7,8,31
"729","EFL",32,22,31
"730","EMU",1,2,31
"731","ESE",3,5,31
"732","FAB",1,6,31
"733","FLA",7,13,31
"734","HOE",23,21,31
"735","LIN",1,1,31
"736","OLA",4,12,31
"737","POT",1,4,31
"738","PRUNUS",2,2,31
"739","RGR",2,4,31
"740","ROF",79,36,31
"741","SHI",1,4,31
"742","TVUF",62,36,31
"743","TVUH",55,36,31
"744","UMBE",1,3,31
"745","AMO",5,10,32
"746","AZA",1,10,32
"747","BLA",6,15,32
"748","CAL",7,12,32
"749","CSA",18,14,32
"750","CSP",4,43,32
"751","DPE",2,6,32
"752","ECH",7,9,32
"753","EFL",32,23,32
"754","EMU",1,3,32
"755","ESE",3,8,32
"756","FAB",1,2,32
"757","FLA",7,11,32
"758","HOE",23,23,32
"759","LIN",1,1,32
"760","OLA",4,16,32
"761","POT",1,5,32
"762","PRUNUS",2,2,32
"763","RGR",2,2,32
"764","ROF",79,37,32
"765","SHI",1,5,32
"766","TVUF",62,29,32
"767","TVUH",55,35,32
"768","UMBE",1,4,32
"769","AMO",5,12,33
"770","AZA",1,3,33
"771","BLA",6,6,33
"772","CAL",7,12,33
"773","CSA",18,11,33
"774","CSP",4,56,33
"775","DPE",2,4,33
"776","ECH",7,13,33
"777","EFL",32,28,33
"778","EMU",1,1,33
"779","ESE",3,4,33
"780","FAB",1,1,33
"781","FLA",7,10,33
"782","HOE",23,18,33
"783","LIN",1,0,33
"784","OLA",4,19,33
"785","POT",1,1,33
"786","PRUNUS",2,2,33
"787","RGR",2,2,33
"788","ROF",79,28,33
"789","SHI",1,6,33
"790","TVUF",62,33,33
"791","TVUH",55,32,33
"792","UMBE",1,5,33
"793","AMO",5,5,34
"794","AZA",1,6,34
"795","BLA",6,10,34
"796","CAL",7,6,34
"797","CSA",18,17,34
"798","CSP",4,40,34
"799","DPE",2,2,34
"800","ECH",7,6,34
"801","EFL",32,15,34
"802","EMU",1,4,34
"803","ESE",3,9,34
"804","FAB",1,3,34
"805","FLA",7,13,34
"806","HOE",23,20,34
"807","LIN",1,1,34
"808","OLA",4,11,34
"809","POT",1,2,34
"810","PRUNUS",2,3,34
"811","RGR",2,5,34
"812","ROF",79,41,34
"813","SHI",1,5,34
"814","TVUF",62,30,34
"815","TVUH",55,27,34
"816","UMBE",1,1,34
"817","AMO",5,10,35
"818","AZA",1,8,35
"819","BLA",6,9,35
"820","CAL",7,5,35
"821","CSA",18,16,35
"822","CSP",4,44,35
"823","DPE",2,2,35
"824","ECH",7,12,35
"825","EFL",32,22,35
"826","EMU",1,1,35
"827","ESE",3,6,35
"828","FAB",1,3,35
"829","FLA",7,8,35
"830","HOE",23,23,35
"831","LIN",1,1,35
"832","OLA",4,12,35
"833","POT",1,4,35
"834","PRUNUS",2,3,35
"835","RGR",2,2,35
"836","ROF",79,32,35
"837","SHI",1,5,35
"838","TVUF",62,33,35
"839","TVUH",55,40,35
"840","UMBE",1,2,35
"841","AMO",5,7,36
"842","AZA",1,7,36
"843","BLA",6,10,36
"844","CAL",7,7,36
"845","CSA",18,10,36
"846","CSP",4,55,36
"847","DPE",2,4,36
"848","ECH",7,6,36
"849","EFL",32,18,36
"850","EMU",1,3,36
"851","ESE",3,6,36
"852","FAB",1,7,36
"853","FLA",7,10,36
"854","HOE",23,13,36
"855","LIN",1,0,36
"856","OLA",4,20,36
"857","POT",1,4,36
"858","PRUNUS",2,5,36
"859","RGR",2,2,36
"860","ROF",79,35,36
"861","SHI",1,5,36
"862","TVUF",62,27,36
"863","TVUH",55,36,36
"864","UMBE",1,3,36
"865","AMO",5,5,37
"866","AZA",1,4,37
"867","BLA",6,11,37
"868","CAL",7,9,37
"869","CSA",18,12,37
"870","CSP",4,50,37
"871","DPE",2,6,37
"872","ECH",7,7,37
"873","EFL",32,15,37
"874","EMU",1,2,37
"875","ESE",3,4,37
"876","FAB",1,3,37
"877","FLA",7,11,37
"878","HOE",23,14,37
"879","LIN",1,0,37
"880","OLA",4,13,37
"881","POT",1,5,37
"882","PRUNUS",2,2,37
"883","RGR",2,2,37
"884","ROF",79,43,37
"885","SHI",1,5,37
"886","TVUF",62,34,37
"887","TVUH",55,32,37
"888","UMBE",1,3,37
"889","AMO",5,7,38
"890","AZA",1,5,38
"891","BLA",6,17,38
"892","CAL",7,7,38
"893","CSA",18,8,38
"894","CSP",4,57,38
"895","DPE",2,6,38
"896","ECH",7,5,38
"897","EFL",32,20,38
"898","EMU",1,2,38
"899","ESE",3,8,38
"900","FAB",1,3,38
"901","FLA",7,16,38
"902","HOE",23,25,38
"903","LIN",1,0,38
"904","OLA",4,19,38
"905","POT",1,2,38
"906","PRUNUS",2,3,38
"907","RGR",2,4,38
"908","ROF",79,40,38
"909","SHI",1,8,38
"910","TVUF",62,33,38
"911","TVUH",55,28,38
"912","UMBE",1,2,38
"913","AMO",5,8,39
"914","AZA",1,3,39
"915","BLA",6,11,39
"916","CAL",7,9,39
"917","CSA",18,16,39
"918","CSP",4,45,39
"919","DPE",2,4,39
"920","ECH",7,9,39
"921","EFL",32,30,39
"922","EMU",1,1,39
"923","ESE",3,3,39
"924","FAB",1,4,39
"925","FLA",7,8,39
"926","HOE",23,19,39
"927","LIN",1,0,39
"928","OLA",4,18,39
"929","POT",1,3,39
"930","PRUNUS",2,3,39
"931","RGR",2,4,39
"932","ROF",79,42,39
"933","SHI",1,4,39
"934","TVUF",62,35,39
"935","TVUH",55,33,39
"936","UMBE",1,2,39
"937","AMO",5,10,40
"938","AZA",1,7,40
"939","BLA",6,8,40
"940","CAL",7,7,40
"941","CSA",18,19,40
"942","CSP",4,50,40
"943","DPE",2,8,40
"944","ECH",7,10,40
"945","EFL",32,19,40
"946","EMU",1,2,40
"947","ESE",3,6,40
"948","FAB",1,4,40
"949","FLA",7,10,40
"950","HOE",23,23,40
"951","LIN",1,0,40
"952","OLA",4,12,40
"953","POT",1,4,40
"954","PRUNUS",2,3,40
"955","RGR",2,6,40
"956","ROF",79,39,40
"957","SHI",1,6,40
"958","TVUF",62,40,40
"959","TVUH",55,39,40
"960","UMBE",1,2,40
"961","AMO",5,13,41
"962","AZA",1,3,41
"963","BLA",6,6,41
"964","CAL",7,6,41
"965","CSA",18,14,41
"966","CSP",4,44,41
"967","DPE",2,3,41
"968","ECH",7,8,41
"969","EFL",32,20,41
"970","EMU",1,4,41
"971","ESE",3,4,41
"972","FAB",1,5,41
"973","FLA",7,9,41
"974","HOE",23,18,41
"975","LIN",1,2,41
"976","OLA",4,15,41
"977","POT",1,5,41
"978","PRUNUS",2,3,41
"979","RGR",2,5,41
"980","ROF",79,30,41
"981","SHI",1,5,41
"982","TVUF",62,36,41
"983","TVUH",55,31,41
"984","UMBE",1,5,41
"985","AMO",5,11,42
"986","AZA",1,3,42
"987","BLA",6,4,42
"988","CAL",7,12,42
"989","CSA",18,21,42
"990","CSP",4,42,42
"991","DPE",2,5,42
"992","ECH",7,7,42
"993","EFL",32,23,42
"994","EMU",1,4,42
"995","ESE",3,7,42
"996","FAB",1,3,42
"997","FLA",7,8,42
"998","HOE",23,18,42
"999","LIN",1,2,42
"1000","OLA",4,12,42
"1001","POT",1,2,42
"1002","PRUNUS",2,2,42
"1003","RGR",2,4,42
"1004","ROF",79,40,42
"1005","SHI",1,6,42
"1006","TVUF",62,39,42
"1007","TVUH",55,32,42
"1008","UMBE",1,1,42
"1009","AMO",5,7,43
"1010","AZA",1,4,43
"1011","BLA",6,10,43
"1012","CAL",7,8,43
"1013","CSA",18,14,43
"1014","CSP",4,42,43
"1015","DPE",2,8,43
"1016","ECH",7,10,43
"1017","EFL",32,22,43
"1018","EMU",1,5,43
"1019","ESE",3,4,43
"1020","FAB",1,3,43
"1021","FLA",7,7,43
"1022","HOE",23,26,43
"1023","LIN",1,0,43
"1024","OLA",4,18,43
"1025","POT",1,2,43
"1026","PRUNUS",2,1,43
"1027","RGR",2,3,43
"1028","ROF",79,41,43
"1029","SHI",1,8,43
"1030","TVUF",62,33,43
"1031","TVUH",55,34,43
"1032","UMBE",1,2,43
"1033","AMO",5,5,44
"1034","AZA",1,5,44
"1035","BLA",6,9,44
"1036","CAL",7,10,44
"1037","CSA",18,18,44
"1038","CSP",4,45,44
"1039","DPE",2,5,44
"1040","ECH",7,10,44
"1041","EFL",32,22,44
"1042","EMU",1,3,44
"1043","ESE",3,6,44
"1044","FAB",1,4,44
"1045","FLA",7,13,44
"1046","HOE",23,25,44
"1047","LIN",1,0,44
"1048","OLA",4,16,44
"1049","POT",1,2,44
"1050","PRUNUS",2,0,44
"1051","RGR",2,2,44
"1052","ROF",79,38,44
"1053","SHI",1,3,44
