"","species","interactions","outdegree","rep"
"255","Hoplitis adunca",1,5,9
"256","Hy. communis",2,6,9
"257","Hy. Communis",1,0,9
"258","Hy. taeniolatus",3,6,9
"259","Hy. Taenoliatus",1,0,9
"260","M. apicalis",2,0,9
"261","M. centicularis",2,1,9
"262","M. rotundata",3,4,9
"263","M. timidus",1,0,9
"264","Microdynerus nugdunensis",1,0,9
"265","Microdynerus timidus",1,1,9
"266","O. caerulescens",6,9,9
"267","O. cornuta",7,8,9
"268","O. rufa",9,4,9
"269","O. submicans",5,3,9
"270","Passaloecus spp",4,6,9
"271","Passaloecus spp (suma2)",4,2,9
"272","Pison atrum",1,2,9
"273","Psenulus fuscipennis",5,6,9
"274","Trypoxylon figulus",3,5,9
"275","Trypoxylon figulus (suma 2)",5,0,9
"276","Trypoxylon figulus (suma2)",3,0,9
"277","Trypoxylon figulus(suma2)",2,1,9
"278","Trypoxylon spp (clav+min)(suma2)",1,0,9
"279","Trypoxylon spp (clavicerum+minus)",5,2,9
"280","Ch. campanularum",1,3,10
"281","Ch. emarginata",2,2,10
"282","Ch. florisomnis",2,2,10
"283","E. posticus",8,7,10
"284","H. truncorum",1,0,10
"285","Heriades truncorum",1,5,10
"286","Hoplitis adunca",1,0,10
"287","Hy. communis",2,4,10
"288","Hy. Communis",1,1,10
"289","Hy. taeniolatus",3,7,10
"290","Hy. Taenoliatus",1,1,10
"291","M. apicalis",2,1,10
"292","M. centicularis",2,1,10
"293","M. rotundata",3,3,10
"294","M. timidus",1,1,10
"295","Microdynerus nugdunensis",1,3,10
"296","Microdynerus timidus",1,2,10
"297","O. caerulescens",6,6,10
"298","O. cornuta",7,6,10
"299","O. rufa",9,9,10
"300","O. submicans",5,3,10
"301","Passaloecus spp",4,6,10
"302","Passaloecus spp (suma2)",4,0,10
"303","Pison atrum",1,0,10
"304","Psenulus fuscipennis",5,7,10
"305","Trypoxylon figulus",3,1,10
"306","Trypoxylon figulus (suma 2)",5,1,10
"307","Trypoxylon figulus (suma2)",3,2,10
"308","Trypoxylon figulus(suma2)",2,0,10
"309","Trypoxylon spp (clav+min)(suma2)",1,1,10
"310","Trypoxylon spp (clavicerum+minus)",5,4,10
"311","Ch. campanularum",1,4,11
"312","Ch. emarginata",2,1,11
"313","Ch. florisomnis",2,1,11
"314","E. posticus",8,6,11
"315","H. truncorum",1,1,11
"316","Heriades truncorum",1,3,11
"317","Hoplitis adunca",1,2,11
"318","Hy. communis",2,4,11
"319","Hy. Communis",1,1,11
"320","Hy. taeniolatus",3,7,11
"321","Hy. Taenoliatus",1,1,11
"322","M. apicalis",2,0,11
"323","M. centicularis",2,1,11
"324","M. rotundata",3,2,11
"325","M. timidus",1,3,11
"326","Microdynerus nugdunensis",1,1,11
"327","Microdynerus timidus",1,1,11
"328","O. caerulescens",6,6,11
"329","O. cornuta",7,9,11
"330","O. rufa",9,5,11
"331","O. submicans",5,4,11
"332","Passaloecus spp",4,4,11
"333","Passaloecus spp (suma2)",4,0,11
"334","Pison atrum",1,2,11
"335","Psenulus fuscipennis",5,8,11
"336","Trypoxylon figulus",3,1,11
"337","Trypoxylon figulus (suma 2)",5,0,11
"338","Trypoxylon figulus (suma2)",3,0,11
"339","Trypoxylon figulus(suma2)",2,5,11
"340","Trypoxylon spp (clav+min)(suma2)",1,0,11
"341","Trypoxylon spp (clavicerum+minus)",5,4,11
"342","Ch. campanularum",1,2,12
"343","Ch. emarginata",2,2,12
"344","Ch. florisomnis",2,0,12
"345","E. posticus",8,8,12
"346","H. truncorum",1,1,12
"347","Heriades truncorum",1,2,12
"348","Hoplitis adunca",1,2,12
"349","Hy. communis",2,4,12
"350","Hy. Communis",1,1,12
"351","Hy. taeniolatus",3,3,12
"352","Hy. Taenoliatus",1,2,12
"353","M. apicalis",2,0,12
"354","M. centicularis",2,0,12
"355","M. rotundata",3,4,12
"356","M. timidus",1,2,12
"357","Microdynerus nugdunensis",1,2,12
"358","Microdynerus timidus",1,3,12
"359","O. caerulescens",6,5,12
"360","O. cornuta",7,7,12
"361","O. rufa",9,9,12
"362","O. submicans",5,5,12
"363","Passaloecus spp",4,5,12
"364","Passaloecus spp (suma2)",4,1,12
"365","Pison atrum",1,0,12
"366","Psenulus fuscipennis",5,5,12
"367","Trypoxylon figulus",3,4,12
"368","Trypoxylon figulus (suma 2)",5,1,12
"369","Trypoxylon figulus (suma2)",3,2,12
"370","Trypoxylon figulus(suma2)",2,1,12
"371","Trypoxylon spp (clav+min)(suma2)",1,1,12
"372","Trypoxylon spp (clavicerum+minus)",5,6,12
"373","Ch. campanularum",1,3,13
"374","Ch. emarginata",2,0,13
"375","Ch. florisomnis",2,1,13
"376","E. posticus",8,8,13
"377","H. truncorum",1,1,13
"378","Heriades truncorum",1,3,13
"379","Hoplitis adunca",1,1,13
"380","Hy. communis",2,5,13
"381","Hy. Communis",1,2,13
"382","Hy. taeniolatus",3,6,13
"383","Hy. Taenoliatus",1,1,13
"384","M. apicalis",2,0,13
"385","M. centicularis",2,1,13
"386","M. rotundata",3,5,13
"387","M. timidus",1,1,13
"388","Microdynerus nugdunensis",1,1,13
"389","Microdynerus timidus",1,1,13
"390","O. caerulescens",6,6,13
"391","O. cornuta",7,5,13
"392","O. rufa",9,4,13
"393","O. submicans",5,4,13
"394","Passaloecus spp",4,5,13
"395","Passaloecus spp (suma2)",4,0,13
"396","Pison atrum",1,3,13
"397","Psenulus fuscipennis",5,7,13
"398","Trypoxylon figulus",3,1,13
"399","Trypoxylon figulus (suma 2)",5,2,13
"400","Trypoxylon figulus (suma2)",3,0,13
"401","Trypoxylon figulus(suma2)",2,1,13
"402","Trypoxylon spp (clav+min)(suma2)",1,3,13
"403","Trypoxylon spp (clavicerum+minus)",5,5,13
"404","Ch. campanularum",1,3,14
"405","Ch. emarginata",2,3,14
"406","Ch. florisomnis",2,1,14
"407","E. posticus",8,10,14
"408","H. truncorum",1,1,14
"409","Heriades truncorum",1,1,14
"410","Hoplitis adunca",1,2,14
"411","Hy. communis",2,3,14
"412","Hy. Communis",1,2,14
"413","Hy. taeniolatus",3,2,14
"414","Hy. Taenoliatus",1,1,14
"415","M. apicalis",2,0,14
"416","M. centicularis",2,0,14
"417","M. rotundata",3,3,14
"418","M. timidus",1,2,14
"419","Microdynerus nugdunensis",1,1,14
"420","Microdynerus timidus",1,1,14
"421","O. caerulescens",6,3,14
"422","O. cornuta",7,6,14
"423","O. rufa",9,6,14
"424","O. submicans",5,3,14
"425","Passaloecus spp",4,5,14
"426","Passaloecus spp (suma2)",4,1,14
"427","Pison atrum",1,0,14
"428","Psenulus fuscipennis",5,8,14
"429","Trypoxylon figulus",3,4,14
"430","Trypoxylon figulus (suma 2)",5,1,14
"431","Trypoxylon figulus (suma2)",3,0,14
"432","Trypoxylon figulus(suma2)",2,2,14
"433","Trypoxylon spp (clav+min)(suma2)",1,1,14
"434","Trypoxylon spp (clavicerum+minus)",5,4,14
"435","Ch. campanularum",1,2,15
"436","Ch. emarginata",2,1,15
"437","Ch. florisomnis",2,0,15
"438","E. posticus",8,5,15
"439","H. truncorum",1,0,15
"440","Heriades truncorum",1,1,15
"441","Hoplitis adunca",1,0,15
"442","Hy. communis",2,6,15
"443","Hy. Communis",1,1,15
"444","Hy. taeniolatus",3,8,15
"445","Hy. Taenoliatus",1,1,15
"446","M. apicalis",2,0,15
"447","M. centicularis",2,0,15
"448","M. rotundata",3,3,15
"449","M. timidus",1,2,15
"450","Microdynerus nugdunensis",1,1,15
"451","Microdynerus timidus",1,0,15
"452","O. caerulescens",6,10,15
"453","O. cornuta",7,9,15
"454","O. rufa",9,7,15
"455","O. submicans",5,5,15
"456","Passaloecus spp",4,5,15
"457","Passaloecus spp (suma2)",4,5,15
"458","Pison atrum",1,2,15
"459","Psenulus fuscipennis",5,8,15
"460","Trypoxylon figulus",3,2,15
"461","Trypoxylon figulus (suma 2)",5,0,15
"462","Trypoxylon figulus (suma2)",3,1,15
"463","Trypoxylon figulus(suma2)",2,1,15
"464","Trypoxylon spp (clav+min)(suma2)",1,1,15
"465","Trypoxylon spp (clavicerum+minus)",5,9,15
"466","Ch. campanularum",1,1,16
"467","Ch. emarginata",2,3,16
"468","Ch. florisomnis",2,1,16
"469","E. posticus",8,10,16
"470","H. truncorum",1,2,16
"471","Heriades truncorum",1,3,16
"472","Hoplitis adunca",1,1,16
"473","Hy. communis",2,1,16
"474","Hy. Communis",1,0,16
"475","Hy. taeniolatus",3,5,16
"476","Hy. Taenoliatus",1,1,16
"477","M. apicalis",2,0,16
"478","M. centicularis",2,2,16
"479","M. rotundata",3,4,16
"480","M. timidus",1,0,16
"481","Microdynerus nugdunensis",1,2,16
"482","Microdynerus timidus",1,1,16
"483","O. caerulescens",6,2,16
"484","O. cornuta",7,6,16
"485","O. rufa",9,7,16
"486","O. submicans",5,3,16
"487","Passaloecus spp",4,2,16
"488","Passaloecus spp (suma2)",4,3,16
"489","Pison atrum",1,0,16
"490","Psenulus fuscipennis",5,5,16
"491","Trypoxylon figulus",3,0,16
"492","Trypoxylon figulus (suma 2)",5,0,16
"493","Trypoxylon figulus (suma2)",3,0,16
"494","Trypoxylon figulus(suma2)",2,4,16
"495","Trypoxylon spp (clav+min)(suma2)",1,2,16
"496","Trypoxylon spp (clavicerum+minus)",5,7,16
"497","Ch. campanularum",1,2,17
"498","Ch. emarginata",2,0,17
"499","Ch. florisomnis",2,2,17
"500","E. posticus",8,9,17
"501","H. truncorum",1,0,17
"502","Heriades truncorum",1,2,17
"503","Hoplitis adunca",1,2,17
"504","Hy. communis",2,0,17
"505","Hy. Communis",1,0,17
"506","Hy. taeniolatus",3,6,17
"507","Hy. Taenoliatus",1,0,17
"508","M. apicalis",2,0,17
"509","M. centicularis",2,0,17
"510","M. rotundata",3,5,17
"511","M. timidus",1,0,17
"512","Microdynerus nugdunensis",1,2,17
"513","Microdynerus timidus",1,4,17
"514","O. caerulescens",6,8,17
"515","O. cornuta",7,2,17
"516","O. rufa",9,5,17
"517","O. submicans",5,5,17
"518","Passaloecus spp",4,4,17
"519","Passaloecus spp (suma2)",4,0,17
"520","Pison atrum",1,2,17
"521","Psenulus fuscipennis",5,9,17
"522","Trypoxylon figulus",3,3,17
"523","Trypoxylon figulus (suma 2)",5,3,17
"524","Trypoxylon figulus (suma2)",3,3,17
"525","Trypoxylon figulus(suma2)",2,4,17
"526","Trypoxylon spp (clav+min)(suma2)",1,0,17
"527","Trypoxylon spp (clavicerum+minus)",5,5,17
"528","Ch. campanularum",1,2,18
"529","Ch. emarginata",2,1,18
"530","Ch. florisomnis",2,1,18
"531","E. posticus",8,7,18
"532","H. truncorum",1,2,18
"533","Heriades truncorum",1,1,18
"534","Hoplitis adunca",1,0,18
"535","Hy. communis",2,6,18
"536","Hy. Communis",1,1,18
"537","Hy. taeniolatus",3,3,18
"538","Hy. Taenoliatus",1,2,18
"539","M. apicalis",2,0,18
"540","M. centicularis",2,0,18
"541","M. rotundata",3,4,18
"542","M. timidus",1,2,18
"543","Microdynerus nugdunensis",1,1,18
"544","Microdynerus timidus",1,0,18
"545","O. caerulescens",6,6,18
"546","O. cornuta",7,4,18
"547","O. rufa",9,7,18
"548","O. submicans",5,3,18
"549","Passaloecus spp",4,5,18
"550","Passaloecus spp (suma2)",4,3,18
"551","Pison atrum",1,0,18
"552","Psenulus fuscipennis",5,10,18
"553","Trypoxylon figulus",3,2,18
"554","Trypoxylon figulus (suma 2)",5,1,18
"555","Trypoxylon figulus (suma2)",3,0,18
"556","Trypoxylon figulus(suma2)",2,3,18
"557","Trypoxylon spp (clav+min)(suma2)",1,1,18
"558","Trypoxylon spp (clavicerum+minus)",5,6,18
"559","Ch. campanularum",1,3,19
"560","Ch. emarginata",2,1,19
"561","Ch. florisomnis",2,1,19
"562","E. posticus",8,5,19
"563","H. truncorum",1,2,19
"564","Heriades truncorum",1,1,19
"565","Hoplitis adunca",1,0,19
"566","Hy. communis",2,3,19
"567","Hy. Communis",1,0,19
"568","Hy. taeniolatus",3,5,19
"569","Hy. Taenoliatus",1,0,19
"570","M. apicalis",2,1,19
"571","M. centicularis",2,1,19
"572","M. rotundata",3,0,19
"573","M. timidus",1,1,19
"574","Microdynerus nugdunensis",1,1,19
"575","Microdynerus timidus",1,0,19
"576","O. caerulescens",6,6,19
"577","O. cornuta",7,9,19
"578","O. rufa",9,11,19
"579","O. submicans",5,3,19
"580","Passaloecus spp",4,6,19
"581","Passaloecus spp (suma2)",4,3,19
"582","Pison atrum",1,1,19
"583","Psenulus fuscipennis",5,6,19
"584","Trypoxylon figulus",3,5,19
"585","Trypoxylon figulus (suma 2)",5,3,19
"586","Trypoxylon figulus (suma2)",3,1,19
"587","Trypoxylon figulus(suma2)",2,4,19
"588","Trypoxylon spp (clav+min)(suma2)",1,1,19
"589","Trypoxylon spp (clavicerum+minus)",5,7,19
"590","Ch. campanularum",1,3,20
"591","Ch. emarginata",2,2,20
"592","Ch. florisomnis",2,3,20
"593","E. posticus",8,7,20
"594","H. truncorum",1,0,20
"595","Heriades truncorum",1,4,20
"596","Hoplitis adunca",1,3,20
"597","Hy. communis",2,6,20
"598","Hy. Communis",1,4,20
"599","Hy. taeniolatus",3,5,20
"600","Hy. Taenoliatus",1,0,20
"601","M. apicalis",2,1,20
"602","M. centicularis",2,0,20
"603","M. rotundata",3,5,20
"604","M. timidus",1,0,20
"605","Microdynerus nugdunensis",1,0,20
"606","Microdynerus timidus",1,3,20
"607","O. caerulescens",6,6,20
"608","O. cornuta",7,4,20
"609","O. rufa",9,9,20
"610","O. submicans",5,3,20
"611","Passaloecus spp",4,3,20
"612","Passaloecus spp (suma2)",4,0,20
"613","Pison atrum",1,1,20
"614","Psenulus fuscipennis",5,7,20
"615","Trypoxylon figulus",3,2,20
"616","Trypoxylon figulus (suma 2)",5,2,20
"617","Trypoxylon figulus (suma2)",3,2,20
"618","Trypoxylon figulus(suma2)",2,1,20
"619","Trypoxylon spp (clav+min)(suma2)",1,1,20
"620","Trypoxylon spp (clavicerum+minus)",5,6,20
"621","Ch. campanularum",1,2,21
"622","Ch. emarginata",2,2,21
"623","Ch. florisomnis",2,1,21
"624","E. posticus",8,6,21
"625","H. truncorum",1,2,21
"626","Heriades truncorum",1,1,21
"627","Hoplitis adunca",1,6,21
"628","Hy. communis",2,4,21
"629","Hy. Communis",1,1,21
"630","Hy. taeniolatus",3,5,21
"631","Hy. Taenoliatus",1,1,21
"632","M. apicalis",2,0,21
"633","M. centicularis",2,0,21
"634","M. rotundata",3,3,21
"635","M. timidus",1,3,21
"636","Microdynerus nugdunensis",1,1,21
"637","Microdynerus timidus",1,2,21
"638","O. caerulescens",6,5,21
"639","O. cornuta",7,7,21
"640","O. rufa",9,8,21
"641","O. submicans",5,5,21
"642","Passaloecus spp",4,4,21
"643","Passaloecus spp (suma2)",4,1,21
"644","Pison atrum",1,0,21
"645","Psenulus fuscipennis",5,7,21
"646","Trypoxylon figulus",3,0,21
"647","Trypoxylon figulus (suma 2)",5,3,21
"648","Trypoxylon figulus (suma2)",3,0,21
"649","Trypoxylon figulus(suma2)",2,2,21
"650","Trypoxylon spp (clav+min)(suma2)",1,0,21
"651","Trypoxylon spp (clavicerum+minus)",5,4,21
"652","Ch. campanularum",1,2,22
"653","Ch. emarginata",2,1,22
"654","Ch. florisomnis",2,2,22
"655","E. posticus",8,8,22
"656","H. truncorum",1,0,22
"657","Heriades truncorum",1,2,22
"658","Hoplitis adunca",1,2,22
"659","Hy. communis",2,3,22
"660","Hy. Communis",1,1,22
"661","Hy. taeniolatus",3,6,22
"662","Hy. Taenoliatus",1,1,22
"663","M. apicalis",2,0,22
"664","M. centicularis",2,1,22
"665","M. rotundata",3,2,22
"666","M. timidus",1,0,22
"667","Microdynerus nugdunensis",1,0,22
"668","Microdynerus timidus",1,2,22
"669","O. caerulescens",6,5,22
"670","O. cornuta",7,7,22
"671","O. rufa",9,6,22
"672","O. submicans",5,6,22
"673","Passaloecus spp",4,5,22
"674","Passaloecus spp (suma2)",4,2,22
"675","Pison atrum",1,0,22
"676","Psenulus fuscipennis",5,4,22
"677","Trypoxylon figulus",3,1,22
"678","Trypoxylon figulus (suma 2)",5,2,22
"679","Trypoxylon figulus (suma2)",3,0,22
"680","Trypoxylon figulus(suma2)",2,2,22
"681","Trypoxylon spp (clav+min)(suma2)",1,0,22
"682","Trypoxylon spp (clavicerum+minus)",5,6,22
"683","Ch. campanularum",1,2,23
"684","Ch. emarginata",2,2,23
"685","Ch. florisomnis",2,0,23
"686","E. posticus",8,7,23
"687","H. truncorum",1,1,23
"688","Heriades truncorum",1,4,23
"689","Hoplitis adunca",1,1,23
"690","Hy. communis",2,3,23
"691","Hy. Communis",1,1,23
"692","Hy. taeniolatus",3,7,23
"693","Hy. Taenoliatus",1,2,23
"694","M. apicalis",2,0,23
"695","M. centicularis",2,1,23
"696","M. rotundata",3,3,23
"697","M. timidus",1,1,23
"698","Microdynerus nugdunensis",1,0,23
"699","Microdynerus timidus",1,2,23
"700","O. caerulescens",6,7,23
"701","O. cornuta",7,4,23
"702","O. rufa",9,7,23
"703","O. submicans",5,4,23
"704","Passaloecus spp",4,6,23
"705","Passaloecus spp (suma2)",4,1,23
"706","Pison atrum",1,2,23
"707","Psenulus fuscipennis",5,9,23
"708","Trypoxylon figulus",3,2,23
"709","Trypoxylon figulus (suma 2)",5,0,23
"710","Trypoxylon figulus (suma2)",3,1,23
"711","Trypoxylon figulus(suma2)",2,5,23
"712","Trypoxylon spp (clav+min)(suma2)",1,1,23
"713","Trypoxylon spp (clavicerum+minus)",5,5,23
"714","Ch. campanularum",1,2,24
"715","Ch. emarginata",2,0,24
"716","Ch. florisomnis",2,3,24
"717","E. posticus",8,7,24
"718","H. truncorum",1,2,24
"719","Heriades truncorum",1,4,24
"720","Hoplitis adunca",1,3,24
"721","Hy. communis",2,4,24
"722","Hy. Communis",1,1,24
"723","Hy. taeniolatus",3,6,24
"724","Hy. Taenoliatus",1,2,24
"725","M. apicalis",2,0,24
"726","M. centicularis",2,1,24
