"","species","interactions","outdegree","rep"
"415","Plant-Ech",42,23,9
"416","Plant-Ecy",27,13,9
"417","Plant-Ese",2,10,9
"418","Plant-Evu",3,8,9
"419","Plant-Fve",2,15,9
"420","Plant-Gal",2,4,9
"421","Plant-Ger",14,20,9
"422","Plant-Gtr",6,11,9
"423","Plant-Hgu",1,5,9
"424","Plant-Hie",4,4,9
"425","Plant-Lat",2,5,9
"426","Plant-Lco",13,9,9
"427","Plant-Lin",1,12,9
"428","Plant-Lina",3,8,9
"429","Plant-Lob",2,6,9
"430","Plant-Lst",64,24,9
"431","Plant-Lta",10,7,9
"432","Plant-Lvu",13,9,9
"433","Plant-Pbi",9,20,9
"434","Plant-Pgr",3,6,9
"435","Plant-Rbu",21,20,9
"436","Plant-Sen",4,4,9
"437","Plant-Sho",9,14,9
"438","Plant-Sin",3,15,9
"439","Plant-Soc",21,15,9
"440","Plant-Son",16,19,9
"441","Plant-Svu",2,11,9
"442","Plant-Tar",2,6,9
"443","Plant-Tof",14,18,9
"444","Plant-Tpr",1,14,9
"445","Plant-TvuF",53,28,9
"446","Plant-TvuHF",54,20,9
"447","Plant-Upa",3,9,9
"448","Plant-Vcr",10,6,9
"449","Plant-Vic",1,7,9
"450","Plant-Vpu",8,13,9
"451","Plant-Ain",2,10,10
"452","Plant-Ama",4,8,10
"453","Plant-Ata",1,8,10
"454","Plant-Aza",8,18,10
"455","Plant-Bra",11,18,10
"456","Plant-Cal",47,34,10
"457","Plant-Cem",2,6,10
"458","Plant-Cer",4,5,10
"459","Plant-Cmo",17,11,10
"460","Plant-Cmon",1,9,10
"461","Plant-Csa",111,50,10
"462","Plant-Csc",46,26,10
"463","Plant-Dpe",2,7,10
"464","Plant-Eam",6,4,10
"465","Plant-Ech",42,35,10
"466","Plant-Ecy",27,12,10
"467","Plant-Ese",2,9,10
"468","Plant-Evu",3,2,10
"469","Plant-Fve",2,8,10
"470","Plant-Gal",2,5,10
"471","Plant-Ger",14,22,10
"472","Plant-Gtr",6,12,10
"473","Plant-Hgu",1,6,10
"474","Plant-Hie",4,7,10
"475","Plant-Lat",2,8,10
"476","Plant-Lco",13,17,10
"477","Plant-Lin",1,16,10
"478","Plant-Lina",3,6,10
"479","Plant-Lob",2,9,10
"480","Plant-Lst",64,27,10
"481","Plant-Lta",10,10,10
"482","Plant-Lvu",13,7,10
"483","Plant-Pbi",9,18,10
"484","Plant-Pgr",3,3,10
"485","Plant-Rbu",21,23,10
"486","Plant-Sen",4,2,10
"487","Plant-Sho",9,9,10
"488","Plant-Sin",3,13,10
"489","Plant-Soc",21,16,10
"490","Plant-Son",16,18,10
"491","Plant-Svu",2,11,10
"492","Plant-Tar",2,7,10
"493","Plant-Tof",14,10,10
"494","Plant-Tpr",1,10,10
"495","Plant-TvuF",53,25,10
"496","Plant-TvuHF",54,26,10
"497","Plant-Upa",3,12,10
"498","Plant-Vcr",10,4,10
"499","Plant-Vic",1,4,10
"500","Plant-Vpu",8,16,10
"501","Plant-Ain",2,11,11
"502","Plant-Ama",4,8,11
"503","Plant-Ata",1,9,11
"504","Plant-Aza",8,14,11
"505","Plant-Bra",11,12,11
"506","Plant-Cal",47,28,11
"507","Plant-Cem",2,5,11
"508","Plant-Cer",4,4,11
"509","Plant-Cmo",17,14,11
"510","Plant-Cmon",1,8,11
"511","Plant-Csa",111,54,11
"512","Plant-Csc",46,23,11
"513","Plant-Dpe",2,12,11
"514","Plant-Eam",6,5,11
"515","Plant-Ech",42,29,11
"516","Plant-Ecy",27,11,11
"517","Plant-Ese",2,11,11
"518","Plant-Evu",3,14,11
"519","Plant-Fve",2,15,11
"520","Plant-Gal",2,9,11
"521","Plant-Ger",14,21,11
"522","Plant-Gtr",6,6,11
"523","Plant-Hgu",1,8,11
"524","Plant-Hie",4,2,11
"525","Plant-Lat",2,6,11
"526","Plant-Lco",13,15,11
"527","Plant-Lin",1,10,11
"528","Plant-Lina",3,7,11
"529","Plant-Lob",2,6,11
"530","Plant-Lst",64,45,11
"531","Plant-Lta",10,5,11
"532","Plant-Lvu",13,6,11
"533","Plant-Pbi",9,16,11
"534","Plant-Pgr",3,5,11
"535","Plant-Rbu",21,27,11
"536","Plant-Sen",4,8,11
"537","Plant-Sho",9,14,11
"538","Plant-Sin",3,21,11
"539","Plant-Soc",21,15,11
"540","Plant-Son",16,11,11
"541","Plant-Svu",2,14,11
"542","Plant-Tar",2,10,11
"543","Plant-Tof",14,24,11
"544","Plant-Tpr",1,13,11
"545","Plant-TvuF",53,25,11
"546","Plant-TvuHF",54,27,11
"547","Plant-Upa",3,12,11
"548","Plant-Vcr",10,7,11
"549","Plant-Vic",1,8,11
"550","Plant-Vpu",8,11,11
"551","Plant-Ain",2,11,12
"552","Plant-Ama",4,7,12
"553","Plant-Ata",1,7,12
"554","Plant-Aza",8,13,12
"555","Plant-Bra",11,12,12
"556","Plant-Cal",47,30,12
"557","Plant-Cem",2,2,12
"558","Plant-Cer",4,6,12
"559","Plant-Cmo",17,10,12
"560","Plant-Cmon",1,10,12
"561","Plant-Csa",111,56,12
"562","Plant-Csc",46,33,12
"563","Plant-Dpe",2,7,12
"564","Plant-Eam",6,5,12
"565","Plant-Ech",42,27,12
"566","Plant-Ecy",27,14,12
"567","Plant-Ese",2,9,12
"568","Plant-Evu",3,7,12
"569","Plant-Fve",2,12,12
"570","Plant-Gal",2,8,12
"571","Plant-Ger",14,13,12
"572","Plant-Gtr",6,5,12
"573","Plant-Hgu",1,5,12
"574","Plant-Hie",4,3,12
"575","Plant-Lat",2,8,12
"576","Plant-Lco",13,19,12
"577","Plant-Lin",1,13,12
"578","Plant-Lina",3,6,12
"579","Plant-Lob",2,9,12
"580","Plant-Lst",64,33,12
"581","Plant-Lta",10,6,12
"582","Plant-Lvu",13,15,12
"583","Plant-Pbi",9,24,12
"584","Plant-Pgr",3,4,12
"585","Plant-Rbu",21,18,12
"586","Plant-Sen",4,3,12
"587","Plant-Sho",9,8,12
"588","Plant-Sin",3,14,12
"589","Plant-Soc",21,16,12
"590","Plant-Son",16,11,12
"591","Plant-Svu",2,10,12
"592","Plant-Tar",2,7,12
"593","Plant-Tof",14,14,12
"594","Plant-Tpr",1,12,12
"595","Plant-TvuF",53,28,12
"596","Plant-TvuHF",54,20,12
"597","Plant-Upa",3,9,12
"598","Plant-Vcr",10,6,12
"599","Plant-Vic",1,12,12
"600","Plant-Vpu",8,8,12
"601","Plant-Ain",2,10,13
"602","Plant-Ama",4,11,13
"603","Plant-Ata",1,7,13
"604","Plant-Aza",8,11,13
"605","Plant-Bra",11,21,13
"606","Plant-Cal",47,24,13
"607","Plant-Cem",2,8,13
"608","Plant-Cer",4,5,13
"609","Plant-Cmo",17,13,13
"610","Plant-Cmon",1,10,13
"611","Plant-Csa",111,48,13
"612","Plant-Csc",46,26,13
"613","Plant-Dpe",2,9,13
"614","Plant-Eam",6,4,13
"615","Plant-Ech",42,29,13
"616","Plant-Ecy",27,13,13
"617","Plant-Ese",2,8,13
"618","Plant-Evu",3,11,13
"619","Plant-Fve",2,8,13
"620","Plant-Gal",2,7,13
"621","Plant-Ger",14,26,13
"622","Plant-Gtr",6,5,13
"623","Plant-Hgu",1,4,13
"624","Plant-Hie",4,6,13
"625","Plant-Lat",2,6,13
"626","Plant-Lco",13,15,13
"627","Plant-Lin",1,13,13
"628","Plant-Lina",3,10,13
"629","Plant-Lob",2,7,13
"630","Plant-Lst",64,31,13
"631","Plant-Lta",10,8,13
"632","Plant-Lvu",13,13,13
"633","Plant-Pbi",9,21,13
"634","Plant-Pgr",3,6,13
"635","Plant-Rbu",21,28,13
"636","Plant-Sen",4,6,13
"637","Plant-Sho",9,12,13
"638","Plant-Sin",3,22,13
"639","Plant-Soc",21,11,13
"640","Plant-Son",16,14,13
"641","Plant-Svu",2,17,13
"642","Plant-Tar",2,4,13
"643","Plant-Tof",14,20,13
"644","Plant-Tpr",1,5,13
"645","Plant-TvuF",53,32,13
"646","Plant-TvuHF",54,32,13
"647","Plant-Upa",3,13,13
"648","Plant-Vcr",10,4,13
"649","Plant-Vic",1,7,13
"650","Plant-Vpu",8,8,13
"651","Plant-Ain",2,7,14
"652","Plant-Ama",4,8,14
"653","Plant-Ata",1,6,14
"654","Plant-Aza",8,13,14
"655","Plant-Bra",11,8,14
"656","Plant-Cal",47,23,14
"657","Plant-Cem",2,4,14
"658","Plant-Cer",4,4,14
"659","Plant-Cmo",17,13,14
"660","Plant-Cmon",1,7,14
"661","Plant-Csa",111,45,14
"662","Plant-Csc",46,34,14
"663","Plant-Dpe",2,10,14
"664","Plant-Eam",6,6,14
"665","Plant-Ech",42,27,14
"666","Plant-Ecy",27,11,14
"667","Plant-Ese",2,11,14
"668","Plant-Evu",3,8,14
"669","Plant-Fve",2,10,14
"670","Plant-Gal",2,5,14
"671","Plant-Ger",14,25,14
"672","Plant-Gtr",6,10,14
"673","Plant-Hgu",1,6,14
"674","Plant-Hie",4,3,14
"675","Plant-Lat",2,3,14
"676","Plant-Lco",13,17,14
"677","Plant-Lin",1,14,14
"678","Plant-Lina",3,8,14
"679","Plant-Lob",2,7,14
"680","Plant-Lst",64,31,14
"681","Plant-Lta",10,9,14
"682","Plant-Lvu",13,12,14
"683","Plant-Pbi",9,26,14
"684","Plant-Pgr",3,3,14
"685","Plant-Rbu",21,27,14
"686","Plant-Sen",4,5,14
"687","Plant-Sho",9,13,14
"688","Plant-Sin",3,21,14
"689","Plant-Soc",21,19,14
"690","Plant-Son",16,12,14
"691","Plant-Svu",2,16,14
"692","Plant-Tar",2,9,14
"693","Plant-Tof",14,21,14
"694","Plant-Tpr",1,9,14
"695","Plant-TvuF",53,32,14
"696","Plant-TvuHF",54,25,14
"697","Plant-Upa",3,8,14
"698","Plant-Vcr",10,13,14
"699","Plant-Vic",1,9,14
"700","Plant-Vpu",8,12,14
"701","Plant-Ain",2,10,15
"702","Plant-Ama",4,9,15
"703","Plant-Ata",1,11,15
"704","Plant-Aza",8,16,15
"705","Plant-Bra",11,16,15
"706","Plant-Cal",47,31,15
"707","Plant-Cem",2,6,15
"708","Plant-Cer",4,6,15
"709","Plant-Cmo",17,15,15
"710","Plant-Cmon",1,7,15
"711","Plant-Csa",111,50,15
"712","Plant-Csc",46,35,15
"713","Plant-Dpe",2,7,15
"714","Plant-Eam",6,5,15
"715","Plant-Ech",42,31,15
"716","Plant-Ecy",27,14,15
"717","Plant-Ese",2,8,15
"718","Plant-Evu",3,5,15
"719","Plant-Fve",2,13,15
"720","Plant-Gal",2,7,15
"721","Plant-Ger",14,18,15
"722","Plant-Gtr",6,10,15
"723","Plant-Hgu",1,4,15
"724","Plant-Hie",4,3,15
"725","Plant-Lat",2,7,15
"726","Plant-Lco",13,21,15
"727","Plant-Lin",1,11,15
"728","Plant-Lina",3,11,15
"729","Plant-Lob",2,8,15
"730","Plant-Lst",64,24,15
"731","Plant-Lta",10,6,15
"732","Plant-Lvu",13,9,15
"733","Plant-Pbi",9,17,15
"734","Plant-Pgr",3,6,15
"735","Plant-Rbu",21,16,15
"736","Plant-Sen",4,6,15
"737","Plant-Sho",9,14,15
"738","Plant-Sin",3,18,15
"739","Plant-Soc",21,19,15
"740","Plant-Son",16,8,15
"741","Plant-Svu",2,15,15
"742","Plant-Tar",2,7,15
"743","Plant-Tof",14,21,15
"744","Plant-Tpr",1,7,15
"745","Plant-TvuF",53,27,15
"746","Plant-TvuHF",54,30,15
"747","Plant-Upa",3,8,15
"748","Plant-Vcr",10,12,15
"749","Plant-Vic",1,11,15
"750","Plant-Vpu",8,13,15
"751","Plant-Ain",2,9,16
"752","Plant-Ama",4,9,16
"753","Plant-Ata",1,9,16
"754","Plant-Aza",8,11,16
"755","Plant-Bra",11,11,16
"756","Plant-Cal",47,24,16
"757","Plant-Cem",2,8,16
"758","Plant-Cer",4,6,16
"759","Plant-Cmo",17,14,16
"760","Plant-Cmon",1,7,16
"761","Plant-Csa",111,64,16
"762","Plant-Csc",46,21,16
"763","Plant-Dpe",2,6,16
"764","Plant-Eam",6,5,16
"765","Plant-Ech",42,25,16
"766","Plant-Ecy",27,9,16
"767","Plant-Ese",2,12,16
"768","Plant-Evu",3,9,16
"769","Plant-Fve",2,9,16
"770","Plant-Gal",2,6,16
"771","Plant-Ger",14,16,16
"772","Plant-Gtr",6,11,16
"773","Plant-Hgu",1,5,16
"774","Plant-Hie",4,9,16
"775","Plant-Lat",2,10,16
"776","Plant-Lco",13,18,16
"777","Plant-Lin",1,12,16
"778","Plant-Lina",3,7,16
"779","Plant-Lob",2,9,16
"780","Plant-Lst",64,22,16
"781","Plant-Lta",10,7,16
"782","Plant-Lvu",13,9,16
"783","Plant-Pbi",9,19,16
"784","Plant-Pgr",3,6,16
"785","Plant-Rbu",21,19,16
"786","Plant-Sen",4,5,16
"787","Plant-Sho",9,16,16
"788","Plant-Sin",3,18,16
"789","Plant-Soc",21,23,16
"790","Plant-Son",16,19,16
"791","Plant-Svu",2,16,16
"792","Plant-Tar",2,5,16
"793","Plant-Tof",14,20,16
"794","Plant-Tpr",1,15,16
"795","Plant-TvuF",53,29,16
"796","Plant-TvuHF",54,19,16
"797","Plant-Upa",3,13,16
"798","Plant-Vcr",10,6,16
"799","Plant-Vic",1,9,16
"800","Plant-Vpu",8,15,16
"801","Plant-Ain",2,8,17
"802","Plant-Ama",4,6,17
"803","Plant-Ata",1,10,17
"804","Plant-Aza",8,13,17
"805","Plant-Bra",11,18,17
"806","Plant-Cal",47,20,17
"807","Plant-Cem",2,4,17
