"","species","interactions","outdegree","rep"
"363","Linum.stricticum",11,13,9
"364","Muscari.neglectum",16,17,9
"365","Ononis.minutissima",35,39,9
"366","Orobanche.latisquama",12,15,9
"367","Phlomis.lychnitis",19,10,9
"368","Potentilla.sp.",1,9,9
"369","Psoralera.bituminosa",1,7,9
"370","Ranunculus.gramineus",26,17,9
"371","Rosmarinus.officinalis",67,32,9
"372","Scorpiurus.muricatus",23,23,9
"373","Sedum.sediforme",11,15,9
"374","Sideritis.hirsuta",22,9,9
"375","Teucrium.chamaedrys",35,11,9
"376","Thesium.divaricatum",3,19,9
"377","Thymus.vulgaris",70,39,9
"378","Viccia.cracca",3,13,9
"379","Allium.sphaerocephalon",31,20,10
"380","Anagallis.arvensis",22,21,10
"381","Aphyllanthes.monspeliensis",6,33,10
"382","Argyrolobium.zanonii",3,26,10
"383","Biscutella.laevigata",63,37,10
"384","Centaurea.linifolia.",43,28,10
"385","Centaurea.montana.ssp..semidecurrens",32,17,10
"386","Cistus.albidus",66,31,10
"387","Cistus.monspeliensis",8,11,10
"388","Cistus.salviifolius",64,25,10
"389","Convolvulus.lanuginosus",32,24,10
"390","Dorycnium.hirsutum",33,15,10
"391","Dorycnium.pentaphyllum",27,37,10
"392","Echium.vulgare",9,11,10
"393","Erica.multiflora",1,19,10
"394","Euphorbia.characias",7,21,10
"395","Euphorbia.flavicoma",47,36,10
"396","Fumana.ericifolia",7,26,10
"397","Fumana.laevipes",4,23,10
"398","Fumana.laevis",4,26,10
"399","Galium.aparine",34,25,10
"400","Gladiolus.illyricus",24,33,10
"401","Helianthemum.oelandicum.spp.italicum",17,30,10
"402","Helichrysum.stoechas",2,14,10
"403","Hypericum.perforatum",4,13,10
"404","Leuzea.conifera",22,17,10
"405","Linum.stricticum",11,5,10
"406","Muscari.neglectum",16,14,10
"407","Ononis.minutissima",35,33,10
"408","Orobanche.latisquama",12,10,10
"409","Phlomis.lychnitis",19,17,10
"410","Potentilla.sp.",1,9,10
"411","Psoralera.bituminosa",1,13,10
"412","Ranunculus.gramineus",26,13,10
"413","Rosmarinus.officinalis",67,32,10
"414","Scorpiurus.muricatus",23,30,10
"415","Sedum.sediforme",11,19,10
"416","Sideritis.hirsuta",22,7,10
"417","Teucrium.chamaedrys",35,20,10
"418","Thesium.divaricatum",3,14,10
"419","Thymus.vulgaris",70,38,10
"420","Viccia.cracca",3,15,10
"421","Allium.sphaerocephalon",31,20,11
"422","Anagallis.arvensis",22,17,11
"423","Aphyllanthes.monspeliensis",6,33,11
"424","Argyrolobium.zanonii",3,32,11
"425","Biscutella.laevigata",63,22,11
"426","Centaurea.linifolia.",43,33,11
"427","Centaurea.montana.ssp..semidecurrens",32,8,11
"428","Cistus.albidus",66,28,11
"429","Cistus.monspeliensis",8,18,11
"430","Cistus.salviifolius",64,27,11
"431","Convolvulus.lanuginosus",32,17,11
"432","Dorycnium.hirsutum",33,13,11
"433","Dorycnium.pentaphyllum",27,41,11
"434","Echium.vulgare",9,11,11
"435","Erica.multiflora",1,17,11
"436","Euphorbia.characias",7,31,11
"437","Euphorbia.flavicoma",47,37,11
"438","Fumana.ericifolia",7,28,11
"439","Fumana.laevipes",4,22,11
"440","Fumana.laevis",4,22,11
"441","Galium.aparine",34,27,11
"442","Gladiolus.illyricus",24,36,11
"443","Helianthemum.oelandicum.spp.italicum",17,30,11
"444","Helichrysum.stoechas",2,16,11
"445","Hypericum.perforatum",4,7,11
"446","Leuzea.conifera",22,15,11
"447","Linum.stricticum",11,7,11
"448","Muscari.neglectum",16,21,11
"449","Ononis.minutissima",35,29,11
"450","Orobanche.latisquama",12,20,11
"451","Phlomis.lychnitis",19,12,11
"452","Potentilla.sp.",1,18,11
"453","Psoralera.bituminosa",1,15,11
"454","Ranunculus.gramineus",26,20,11
"455","Rosmarinus.officinalis",67,32,11
"456","Scorpiurus.muricatus",23,21,11
"457","Sedum.sediforme",11,17,11
"458","Sideritis.hirsuta",22,13,11
"459","Teucrium.chamaedrys",35,21,11
"460","Thesium.divaricatum",3,12,11
"461","Thymus.vulgaris",70,39,11
"462","Viccia.cracca",3,11,11
"463","Allium.sphaerocephalon",31,18,12
"464","Anagallis.arvensis",22,25,12
"465","Aphyllanthes.monspeliensis",6,34,12
"466","Argyrolobium.zanonii",3,30,12
"467","Biscutella.laevigata",63,33,12
"468","Centaurea.linifolia.",43,23,12
"469","Centaurea.montana.ssp..semidecurrens",32,13,12
"470","Cistus.albidus",66,22,12
"471","Cistus.monspeliensis",8,17,12
"472","Cistus.salviifolius",64,24,12
"473","Convolvulus.lanuginosus",32,18,12
"474","Dorycnium.hirsutum",33,22,12
"475","Dorycnium.pentaphyllum",27,32,12
"476","Echium.vulgare",9,12,12
"477","Erica.multiflora",1,11,12
"478","Euphorbia.characias",7,22,12
"479","Euphorbia.flavicoma",47,28,12
"480","Fumana.ericifolia",7,26,12
"481","Fumana.laevipes",4,33,12
"482","Fumana.laevis",4,21,12
"483","Galium.aparine",34,26,12
"484","Gladiolus.illyricus",24,26,12
"485","Helianthemum.oelandicum.spp.italicum",17,22,12
"486","Helichrysum.stoechas",2,24,12
"487","Hypericum.perforatum",4,11,12
"488","Leuzea.conifera",22,16,12
"489","Linum.stricticum",11,13,12
"490","Muscari.neglectum",16,25,12
"491","Ononis.minutissima",35,24,12
"492","Orobanche.latisquama",12,12,12
"493","Phlomis.lychnitis",19,12,12
"494","Potentilla.sp.",1,7,12
"495","Psoralera.bituminosa",1,15,12
"496","Ranunculus.gramineus",26,10,12
"497","Rosmarinus.officinalis",67,36,12
"498","Scorpiurus.muricatus",23,17,12
"499","Sedum.sediforme",11,15,12
"500","Sideritis.hirsuta",22,15,12
"501","Teucrium.chamaedrys",35,27,12
"502","Thesium.divaricatum",3,18,12
"503","Thymus.vulgaris",70,33,12
"504","Viccia.cracca",3,14,12
"505","Allium.sphaerocephalon",31,16,13
"506","Anagallis.arvensis",22,30,13
"507","Aphyllanthes.monspeliensis",6,30,13
"508","Argyrolobium.zanonii",3,35,13
"509","Biscutella.laevigata",63,30,13
"510","Centaurea.linifolia.",43,29,13
"511","Centaurea.montana.ssp..semidecurrens",32,11,13
"512","Cistus.albidus",66,28,13
"513","Cistus.monspeliensis",8,18,13
"514","Cistus.salviifolius",64,36,13
"515","Convolvulus.lanuginosus",32,15,13
"516","Dorycnium.hirsutum",33,25,13
"517","Dorycnium.pentaphyllum",27,33,13
"518","Echium.vulgare",9,11,13
"519","Erica.multiflora",1,20,13
"520","Euphorbia.characias",7,29,13
"521","Euphorbia.flavicoma",47,38,13
"522","Fumana.ericifolia",7,20,13
"523","Fumana.laevipes",4,30,13
"524","Fumana.laevis",4,25,13
"525","Galium.aparine",34,26,13
"526","Gladiolus.illyricus",24,23,13
"527","Helianthemum.oelandicum.spp.italicum",17,33,13
"528","Helichrysum.stoechas",2,20,13
"529","Hypericum.perforatum",4,13,13
"530","Leuzea.conifera",22,23,13
"531","Linum.stricticum",11,13,13
"532","Muscari.neglectum",16,18,13
"533","Ononis.minutissima",35,31,13
"534","Orobanche.latisquama",12,11,13
"535","Phlomis.lychnitis",19,13,13
"536","Potentilla.sp.",1,13,13
"537","Psoralera.bituminosa",1,18,13
"538","Ranunculus.gramineus",26,12,13
"539","Rosmarinus.officinalis",67,38,13
"540","Scorpiurus.muricatus",23,22,13
"541","Sedum.sediforme",11,18,13
"542","Sideritis.hirsuta",22,15,13
"543","Teucrium.chamaedrys",35,23,13
"544","Thesium.divaricatum",3,15,13
"545","Thymus.vulgaris",70,33,13
"546","Viccia.cracca",3,13,13
"547","Allium.sphaerocephalon",31,15,14
"548","Anagallis.arvensis",22,20,14
"549","Aphyllanthes.monspeliensis",6,28,14
"550","Argyrolobium.zanonii",3,33,14
"551","Biscutella.laevigata",63,30,14
"552","Centaurea.linifolia.",43,18,14
"553","Centaurea.montana.ssp..semidecurrens",32,12,14
"554","Cistus.albidus",66,23,14
"555","Cistus.monspeliensis",8,17,14
"556","Cistus.salviifolius",64,31,14
"557","Convolvulus.lanuginosus",32,14,14
"558","Dorycnium.hirsutum",33,17,14
"559","Dorycnium.pentaphyllum",27,25,14
"560","Echium.vulgare",9,10,14
"561","Erica.multiflora",1,16,14
"562","Euphorbia.characias",7,27,14
"563","Euphorbia.flavicoma",47,29,14
"564","Fumana.ericifolia",7,21,14
"565","Fumana.laevipes",4,30,14
"566","Fumana.laevis",4,23,14
"567","Galium.aparine",34,21,14
"568","Gladiolus.illyricus",24,38,14
"569","Helianthemum.oelandicum.spp.italicum",17,38,14
"570","Helichrysum.stoechas",2,17,14
"571","Hypericum.perforatum",4,16,14
"572","Leuzea.conifera",22,17,14
"573","Linum.stricticum",11,11,14
"574","Muscari.neglectum",16,29,14
"575","Ononis.minutissima",35,38,14
"576","Orobanche.latisquama",12,16,14
"577","Phlomis.lychnitis",19,7,14
"578","Potentilla.sp.",1,8,14
"579","Psoralera.bituminosa",1,8,14
"580","Ranunculus.gramineus",26,10,14
"581","Rosmarinus.officinalis",67,35,14
"582","Scorpiurus.muricatus",23,23,14
"583","Sedum.sediforme",11,13,14
"584","Sideritis.hirsuta",22,8,14
"585","Teucrium.chamaedrys",35,26,14
"586","Thesium.divaricatum",3,25,14
"587","Thymus.vulgaris",70,36,14
"588","Viccia.cracca",3,13,14
"589","Allium.sphaerocephalon",31,13,15
"590","Anagallis.arvensis",22,32,15
"591","Aphyllanthes.monspeliensis",6,36,15
"592","Argyrolobium.zanonii",3,30,15
"593","Biscutella.laevigata",63,39,15
"594","Centaurea.linifolia.",43,28,15
"595","Centaurea.montana.ssp..semidecurrens",32,14,15
"596","Cistus.albidus",66,23,15
"597","Cistus.monspeliensis",8,21,15
"598","Cistus.salviifolius",64,25,15
"599","Convolvulus.lanuginosus",32,21,15
"600","Dorycnium.hirsutum",33,13,15
"601","Dorycnium.pentaphyllum",27,31,15
"602","Echium.vulgare",9,10,15
"603","Erica.multiflora",1,22,15
"604","Euphorbia.characias",7,24,15
"605","Euphorbia.flavicoma",47,29,15
"606","Fumana.ericifolia",7,30,15
"607","Fumana.laevipes",4,20,15
"608","Fumana.laevis",4,22,15
"609","Galium.aparine",34,22,15
"610","Gladiolus.illyricus",24,35,15
"611","Helianthemum.oelandicum.spp.italicum",17,29,15
"612","Helichrysum.stoechas",2,24,15
"613","Hypericum.perforatum",4,12,15
"614","Leuzea.conifera",22,16,15
"615","Linum.stricticum",11,8,15
"616","Muscari.neglectum",16,17,15
"617","Ononis.minutissima",35,22,15
"618","Orobanche.latisquama",12,18,15
"619","Phlomis.lychnitis",19,8,15
"620","Potentilla.sp.",1,9,15
"621","Psoralera.bituminosa",1,13,15
"622","Ranunculus.gramineus",26,13,15
"623","Rosmarinus.officinalis",67,40,15
"624","Scorpiurus.muricatus",23,24,15
"625","Sedum.sediforme",11,21,15
"626","Sideritis.hirsuta",22,8,15
"627","Teucrium.chamaedrys",35,21,15
"628","Thesium.divaricatum",3,19,15
"629","Thymus.vulgaris",70,47,15
"630","Viccia.cracca",3,14,15
"631","Allium.sphaerocephalon",31,17,16
"632","Anagallis.arvensis",22,18,16
"633","Aphyllanthes.monspeliensis",6,36,16
"634","Argyrolobium.zanonii",3,26,16
"635","Biscutella.laevigata",63,29,16
"636","Centaurea.linifolia.",43,35,16
"637","Centaurea.montana.ssp..semidecurrens",32,15,16
"638","Cistus.albidus",66,30,16
"639","Cistus.monspeliensis",8,11,16
"640","Cistus.salviifolius",64,25,16
"641","Convolvulus.lanuginosus",32,24,16
"642","Dorycnium.hirsutum",33,22,16
"643","Dorycnium.pentaphyllum",27,23,16
"644","Echium.vulgare",9,10,16
"645","Erica.multiflora",1,24,16
"646","Euphorbia.characias",7,21,16
"647","Euphorbia.flavicoma",47,34,16
"648","Fumana.ericifolia",7,28,16
"649","Fumana.laevipes",4,32,16
"650","Fumana.laevis",4,18,16
"651","Galium.aparine",34,32,16
"652","Gladiolus.illyricus",24,29,16
"653","Helianthemum.oelandicum.spp.italicum",17,26,16
"654","Helichrysum.stoechas",2,20,16
"655","Hypericum.perforatum",4,12,16
"656","Leuzea.conifera",22,21,16
"657","Linum.stricticum",11,14,16
"658","Muscari.neglectum",16,20,16
"659","Ononis.minutissima",35,33,16
"660","Orobanche.latisquama",12,14,16
"661","Phlomis.lychnitis",19,9,16
"662","Potentilla.sp.",1,11,16
"663","Psoralera.bituminosa",1,17,16
"664","Ranunculus.gramineus",26,17,16
"665","Rosmarinus.officinalis",67,38,16
"666","Scorpiurus.muricatus",23,20,16
"667","Sedum.sediforme",11,23,16
"668","Sideritis.hirsuta",22,15,16
"669","Teucrium.chamaedrys",35,25,16
"670","Thesium.divaricatum",3,14,16
"671","Thymus.vulgaris",70,43,16
"672","Viccia.cracca",3,11,16
"673","Allium.sphaerocephalon",31,14,17
"674","Anagallis.arvensis",22,27,17
