"","species","interactions","indegree","rep"
"53","Eucera.(Synhalonia).alternans",1,5,1
"54","Eucera.collaris",7,13,1
"55","Eucera.elongatula",2,8,1
"56","Eucera.nigrilabris",1,4,1
"57","Eucera.taurica",1,6,1
"58","Euchloe.crameri",3,7,1
"59","Eumenes.coarctatus",7,10,1
"60","Eumerus.argyropus",13,17,1
"61","Eupeodes.corollae",5,2,1
"62","Eupeodes.sp1",5,2,1
"63","Gonepteryx.cleopatra",3,8,1
"64","Halictus.fulvipes",3,8,1
"65","Halictus.gemmeus",5,8,1
"66","Halictus.quadricinctus",1,4,1
"67","Halictus.scabiosae",4,7,1
"68","Hemipenthes sp.1",5,6,1
"69","Hoplitis.anthocopoides",1,3,1
"70","Hylaeus.garrulus",1,13,1
"71","Hylaeus.gibbus",1,2,1
"72","Hylaeus.hyalinatus",17,8,1
"73","Hylaeus.taeniolatus",5,4,1
"74","Lasioglossum.albocinctum",13,7,1
"75","Lasioglossum.bimaculatum",29,10,1
"76","Lasioglossum.griseolum",27,7,1
"77","Lasioglossum.ibericum",8,5,1
"78","Lasioglossum.interruptum",7,5,1
"79","Lasioglossum.malachurum",31,11,1
"80","Lasioglossum.mediterraneum",25,13,1
"81","Lasioglossum.morio",19,9,1
"82","Lasioglossum.subhirtum",31,12,1
"83","Lasioglossum.transitorium",30,10,1
"84","Lasiommata.megera",5,7,1
"85","Leptidea.sinapis",1,3,1
"86","Leptochilus.tarsatus",2,8,1
"87","Lobonyx.aeneus",19,10,1
"88","Megachile.pyrenaica",4,10,1
"89","Melanargia.occitanica",4,6,1
"90","Meligethes.sp1",10,12,1
"91","Merodon.funestus",11,13,1
"92","Merodon.obscuritarsis",4,5,1
"93","Merodon.sp7/9",2,7,1
"94","Microhoria.plumbea",1,8,1
"95","Minoa.murinata",6,7,1
"96","Mordellistena.sp1",10,11,1
"97","Mordellistena.sp4",5,9,1
"98","Nomada.dicrepans",1,4,1
"99","Nomada.flavoguttata",3,7,1
"100","Nomada.hispanica",3,2,1
"101","Nomada.sheppardana",2,6,1
"102","Normannia.esculi",2,6,1
"103","Oedemera.flavipes",24,15,1
"104","Osmia.gallarum",13,12,1
"105","Osmia.melanogaster/leaiana",7,7,1
"106","Osmia.nasoproducta",2,4,1
"107","Osmia.rufohirta",20,10,1
"108","Osmia.tricornis",4,12,1
"109","Oxythyrea.funesta",11,9,1
"110","Panurgus.dentipes",1,9,1
"111","Pieris.rapae",2,3,1
"112","Platynochaetus.setosus",10,13,1
"113","Plebejus.argus",1,1,1
"114","Polistes.dominulus",19,14,1
"115","Polydrosus.sp1",1,4,1
"116","Pompilidae.sp2",1,3,1
"117","Priocnemis.sp1",1,4,1
"118","Protosmia.exenterata",15,11,1
"119","Psilothrix.viridicoerulea",1,7,1
"120","Pyronia.bathseba",11,9,1
"121","Rhodanthidium.septemdentatum",16,19,1
"122","Rhodanthidium.sticticum",25,12,1
"123","Scaeva.pyvastri",6,3,1
"124","Scolia.hirta",1,2,1
"125","Smaragdina.diversipes",1,5,1
"126","Spermophagus.kuesteri",1,5,1
"127","Spermophagus.sp1",4,5,1
"128","Sphaerophoria.scripta",3,4,1
"129","Sphecodes.pseudofasciatus",2,3,1
"130","Sphecodes.puncticeps",3,2,1
"131","Sphecodes.ruficrus",3,3,1
"132","Sphecodes.sp4",2,2,1
"133","Stenurella.melanura",8,6,1
"134","Stenurella.nigra",1,4,1
"135","Tenthredopsis.cabrerae",1,4,1
"136","Tropinota.sp1",4,2,1
"137","Tropinota.squalida",4,6,1
"138","Trypoxylon.sp1",2,8,1
"139","Xylocopa.violacea",1,3,1
"140","Zerynthia.rumina",1,7,1
"141","Zygaena.sp1",3,4,1
"142","Acmaeodera.cylindrica",8,7,2
"143","Adelidae.sp1",8,7,2
"144","Amegilla.quadrifasciata",1,1,2
"145","Anaspis.sp1",14,10,2
"146","Ancistrocerus.biphaleratus",3,6,2
"147","Andrena.angustior",3,10,2
"148","Andrena.djelfensis",8,11,2
"149","Andrena.flavipes",1,7,2
"150","Andrena.labialis",4,4,2
"151","Andrena.lepida",2,11,2
"152","Andrena.limata",3,6,2
"153","Andrena.nigroaenea",11,9,2
"154","Andrena.nigroolivacea",1,3,2
"155","Andrena.senecionis",9,14,2
"156","Andrena.trimmerana",1,3,2
"157","Andrena.vulpecula",4,8,2
"158","Anthaxia.millefolii",10,11,2
"159","Anthaxia.scutullaris",7,16,2
"160","Anthaxia.spinolae",8,7,2
"161","Anthocharis.euphenoides",3,8,2
"162","Anthophora.acervorum",9,10,2
"163","Anthophora.dispar",4,9,2
"164","Anthrenus.sp1",6,10,2
"165","Apion.sp2",1,3,2
"166","Apis.mellifera",26,10,2
"167","Aplocnemus.calidus",13,13,2
"168","Athalia.bicolor",1,5,2
"169","Athalia.sp1",1,7,2
"170","Attagenus.sp1",1,6,2
"171","Attalus.pictus",2,1,2
"172","Bombus.pascuorum",1,1,2
"173","Bombus.terrestris",20,13,2
"174","Bruchidius.obscuripes",3,2,2
"175","Bruchidius.pusillus",4,2,2
"176","Bruchidius.seminarius",5,4,2
"177","Bruchidius.sp3",5,6,2
"178","Bruchidius.villosus",4,1,2
"179","Bruchus.brachialis",9,5,2
"180","Bruchus.viciae",9,6,2
"181","Bruchus.villosus",3,2,2
"182","Callophrys.rubi",2,11,2
"183","Ceratina.cucurbitina",14,7,2
"184","Ceratina.cyanea",6,4,2
"185","Chryptocephalus.ramburi",2,7,2
"186","Chrysotoxum.cautum",6,9,2
"187","Clanoptilus.abdominalis",1,7,2
"188","Clytra.quadripunctata",2,4,2
"189","Clytus.rhamni",11,10,2
"190","Coenonympha.pamphilus",2,6,2
"191","Danacea.longiceps",14,14,2
"192","Dasytes.nigroaeneus",23,8,2
"193","Eristalis.tenax",6,10,2
"194","Eucera.(Synhalonia).alternans",1,3,2
"195","Eucera.collaris",7,12,2
"196","Eucera.elongatula",2,6,2
"197","Eucera.nigrilabris",1,3,2
"198","Eucera.taurica",1,5,2
"199","Euchloe.crameri",3,10,2
"200","Eumenes.coarctatus",7,5,2
"201","Eumerus.argyropus",13,9,2
"202","Eupeodes.corollae",5,4,2
"203","Eupeodes.sp1",5,2,2
"204","Gonepteryx.cleopatra",3,9,2
"205","Halictus.fulvipes",3,1,2
"206","Halictus.gemmeus",5,5,2
"207","Halictus.quadricinctus",1,5,2
"208","Halictus.scabiosae",4,5,2
"209","Hemipenthes sp.1",5,5,2
"210","Hoplitis.anthocopoides",1,5,2
"211","Hylaeus.garrulus",1,9,2
"212","Hylaeus.gibbus",1,1,2
"213","Hylaeus.hyalinatus",17,7,2
"214","Hylaeus.taeniolatus",5,1,2
"215","Lasioglossum.albocinctum",13,16,2
"216","Lasioglossum.bimaculatum",29,12,2
"217","Lasioglossum.griseolum",27,9,2
"218","Lasioglossum.ibericum",8,3,2
"219","Lasioglossum.interruptum",7,5,2
"220","Lasioglossum.malachurum",31,8,2
"221","Lasioglossum.mediterraneum",25,13,2
"222","Lasioglossum.morio",19,10,2
"223","Lasioglossum.subhirtum",31,16,2
"224","Lasioglossum.transitorium",30,15,2
"225","Lasiommata.megera",5,11,2
"226","Leptidea.sinapis",1,3,2
"227","Leptochilus.tarsatus",2,7,2
"228","Lobonyx.aeneus",19,8,2
"229","Megachile.pyrenaica",4,9,2
"230","Melanargia.occitanica",4,4,2
"231","Meligethes.sp1",10,11,2
"232","Merodon.funestus",11,12,2
"233","Merodon.obscuritarsis",4,7,2
"234","Merodon.sp7/9",2,5,2
"235","Microhoria.plumbea",1,5,2
"236","Minoa.murinata",6,10,2
"237","Mordellistena.sp1",10,9,2
"238","Mordellistena.sp4",5,7,2
"239","Nomada.dicrepans",1,5,2
"240","Nomada.flavoguttata",3,3,2
"241","Nomada.hispanica",3,9,2
"242","Nomada.sheppardana",2,12,2
"243","Normannia.esculi",2,8,2
"244","Oedemera.flavipes",24,9,2
"245","Osmia.gallarum",13,9,2
"246","Osmia.melanogaster/leaiana",7,10,2
"247","Osmia.nasoproducta",2,4,2
"248","Osmia.rufohirta",20,14,2
"249","Osmia.tricornis",4,8,2
"250","Oxythyrea.funesta",11,10,2
"251","Panurgus.dentipes",1,9,2
"252","Pieris.rapae",2,4,2
"253","Platynochaetus.setosus",10,15,2
"254","Plebejus.argus",1,5,2
"255","Polistes.dominulus",19,11,2
"256","Polydrosus.sp1",1,3,2
"257","Pompilidae.sp2",1,1,2
"258","Priocnemis.sp1",1,5,2
"259","Protosmia.exenterata",15,12,2
"260","Psilothrix.viridicoerulea",1,8,2
"261","Pyronia.bathseba",11,8,2
"262","Rhodanthidium.septemdentatum",16,10,2
"263","Rhodanthidium.sticticum",25,10,2
"264","Scaeva.pyvastri",6,5,2
"265","Scolia.hirta",1,2,2
"266","Smaragdina.diversipes",1,5,2
"267","Spermophagus.kuesteri",1,6,2
"268","Spermophagus.sp1",4,1,2
"269","Sphaerophoria.scripta",3,5,2
"270","Sphecodes.pseudofasciatus",2,3,2
"271","Sphecodes.puncticeps",3,5,2
"272","Sphecodes.ruficrus",3,3,2
"273","Sphecodes.sp4",2,5,2
"274","Stenurella.melanura",8,15,2
"275","Stenurella.nigra",1,4,2
"276","Tenthredopsis.cabrerae",1,4,2
"277","Tropinota.sp1",4,15,2
"278","Tropinota.squalida",4,8,2
"279","Trypoxylon.sp1",2,8,2
"280","Xylocopa.violacea",1,2,2
"281","Zerynthia.rumina",1,3,2
"282","Zygaena.sp1",3,6,2
"283","Acmaeodera.cylindrica",8,18,3
"284","Adelidae.sp1",8,12,3
"285","Amegilla.quadrifasciata",1,1,3
"286","Anaspis.sp1",14,8,3
"287","Ancistrocerus.biphaleratus",3,3,3
"288","Andrena.angustior",3,7,3
"289","Andrena.djelfensis",8,9,3
"290","Andrena.flavipes",1,3,3
"291","Andrena.labialis",4,3,3
"292","Andrena.lepida",2,11,3
"293","Andrena.limata",3,3,3
"294","Andrena.nigroaenea",11,13,3
"295","Andrena.nigroolivacea",1,4,3
"296","Andrena.senecionis",9,12,3
"297","Andrena.trimmerana",1,3,3
"298","Andrena.vulpecula",4,11,3
"299","Anthaxia.millefolii",10,11,3
"300","Anthaxia.scutullaris",7,14,3
"301","Anthaxia.spinolae",8,10,3
"302","Anthocharis.euphenoides",3,5,3
"303","Anthophora.acervorum",9,6,3
"304","Anthophora.dispar",4,12,3
"305","Anthrenus.sp1",6,10,3
"306","Apion.sp2",1,3,3
"307","Apis.mellifera",26,13,3
"308","Aplocnemus.calidus",13,7,3
"309","Athalia.bicolor",1,6,3
"310","Athalia.sp1",1,5,3
"311","Attagenus.sp1",1,5,3
"312","Attalus.pictus",2,2,3
"313","Bombus.pascuorum",1,2,3
"314","Bombus.terrestris",20,10,3
"315","Bruchidius.obscuripes",3,2,3
"316","Bruchidius.pusillus",4,4,3
"317","Bruchidius.seminarius",5,7,3
"318","Bruchidius.sp3",5,3,3
"319","Bruchidius.villosus",4,1,3
"320","Bruchus.brachialis",9,7,3
"321","Bruchus.viciae",9,2,3
"322","Bruchus.villosus",3,3,3
"323","Callophrys.rubi",2,7,3
"324","Ceratina.cucurbitina",14,5,3
"325","Ceratina.cyanea",6,4,3
"326","Chryptocephalus.ramburi",2,9,3
"327","Chrysotoxum.cautum",6,12,3
"328","Clanoptilus.abdominalis",1,10,3
"329","Clytra.quadripunctata",2,6,3
"330","Clytus.rhamni",11,5,3
"331","Coenonympha.pamphilus",2,7,3
"332","Danacea.longiceps",14,12,3
"333","Dasytes.nigroaeneus",23,19,3
"334","Eristalis.tenax",6,8,3
"335","Eucera.(Synhalonia).alternans",1,8,3
"336","Eucera.collaris",7,12,3
"337","Eucera.elongatula",2,7,3
"338","Eucera.nigrilabris",1,2,3
"339","Eucera.taurica",1,1,3
"340","Euchloe.crameri",3,8,3
"341","Eumenes.coarctatus",7,4,3
"342","Eumerus.argyropus",13,11,3
"343","Eupeodes.corollae",5,1,3
"344","Eupeodes.sp1",5,2,3
"345","Gonepteryx.cleopatra",3,9,3
"346","Halictus.fulvipes",3,2,3
"347","Halictus.gemmeus",5,11,3
"348","Halictus.quadricinctus",1,4,3
"349","Halictus.scabiosae",4,8,3
"350","Hemipenthes sp.1",5,3,3
"351","Hoplitis.anthocopoides",1,2,3
"352","Hylaeus.garrulus",1,5,3
"353","Hylaeus.gibbus",1,1,3
"354","Hylaeus.hyalinatus",17,7,3
"355","Hylaeus.taeniolatus",5,4,3
"356","Lasioglossum.albocinctum",13,7,3
"357","Lasioglossum.bimaculatum",29,9,3
"358","Lasioglossum.griseolum",27,10,3
"359","Lasioglossum.ibericum",8,4,3
"360","Lasioglossum.interruptum",7,1,3
"361","Lasioglossum.malachurum",31,9,3
"362","Lasioglossum.mediterraneum",25,14,3
"363","Lasioglossum.morio",19,8,3
"364","Lasioglossum.subhirtum",31,9,3
"365","Lasioglossum.transitorium",30,11,3
"366","Lasiommata.megera",5,9,3
"367","Leptidea.sinapis",1,7,3
"368","Leptochilus.tarsatus",2,5,3
"369","Lobonyx.aeneus",19,15,3
"370","Megachile.pyrenaica",4,11,3
"371","Melanargia.occitanica",4,7,3
"372","Meligethes.sp1",10,15,3
"373","Merodon.funestus",11,13,3
"374","Merodon.obscuritarsis",4,9,3
"375","Merodon.sp7/9",2,9,3
"376","Microhoria.plumbea",1,3,3
"377","Minoa.murinata",6,5,3
"378","Mordellistena.sp1",10,12,3
"379","Mordellistena.sp4",5,11,3
"380","Nomada.dicrepans",1,2,3
"381","Nomada.flavoguttata",3,1,3
"382","Nomada.hispanica",3,7,3
"383","Nomada.sheppardana",2,5,3
"384","Normannia.esculi",2,6,3
"385","Oedemera.flavipes",24,7,3
"386","Osmia.gallarum",13,8,3
"387","Osmia.melanogaster/leaiana",7,7,3
"388","Osmia.nasoproducta",2,4,3
"389","Osmia.rufohirta",20,14,3
"390","Osmia.tricornis",4,3,3
"391","Oxythyrea.funesta",11,7,3
"392","Panurgus.dentipes",1,11,3
"393","Pieris.rapae",2,1,3
"394","Platynochaetus.setosus",10,14,3
"395","Plebejus.argus",1,1,3
"396","Polistes.dominulus",19,7,3
"397","Polydrosus.sp1",1,3,3
"398","Pompilidae.sp2",1,2,3
"399","Priocnemis.sp1",1,4,3
"400","Protosmia.exenterata",15,5,3
"401","Psilothrix.viridicoerulea",1,6,3
"402","Pyronia.bathseba",11,14,3
"403","Rhodanthidium.septemdentatum",16,12,3
"404","Rhodanthidium.sticticum",25,8,3
"405","Scaeva.pyvastri",6,1,3
"406","Scolia.hirta",1,4,3
"407","Smaragdina.diversipes",1,2,3
"408","Spermophagus.kuesteri",1,2,3
"409","Spermophagus.sp1",4,7,3
"410","Sphaerophoria.scripta",3,4,3
"411","Sphecodes.pseudofasciatus",2,3,3
"412","Sphecodes.puncticeps",3,2,3
"413","Sphecodes.ruficrus",3,5,3
"414","Sphecodes.sp4",2,2,3
"415","Stenurella.melanura",8,10,3
"416","Stenurella.nigra",1,2,3
"417","Tenthredopsis.cabrerae",1,2,3
"418","Tropinota.sp1",4,11,3
"419","Tropinota.squalida",4,4,3
"420","Trypoxylon.sp1",2,5,3
"421","Xylocopa.violacea",1,5,3
"422","Zerynthia.rumina",1,5,3
"423","Zygaena.sp1",3,8,3
"424","Acmaeodera.cylindrica",8,7,4
"425","Adelidae.sp1",8,10,4
"426","Amegilla.quadrifasciata",1,1,4
"427","Anaspis.sp1",14,10,4
"428","Ancistrocerus.biphaleratus",3,5,4
"429","Andrena.angustior",3,9,4
"430","Andrena.djelfensis",8,12,4
"431","Andrena.flavipes",1,7,4
"432","Andrena.labialis",4,2,4
"433","Andrena.lepida",2,9,4
"434","Andrena.limata",3,4,4
"435","Andrena.nigroaenea",11,10,4
"436","Andrena.nigroolivacea",1,2,4
"437","Andrena.senecionis",9,15,4
"438","Andrena.trimmerana",1,5,4
"439","Andrena.vulpecula",4,8,4
"440","Anthaxia.millefolii",10,9,4
"441","Anthaxia.scutullaris",7,14,4
"442","Anthaxia.spinolae",8,7,4
"443","Anthocharis.euphenoides",3,4,4
"444","Anthophora.acervorum",9,6,4
"445","Anthophora.dispar",4,10,4
"446","Anthrenus.sp1",6,7,4
"447","Apion.sp2",1,4,4
"448","Apis.mellifera",26,9,4
"449","Aplocnemus.calidus",13,10,4
"450","Athalia.bicolor",1,7,4
"451","Athalia.sp1",1,7,4
"452","Attagenus.sp1",1,4,4
"453","Attalus.pictus",2,1,4
"454","Bombus.pascuorum",1,3,4
"455","Bombus.terrestris",20,11,4
"456","Bruchidius.obscuripes",3,1,4
"457","Bruchidius.pusillus",4,3,4
"458","Bruchidius.seminarius",5,6,4
"459","Bruchidius.sp3",5,5,4
"460","Bruchidius.villosus",4,3,4
"461","Bruchus.brachialis",9,1,4
"462","Bruchus.viciae",9,3,4
"463","Bruchus.villosus",3,3,4
"464","Callophrys.rubi",2,6,4
"465","Ceratina.cucurbitina",14,9,4
"466","Ceratina.cyanea",6,4,4
"467","Chryptocephalus.ramburi",2,4,4
"468","Chrysotoxum.cautum",6,13,4
"469","Clanoptilus.abdominalis",1,8,4
"470","Clytra.quadripunctata",2,4,4
"471","Clytus.rhamni",11,11,4
"472","Coenonympha.pamphilus",2,6,4
"473","Danacea.longiceps",14,19,4
"474","Dasytes.nigroaeneus",23,8,4
"475","Eristalis.tenax",6,6,4
"476","Eucera.(Synhalonia).alternans",1,2,4
"477","Eucera.collaris",7,14,4
"478","Eucera.elongatula",2,9,4
"479","Eucera.nigrilabris",1,4,4
"480","Eucera.taurica",1,6,4
"481","Euchloe.crameri",3,7,4
"482","Eumenes.coarctatus",7,4,4
"483","Eumerus.argyropus",13,14,4
"484","Eupeodes.corollae",5,3,4
"485","Eupeodes.sp1",5,1,4
"486","Gonepteryx.cleopatra",3,7,4
"487","Halictus.fulvipes",3,1,4
"488","Halictus.gemmeus",5,12,4
"489","Halictus.quadricinctus",1,2,4
"490","Halictus.scabiosae",4,6,4
"491","Hemipenthes sp.1",5,5,4
"492","Hoplitis.anthocopoides",1,4,4
"493","Hylaeus.garrulus",1,8,4
"494","Hylaeus.gibbus",1,3,4
"495","Hylaeus.hyalinatus",17,8,4
"496","Hylaeus.taeniolatus",5,3,4
"497","Lasioglossum.albocinctum",13,11,4
"498","Lasioglossum.bimaculatum",29,11,4
"499","Lasioglossum.griseolum",27,12,4
"500","Lasioglossum.ibericum",8,2,4
"501","Lasioglossum.interruptum",7,4,4
"502","Lasioglossum.malachurum",31,9,4
"503","Lasioglossum.mediterraneum",25,8,4
"504","Lasioglossum.morio",19,4,4
"505","Lasioglossum.subhirtum",31,5,4
"506","Lasioglossum.transitorium",30,12,4
"507","Lasiommata.megera",5,4,4
"508","Leptidea.sinapis",1,6,4
"509","Leptochilus.tarsatus",2,7,4
"510","Lobonyx.aeneus",19,12,4
"511","Megachile.pyrenaica",4,10,4
"512","Melanargia.occitanica",4,7,4
"513","Meligethes.sp1",10,11,4
"514","Merodon.funestus",11,8,4
"515","Merodon.obscuritarsis",4,5,4
"516","Merodon.sp7/9",2,8,4
"517","Microhoria.plumbea",1,10,4
"518","Minoa.murinata",6,15,4
"519","Mordellistena.sp1",10,11,4
"520","Mordellistena.sp4",5,8,4
"521","Nomada.dicrepans",1,3,4
"522","Nomada.flavoguttata",3,3,4
"523","Nomada.hispanica",3,5,4
"524","Nomada.sheppardana",2,4,4
"525","Normannia.esculi",2,3,4
"526","Oedemera.flavipes",24,9,4
"527","Osmia.gallarum",13,12,4
"528","Osmia.melanogaster/leaiana",7,9,4
"529","Osmia.nasoproducta",2,4,4
"530","Osmia.rufohirta",20,11,4
"531","Osmia.tricornis",4,3,4
"532","Oxythyrea.funesta",11,15,4
"533","Panurgus.dentipes",1,11,4
"534","Pieris.rapae",2,1,4
"535","Platynochaetus.setosus",10,12,4
"536","Plebejus.argus",1,2,4
"537","Polistes.dominulus",19,12,4
"538","Polydrosus.sp1",1,1,4
"539","Pompilidae.sp2",1,4,4
"540","Priocnemis.sp1",1,3,4
"541","Protosmia.exenterata",15,3,4
"542","Psilothrix.viridicoerulea",1,4,4
"543","Pyronia.bathseba",11,14,4
"544","Rhodanthidium.septemdentatum",16,12,4
"545","Rhodanthidium.sticticum",25,12,4
"546","Scaeva.pyvastri",6,5,4
"547","Scolia.hirta",1,3,4
"548","Smaragdina.diversipes",1,5,4
"549","Spermophagus.kuesteri",1,4,4
"550","Spermophagus.sp1",4,3,4
"551","Sphaerophoria.scripta",3,3,4
"552","Sphecodes.pseudofasciatus",2,2,4
"553","Sphecodes.puncticeps",3,5,4
"554","Sphecodes.ruficrus",3,4,4
"555","Sphecodes.sp4",2,4,4
"556","Stenurella.melanura",8,4,4
"557","Stenurella.nigra",1,1,4
"558","Tenthredopsis.cabrerae",1,6,4
"559","Tropinota.sp1",4,3,4
"560","Tropinota.squalida",4,8,4
"561","Trypoxylon.sp1",2,12,4
"562","Xylocopa.violacea",1,2,4
"563","Zerynthia.rumina",1,4,4
"564","Zygaena.sp1",3,5,4
"565","Acmaeodera.cylindrica",8,9,5
"566","Adelidae.sp1",8,13,5
"567","Amegilla.quadrifasciata",1,3,5
"568","Anaspis.sp1",14,12,5
"569","Ancistrocerus.biphaleratus",3,2,5
"570","Andrena.angustior",3,10,5
"571","Andrena.djelfensis",8,11,5
"572","Andrena.flavipes",1,14,5
"573","Andrena.labialis",4,3,5
"574","Andrena.lepida",2,7,5
"575","Andrena.limata",3,3,5
"576","Andrena.nigroaenea",11,14,5
"577","Andrena.nigroolivacea",1,2,5
"578","Andrena.senecionis",9,13,5
"579","Andrena.trimmerana",1,1,5
"580","Andrena.vulpecula",4,12,5
"581","Anthaxia.millefolii",10,6,5
"582","Anthaxia.scutullaris",7,11,5
"583","Anthaxia.spinolae",8,8,5
"584","Anthocharis.euphenoides",3,8,5
"585","Anthophora.acervorum",9,8,5
"586","Anthophora.dispar",4,7,5
"587","Anthrenus.sp1",6,10,5
"588","Apion.sp2",1,2,5
"589","Apis.mellifera",26,10,5
"590","Aplocnemus.calidus",13,10,5
"591","Athalia.bicolor",1,13,5
"592","Athalia.sp1",1,2,5
"593","Attagenus.sp1",1,9,5
"594","Attalus.pictus",2,1,5
"595","Bombus.pascuorum",1,3,5
"596","Bombus.terrestris",20,8,5
"597","Bruchidius.obscuripes",3,2,5
"598","Bruchidius.pusillus",4,3,5
"599","Bruchidius.seminarius",5,7,5
"600","Bruchidius.sp3",5,2,5
"601","Bruchidius.villosus",4,2,5
"602","Bruchus.brachialis",9,5,5
"603","Bruchus.viciae",9,6,5
"604","Bruchus.villosus",3,2,5
"605","Callophrys.rubi",2,4,5
"606","Ceratina.cucurbitina",14,6,5
"607","Ceratina.cyanea",6,6,5
"608","Chryptocephalus.ramburi",2,4,5
"609","Chrysotoxum.cautum",6,10,5
"610","Clanoptilus.abdominalis",1,8,5
"611","Clytra.quadripunctata",2,2,5
"612","Clytus.rhamni",11,14,5
"613","Coenonympha.pamphilus",2,8,5
"614","Danacea.longiceps",14,8,5
"615","Dasytes.nigroaeneus",23,12,5
"616","Eristalis.tenax",6,4,5
"617","Eucera.(Synhalonia).alternans",1,1,5
"618","Eucera.collaris",7,12,5
"619","Eucera.elongatula",2,7,5
"620","Eucera.nigrilabris",1,1,5
"621","Eucera.taurica",1,3,5
"622","Euchloe.crameri",3,4,5
"623","Eumenes.coarctatus",7,7,5
"624","Eumerus.argyropus",13,13,5
"625","Eupeodes.corollae",5,2,5
"626","Eupeodes.sp1",5,1,5
"627","Gonepteryx.cleopatra",3,4,5
"628","Halictus.fulvipes",3,7,5
"629","Halictus.gemmeus",5,8,5
"630","Halictus.quadricinctus",1,4,5
"631","Halictus.scabiosae",4,7,5
"632","Hemipenthes sp.1",5,4,5
"633","Hoplitis.anthocopoides",1,4,5
"634","Hylaeus.garrulus",1,10,5
"635","Hylaeus.gibbus",1,3,5
"636","Hylaeus.hyalinatus",17,4,5
"637","Hylaeus.taeniolatus",5,6,5
"638","Lasioglossum.albocinctum",13,16,5
"639","Lasioglossum.bimaculatum",29,10,5
"640","Lasioglossum.griseolum",27,6,5
"641","Lasioglossum.ibericum",8,4,5
"642","Lasioglossum.interruptum",7,4,5
"643","Lasioglossum.malachurum",31,14,5
"644","Lasioglossum.mediterraneum",25,9,5
"645","Lasioglossum.morio",19,7,5
"646","Lasioglossum.subhirtum",31,13,5
"647","Lasioglossum.transitorium",30,12,5
"648","Lasiommata.megera",5,8,5
"649","Leptidea.sinapis",1,2,5
"650","Leptochilus.tarsatus",2,6,5
"651","Lobonyx.aeneus",19,12,5
"652","Megachile.pyrenaica",4,9,5
"653","Melanargia.occitanica",4,9,5
"654","Meligethes.sp1",10,10,5
"655","Merodon.funestus",11,13,5
"656","Merodon.obscuritarsis",4,10,5
"657","Merodon.sp7/9",2,6,5
"658","Microhoria.plumbea",1,13,5
"659","Minoa.murinata",6,5,5
"660","Mordellistena.sp1",10,12,5
"661","Mordellistena.sp4",5,10,5
"662","Nomada.dicrepans",1,5,5
"663","Nomada.flavoguttata",3,5,5
"664","Nomada.hispanica",3,1,5
"665","Nomada.sheppardana",2,9,5
"666","Normannia.esculi",2,7,5
"667","Oedemera.flavipes",24,12,5
"668","Osmia.gallarum",13,7,5
"669","Osmia.melanogaster/leaiana",7,8,5
"670","Osmia.nasoproducta",2,3,5
"671","Osmia.rufohirta",20,12,5
"672","Osmia.tricornis",4,9,5
"673","Oxythyrea.funesta",11,17,5
"674","Panurgus.dentipes",1,7,5
"675","Pieris.rapae",2,2,5
"676","Platynochaetus.setosus",10,11,5
"677","Plebejus.argus",1,2,5
"678","Polistes.dominulus",19,6,5
"679","Polydrosus.sp1",1,1,5
"680","Pompilidae.sp2",1,3,5
