"","species","interactions","indegree","rep"
"137","Miltogramma.spp.",4,2,4
"138","Miltogramma.spp..sp1",4,4,4
"139","Miltogramma_sp1",1,1,4
"140","Mutillidae_sp1",1,2,4
"141","Omalus.sp.1",4,3,4
"142","Omalus.sp.2",1,1,4
"143","Omalus_sp1",1,4,4
"144","Pteromalidae_sp1",1,1,4
"145","Sapyga.quinquepunctata",3,3,4
"146","Sapyga_quinquepunctata",4,1,4
"147","Toxophora_sp1",1,4,4
"148","Trichodes.leucopsideus.",4,2,4
"149","Trichodes_leucopsideus",2,2,4
"150","Trichrysis.cyanea",1,2,4
"151","Trogoderma_sp1",3,2,4
"152","Xorides.sp.1",1,4,4
"153","Anthrax.anthrax",8,8,5
"154","Anthrax_anthrax",2,1,5
"155","Anthrax_sp2",1,1,5
"156","Caliphoridae.sp..1",1,1,5
"157","Chaetodactylus_sp1",1,3,5
"158","Chalcis.sp.1",2,4,5
"159","Chalcis_sp1",1,1,5
"160","Chrisis_ignita",1,2,5
"161","Chrysis.ignita",1,1,5
"162","Chrysura_sp1",1,1,5
"163","Coelioxys_echinata",1,1,5
"164","Coelyoxis.echinata",2,2,5
"165","Cystomutilla_sp1",4,2,5
"166","Gasteruption.sp.1",2,1,5
"167","Hedycridium",1,1,5
"168","Hedycridium_sp1",1,1,5
"169","Hybomischos.sp.1",2,3,5
"170","Leucospis.dorsigera",2,1,5
"171","Melittobia.sp.",5,1,5
"172","Melittobia.sp..sp1",9,4,5
"173","Melittobia_sp1",5,4,5
"174","Meloidae_sp1",1,1,5
"175","Miltogramma.spp.",4,6,5
"176","Miltogramma.spp..sp1",4,2,5
"177","Miltogramma_sp1",1,1,5
"178","Mutillidae_sp1",1,2,5
"179","Omalus.sp.1",4,3,5
"180","Omalus.sp.2",1,1,5
"181","Omalus_sp1",1,1,5
"182","Pteromalidae_sp1",1,1,5
"183","Sapyga.quinquepunctata",3,3,5
"184","Sapyga_quinquepunctata",4,2,5
"185","Toxophora_sp1",1,7,5
"186","Trichodes.leucopsideus.",4,4,5
"187","Trichodes_leucopsideus",2,1,5
"188","Trichrysis.cyanea",1,1,5
"189","Trogoderma_sp1",3,2,5
"190","Xorides.sp.1",1,1,5
"191","Anthrax.anthrax",8,6,6
"192","Anthrax_anthrax",2,4,6
"193","Anthrax_sp2",1,3,6
"194","Caliphoridae.sp..1",1,2,6
"195","Chaetodactylus_sp1",1,1,6
"196","Chalcis.sp.1",2,5,6
"197","Chalcis_sp1",1,1,6
"198","Chrisis_ignita",1,4,6
"199","Chrysis.ignita",1,1,6
"200","Chrysura_sp1",1,1,6
"201","Coelioxys_echinata",1,3,6
"202","Coelyoxis.echinata",2,6,6
"203","Cystomutilla_sp1",4,4,6
"204","Gasteruption.sp.1",2,2,6
"205","Hedycridium",1,2,6
"206","Hedycridium_sp1",1,1,6
"207","Hybomischos.sp.1",2,1,6
"208","Leucospis.dorsigera",2,2,6
"209","Melittobia.sp.",5,2,6
"210","Melittobia.sp..sp1",9,4,6
"211","Melittobia_sp1",5,1,6
"212","Meloidae_sp1",1,1,6
"213","Miltogramma.spp.",4,4,6
"214","Miltogramma.spp..sp1",4,3,6
"215","Miltogramma_sp1",1,1,6
"216","Mutillidae_sp1",1,2,6
"217","Omalus.sp.1",4,2,6
"218","Omalus.sp.2",1,3,6
"219","Omalus_sp1",1,2,6
"220","Pteromalidae_sp1",1,1,6
"221","Sapyga.quinquepunctata",3,6,6
"222","Sapyga_quinquepunctata",4,2,6
"223","Toxophora_sp1",1,1,6
"224","Trichodes.leucopsideus.",4,2,6
"225","Trichodes_leucopsideus",2,2,6
"226","Trichrysis.cyanea",1,4,6
"227","Trogoderma_sp1",3,1,6
"228","Xorides.sp.1",1,1,6
"229","Anthrax.anthrax",8,5,7
"230","Anthrax_anthrax",2,2,7
"231","Anthrax_sp2",1,1,7
"232","Caliphoridae.sp..1",1,3,7
"233","Chaetodactylus_sp1",1,1,7
"234","Chalcis.sp.1",2,6,7
"235","Chalcis_sp1",1,2,7
"236","Chrisis_ignita",1,2,7
"237","Chrysis.ignita",1,1,7
"238","Chrysura_sp1",1,2,7
"239","Coelioxys_echinata",1,1,7
"240","Coelyoxis.echinata",2,3,7
"241","Cystomutilla_sp1",4,3,7
"242","Gasteruption.sp.1",2,2,7
"243","Hedycridium",1,1,7
"244","Hedycridium_sp1",1,1,7
"245","Hybomischos.sp.1",2,1,7
"246","Leucospis.dorsigera",2,3,7
"247","Melittobia.sp.",5,2,7
"248","Melittobia.sp..sp1",9,6,7
"249","Melittobia_sp1",5,2,7
"250","Meloidae_sp1",1,1,7
"251","Miltogramma.spp.",4,5,7
"252","Miltogramma.spp..sp1",4,2,7
"253","Miltogramma_sp1",1,3,7
"254","Mutillidae_sp1",1,1,7
"255","Omalus.sp.1",4,3,7
"256","Omalus.sp.2",1,2,7
"257","Omalus_sp1",1,6,7
"258","Pteromalidae_sp1",1,1,7
"259","Sapyga.quinquepunctata",3,3,7
"260","Sapyga_quinquepunctata",4,1,7
"261","Toxophora_sp1",1,2,7
"262","Trichodes.leucopsideus.",4,2,7
"263","Trichodes_leucopsideus",2,1,7
"264","Trichrysis.cyanea",1,1,7
"265","Trogoderma_sp1",3,1,7
"266","Xorides.sp.1",1,1,7
"267","Anthrax.anthrax",8,6,8
"268","Anthrax_anthrax",2,1,8
"269","Anthrax_sp2",1,1,8
"270","Caliphoridae.sp..1",1,3,8
"271","Chaetodactylus_sp1",1,1,8
"272","Chalcis.sp.1",2,3,8
"273","Chalcis_sp1",1,2,8
"274","Chrisis_ignita",1,1,8
"275","Chrysis.ignita",1,1,8
"276","Chrysura_sp1",1,2,8
"277","Coelioxys_echinata",1,2,8
"278","Coelyoxis.echinata",2,2,8
"279","Cystomutilla_sp1",4,6,8
"280","Gasteruption.sp.1",2,1,8
"281","Hedycridium",1,1,8
"282","Hedycridium_sp1",1,3,8
"283","Hybomischos.sp.1",2,1,8
"284","Leucospis.dorsigera",2,2,8
"285","Melittobia.sp.",5,1,8
"286","Melittobia.sp..sp1",9,1,8
"287","Melittobia_sp1",5,4,8
"288","Meloidae_sp1",1,2,8
"289","Miltogramma.spp.",4,4,8
"290","Miltogramma.spp..sp1",4,7,8
"291","Miltogramma_sp1",1,1,8
"292","Mutillidae_sp1",1,3,8
"293","Omalus.sp.1",4,5,8
"294","Omalus.sp.2",1,1,8
"295","Omalus_sp1",1,4,8
"296","Pteromalidae_sp1",1,1,8
"297","Sapyga.quinquepunctata",3,4,8
"298","Sapyga_quinquepunctata",4,1,8
"299","Toxophora_sp1",1,3,8
"300","Trichodes.leucopsideus.",4,4,8
"301","Trichodes_leucopsideus",2,1,8
"302","Trichrysis.cyanea",1,1,8
"303","Trogoderma_sp1",3,1,8
"304","Xorides.sp.1",1,1,8
"305","Anthrax.anthrax",8,8,9
"306","Anthrax_anthrax",2,1,9
"307","Anthrax_sp2",1,1,9
"308","Caliphoridae.sp..1",1,3,9
"309","Chaetodactylus_sp1",1,1,9
"310","Chalcis.sp.1",2,1,9
"311","Chalcis_sp1",1,2,9
"312","Chrisis_ignita",1,5,9
"313","Chrysis.ignita",1,2,9
"314","Chrysura_sp1",1,1,9
"315","Coelioxys_echinata",1,2,9
"316","Coelyoxis.echinata",2,3,9
"317","Cystomutilla_sp1",4,4,9
"318","Gasteruption.sp.1",2,1,9
"319","Hedycridium",1,1,9
"320","Hedycridium_sp1",1,1,9
"321","Hybomischos.sp.1",2,1,9
"322","Leucospis.dorsigera",2,3,9
"323","Melittobia.sp.",5,3,9
"324","Melittobia.sp..sp1",9,1,9
"325","Melittobia_sp1",5,4,9
"326","Meloidae_sp1",1,1,9
"327","Miltogramma.spp.",4,3,9
"328","Miltogramma.spp..sp1",4,9,9
"329","Miltogramma_sp1",1,1,9
"330","Mutillidae_sp1",1,1,9
"331","Omalus.sp.1",4,3,9
"332","Omalus.sp.2",1,4,9
"333","Omalus_sp1",1,3,9
"334","Pteromalidae_sp1",1,1,9
"335","Sapyga.quinquepunctata",3,2,9
"336","Sapyga_quinquepunctata",4,2,9
"337","Toxophora_sp1",1,2,9
"338","Trichodes.leucopsideus.",4,1,9
"339","Trichodes_leucopsideus",2,2,9
"340","Trichrysis.cyanea",1,2,9
"341","Trogoderma_sp1",3,2,9
"342","Xorides.sp.1",1,1,9
"343","Anthrax.anthrax",8,7,10
"344","Anthrax_anthrax",2,1,10
"345","Anthrax_sp2",1,4,10
"346","Caliphoridae.sp..1",1,2,10
"347","Chaetodactylus_sp1",1,1,10
"348","Chalcis.sp.1",2,2,10
"349","Chalcis_sp1",1,1,10
"350","Chrisis_ignita",1,1,10
"351","Chrysis.ignita",1,1,10
"352","Chrysura_sp1",1,3,10
"353","Coelioxys_echinata",1,3,10
"354","Coelyoxis.echinata",2,1,10
"355","Cystomutilla_sp1",4,3,10
"356","Gasteruption.sp.1",2,1,10
"357","Hedycridium",1,2,10
"358","Hedycridium_sp1",1,1,10
"359","Hybomischos.sp.1",2,1,10
"360","Leucospis.dorsigera",2,3,10
"361","Melittobia.sp.",5,1,10
"362","Melittobia.sp..sp1",9,3,10
"363","Melittobia_sp1",5,2,10
"364","Meloidae_sp1",1,1,10
"365","Miltogramma.spp.",4,8,10
"366","Miltogramma.spp..sp1",4,5,10
"367","Miltogramma_sp1",1,1,10
"368","Mutillidae_sp1",1,2,10
"369","Omalus.sp.1",4,5,10
"370","Omalus.sp.2",1,2,10
"371","Omalus_sp1",1,4,10
"372","Pteromalidae_sp1",1,2,10
"373","Sapyga.quinquepunctata",3,1,10
"374","Sapyga_quinquepunctata",4,1,10
"375","Toxophora_sp1",1,3,10
"376","Trichodes.leucopsideus.",4,2,10
"377","Trichodes_leucopsideus",2,1,10
"378","Trichrysis.cyanea",1,1,10
"379","Trogoderma_sp1",3,2,10
"380","Xorides.sp.1",1,1,10
"381","Anthrax.anthrax",8,9,11
"382","Anthrax_anthrax",2,2,11
"383","Anthrax_sp2",1,2,11
"384","Caliphoridae.sp..1",1,3,11
"385","Chaetodactylus_sp1",1,1,11
"386","Chalcis.sp.1",2,1,11
"387","Chalcis_sp1",1,4,11
"388","Chrisis_ignita",1,3,11
"389","Chrysis.ignita",1,3,11
"390","Chrysura_sp1",1,1,11
"391","Coelioxys_echinata",1,1,11
"392","Coelyoxis.echinata",2,2,11
"393","Cystomutilla_sp1",4,2,11
"394","Gasteruption.sp.1",2,1,11
"395","Hedycridium",1,2,11
"396","Hedycridium_sp1",1,2,11
"397","Hybomischos.sp.1",2,1,11
"398","Leucospis.dorsigera",2,1,11
"399","Melittobia.sp.",5,2,11
"400","Melittobia.sp..sp1",9,1,11
"401","Melittobia_sp1",5,3,11
"402","Meloidae_sp1",1,1,11
"403","Miltogramma.spp.",4,5,11
"404","Miltogramma.spp..sp1",4,5,11
"405","Miltogramma_sp1",1,1,11
"406","Mutillidae_sp1",1,1,11
"407","Omalus.sp.1",4,6,11
"408","Omalus.sp.2",1,3,11
"409","Omalus_sp1",1,3,11
"410","Pteromalidae_sp1",1,1,11
"411","Sapyga.quinquepunctata",3,1,11
"412","Sapyga_quinquepunctata",4,1,11
"413","Toxophora_sp1",1,3,11
"414","Trichodes.leucopsideus.",4,2,11
"415","Trichodes_leucopsideus",2,3,11
"416","Trichrysis.cyanea",1,2,11
"417","Trogoderma_sp1",3,2,11
"418","Xorides.sp.1",1,1,11
"419","Anthrax.anthrax",8,4,12
"420","Anthrax_anthrax",2,3,12
"421","Anthrax_sp2",1,1,12
"422","Caliphoridae.sp..1",1,2,12
"423","Chaetodactylus_sp1",1,1,12
"424","Chalcis.sp.1",2,3,12
"425","Chalcis_sp1",1,1,12
"426","Chrisis_ignita",1,3,12
"427","Chrysis.ignita",1,4,12
"428","Chrysura_sp1",1,2,12
"429","Coelioxys_echinata",1,4,12
"430","Coelyoxis.echinata",2,3,12
"431","Cystomutilla_sp1",4,4,12
"432","Gasteruption.sp.1",2,2,12
"433","Hedycridium",1,1,12
"434","Hedycridium_sp1",1,1,12
"435","Hybomischos.sp.1",2,1,12
"436","Leucospis.dorsigera",2,1,12
"437","Melittobia.sp.",5,4,12
"438","Melittobia.sp..sp1",9,3,12
"439","Melittobia_sp1",5,5,12
"440","Meloidae_sp1",1,2,12
"441","Miltogramma.spp.",4,6,12
"442","Miltogramma.spp..sp1",4,2,12
"443","Miltogramma_sp1",1,1,12
"444","Mutillidae_sp1",1,1,12
"445","Omalus.sp.1",4,4,12
"446","Omalus.sp.2",1,3,12
"447","Omalus_sp1",1,6,12
"448","Pteromalidae_sp1",1,1,12
"449","Sapyga.quinquepunctata",3,3,12
"450","Sapyga_quinquepunctata",4,4,12
"451","Toxophora_sp1",1,2,12
"452","Trichodes.leucopsideus.",4,7,12
"453","Trichodes_leucopsideus",2,3,12
"454","Trichrysis.cyanea",1,2,12
"455","Trogoderma_sp1",3,1,12
"456","Xorides.sp.1",1,2,12
"457","Anthrax.anthrax",8,6,13
"458","Anthrax_anthrax",2,1,13
"459","Anthrax_sp2",1,1,13
"460","Caliphoridae.sp..1",1,4,13
"461","Chaetodactylus_sp1",1,1,13
"462","Chalcis.sp.1",2,3,13
"463","Chalcis_sp1",1,3,13
"464","Chrisis_ignita",1,1,13
"465","Chrysis.ignita",1,3,13
"466","Chrysura_sp1",1,1,13
"467","Coelioxys_echinata",1,1,13
"468","Coelyoxis.echinata",2,1,13
"469","Cystomutilla_sp1",4,4,13
"470","Gasteruption.sp.1",2,1,13
"471","Hedycridium",1,1,13
"472","Hedycridium_sp1",1,1,13
"473","Hybomischos.sp.1",2,1,13
"474","Leucospis.dorsigera",2,3,13
"475","Melittobia.sp.",5,3,13
"476","Melittobia.sp..sp1",9,3,13
"477","Melittobia_sp1",5,6,13
"478","Meloidae_sp1",1,2,13
"479","Miltogramma.spp.",4,3,13
"480","Miltogramma.spp..sp1",4,4,13
"481","Miltogramma_sp1",1,1,13
"482","Mutillidae_sp1",1,5,13
"483","Omalus.sp.1",4,1,13
"484","Omalus.sp.2",1,1,13
"485","Omalus_sp1",1,6,13
"486","Pteromalidae_sp1",1,1,13
"487","Sapyga.quinquepunctata",3,2,13
"488","Sapyga_quinquepunctata",4,3,13
"489","Toxophora_sp1",1,3,13
"490","Trichodes.leucopsideus.",4,4,13
"491","Trichodes_leucopsideus",2,1,13
"492","Trichrysis.cyanea",1,3,13
"493","Trogoderma_sp1",3,2,13
"494","Xorides.sp.1",1,1,13
"495","Anthrax.anthrax",8,5,14
"496","Anthrax_anthrax",2,1,14
"497","Anthrax_sp2",1,3,14
"498","Caliphoridae.sp..1",1,3,14
"499","Chaetodactylus_sp1",1,1,14
"500","Chalcis.sp.1",2,2,14
"501","Chalcis_sp1",1,1,14
"502","Chrisis_ignita",1,3,14
"503","Chrysis.ignita",1,1,14
"504","Chrysura_sp1",1,3,14
"505","Coelioxys_echinata",1,4,14
"506","Coelyoxis.echinata",2,2,14
"507","Cystomutilla_sp1",4,1,14
"508","Gasteruption.sp.1",2,3,14
"509","Hedycridium",1,1,14
"510","Hedycridium_sp1",1,1,14
"511","Hybomischos.sp.1",2,1,14
"512","Leucospis.dorsigera",2,5,14
"513","Melittobia.sp.",5,1,14
"514","Melittobia.sp..sp1",9,3,14
"515","Melittobia_sp1",5,4,14
"516","Meloidae_sp1",1,2,14
"517","Miltogramma.spp.",4,6,14
"518","Miltogramma.spp..sp1",4,1,14
"519","Miltogramma_sp1",1,1,14
"520","Mutillidae_sp1",1,1,14
"521","Omalus.sp.1",4,3,14
"522","Omalus.sp.2",1,2,14
"523","Omalus_sp1",1,1,14
"524","Pteromalidae_sp1",1,2,14
"525","Sapyga.quinquepunctata",3,3,14
"526","Sapyga_quinquepunctata",4,1,14
"527","Toxophora_sp1",1,4,14
"528","Trichodes.leucopsideus.",4,2,14
"529","Trichodes_leucopsideus",2,1,14
"530","Trichrysis.cyanea",1,1,14
"531","Trogoderma_sp1",3,2,14
"532","Xorides.sp.1",1,1,14
"533","Anthrax.anthrax",8,5,15
"534","Anthrax_anthrax",2,1,15
"535","Anthrax_sp2",1,1,15
"536","Caliphoridae.sp..1",1,2,15
"537","Chaetodactylus_sp1",1,2,15
"538","Chalcis.sp.1",2,2,15
"539","Chalcis_sp1",1,1,15
"540","Chrisis_ignita",1,3,15
"541","Chrysis.ignita",1,4,15
"542","Chrysura_sp1",1,1,15
"543","Coelioxys_echinata",1,2,15
"544","Coelyoxis.echinata",2,3,15
"545","Cystomutilla_sp1",4,4,15
"546","Gasteruption.sp.1",2,1,15
"547","Hedycridium",1,1,15
"548","Hedycridium_sp1",1,1,15
"549","Hybomischos.sp.1",2,1,15
"550","Leucospis.dorsigera",2,4,15
"551","Melittobia.sp.",5,3,15
"552","Melittobia.sp..sp1",9,3,15
"553","Melittobia_sp1",5,2,15
"554","Meloidae_sp1",1,4,15
"555","Miltogramma.spp.",4,5,15
"556","Miltogramma.spp..sp1",4,2,15
"557","Miltogramma_sp1",1,1,15
"558","Mutillidae_sp1",1,2,15
"559","Omalus.sp.1",4,1,15
"560","Omalus.sp.2",1,1,15
"561","Omalus_sp1",1,1,15
"562","Pteromalidae_sp1",1,2,15
"563","Sapyga.quinquepunctata",3,1,15
"564","Sapyga_quinquepunctata",4,2,15
"565","Toxophora_sp1",1,1,15
"566","Trichodes.leucopsideus.",4,1,15
"567","Trichodes_leucopsideus",2,1,15
"568","Trichrysis.cyanea",1,1,15
"569","Trogoderma_sp1",3,4,15
"570","Xorides.sp.1",1,4,15
"571","Anthrax.anthrax",8,6,16
"572","Anthrax_anthrax",2,4,16
"573","Anthrax_sp2",1,3,16
"574","Caliphoridae.sp..1",1,2,16
"575","Chaetodactylus_sp1",1,1,16
"576","Chalcis.sp.1",2,1,16
"577","Chalcis_sp1",1,3,16
"578","Chrisis_ignita",1,2,16
"579","Chrysis.ignita",1,1,16
"580","Chrysura_sp1",1,2,16
"581","Coelioxys_echinata",1,2,16
"582","Coelyoxis.echinata",2,2,16
"583","Cystomutilla_sp1",4,5,16
"584","Gasteruption.sp.1",2,3,16
"585","Hedycridium",1,2,16
"586","Hedycridium_sp1",1,3,16
"587","Hybomischos.sp.1",2,2,16
"588","Leucospis.dorsigera",2,1,16
"589","Melittobia.sp.",5,3,16
"590","Melittobia.sp..sp1",9,4,16
"591","Melittobia_sp1",5,3,16
"592","Meloidae_sp1",1,2,16
"593","Miltogramma.spp.",4,3,16
"594","Miltogramma.spp..sp1",4,6,16
"595","Miltogramma_sp1",1,1,16
"596","Mutillidae_sp1",1,4,16
"597","Omalus.sp.1",4,5,16
"598","Omalus.sp.2",1,3,16
"599","Omalus_sp1",1,3,16
"600","Pteromalidae_sp1",1,2,16
"601","Sapyga.quinquepunctata",3,3,16
"602","Sapyga_quinquepunctata",4,6,16
"603","Toxophora_sp1",1,1,16
"604","Trichodes.leucopsideus.",4,3,16
"605","Trichodes_leucopsideus",2,0,16
"606","Trichrysis.cyanea",1,1,16
"607","Trogoderma_sp1",3,2,16
"608","Xorides.sp.1",1,2,16
"609","Anthrax.anthrax",8,7,17
"610","Anthrax_anthrax",2,2,17
"611","Anthrax_sp2",1,3,17
"612","Caliphoridae.sp..1",1,1,17
"613","Chaetodactylus_sp1",1,1,17
"614","Chalcis.sp.1",2,2,17
"615","Chalcis_sp1",1,1,17
"616","Chrisis_ignita",1,4,17
"617","Chrysis.ignita",1,2,17
"618","Chrysura_sp1",1,1,17
"619","Coelioxys_echinata",1,1,17
"620","Coelyoxis.echinata",2,3,17
"621","Cystomutilla_sp1",4,1,17
"622","Gasteruption.sp.1",2,1,17
"623","Hedycridium",1,1,17
"624","Hedycridium_sp1",1,1,17
"625","Hybomischos.sp.1",2,3,17
"626","Leucospis.dorsigera",2,1,17
"627","Melittobia.sp.",5,2,17
"628","Melittobia.sp..sp1",9,3,17
"629","Melittobia_sp1",5,3,17
"630","Meloidae_sp1",1,3,17
"631","Miltogramma.spp.",4,4,17
"632","Miltogramma.spp..sp1",4,3,17
"633","Miltogramma_sp1",1,1,17
"634","Mutillidae_sp1",1,3,17
"635","Omalus.sp.1",4,6,17
"636","Omalus.sp.2",1,3,17
"637","Omalus_sp1",1,5,17
"638","Pteromalidae_sp1",1,1,17
"639","Sapyga.quinquepunctata",3,3,17
"640","Sapyga_quinquepunctata",4,3,17
"641","Toxophora_sp1",1,1,17
"642","Trichodes.leucopsideus.",4,2,17
"643","Trichodes_leucopsideus",2,1,17
"644","Trichrysis.cyanea",1,1,17
"645","Trogoderma_sp1",3,1,17
"646","Xorides.sp.1",1,1,17
"647","Anthrax.anthrax",8,3,18
"648","Anthrax_anthrax",2,2,18
"649","Anthrax_sp2",1,1,18
"650","Caliphoridae.sp..1",1,1,18
"651","Chaetodactylus_sp1",1,2,18
"652","Chalcis.sp.1",2,3,18
"653","Chalcis_sp1",1,1,18
"654","Chrisis_ignita",1,1,18
"655","Chrysis.ignita",1,1,18
"656","Chrysura_sp1",1,2,18
"657","Coelioxys_echinata",1,1,18
"658","Coelyoxis.echinata",2,2,18
"659","Cystomutilla_sp1",4,4,18
"660","Gasteruption.sp.1",2,2,18
"661","Hedycridium",1,5,18
"662","Hedycridium_sp1",1,2,18
"663","Hybomischos.sp.1",2,2,18
"664","Leucospis.dorsigera",2,2,18
"665","Melittobia.sp.",5,4,18
"666","Melittobia.sp..sp1",9,3,18
"667","Melittobia_sp1",5,5,18
"668","Meloidae_sp1",1,3,18
"669","Miltogramma.spp.",4,7,18
"670","Miltogramma.spp..sp1",4,8,18
"671","Miltogramma_sp1",1,1,18
"672","Mutillidae_sp1",1,4,18
"673","Omalus.sp.1",4,3,18
"674","Omalus.sp.2",1,2,18
"675","Omalus_sp1",1,5,18
"676","Pteromalidae_sp1",1,1,18
"677","Sapyga.quinquepunctata",3,2,18
"678","Sapyga_quinquepunctata",4,3,18
"679","Toxophora_sp1",1,1,18
"680","Trichodes.leucopsideus.",4,2,18
"681","Trichodes_leucopsideus",2,3,18
"682","Trichrysis.cyanea",1,1,18
"683","Trogoderma_sp1",3,3,18
"684","Xorides.sp.1",1,1,18
"685","Anthrax.anthrax",8,8,19
"686","Anthrax_anthrax",2,2,19
"687","Anthrax_sp2",1,1,19
"688","Caliphoridae.sp..1",1,3,19
"689","Chaetodactylus_sp1",1,1,19
"690","Chalcis.sp.1",2,4,19
