"","species","interactions","outdegree","rep"
"389","CSA",18,18,17
"390","CSP",4,62,17
"391","DPE",2,0,17
"392","ECH",7,7,17
"393","EFL",32,19,17
"394","EMU",1,2,17
"395","ESE",3,4,17
"396","FAB",1,3,17
"397","FLA",7,9,17
"398","HOE",23,18,17
"399","LIN",1,0,17
"400","OLA",4,17,17
"401","POT",1,4,17
"402","PRUNUS",2,0,17
"403","RGR",2,3,17
"404","ROF",79,46,17
"405","SHI",1,4,17
"406","TVUF",62,34,17
"407","TVUH",55,37,17
"408","UMBE",1,1,17
"409","AMO",5,4,18
"410","AZA",1,4,18
"411","BLA",6,9,18
"412","CAL",7,3,18
"413","CSA",18,16,18
"414","CSP",4,72,18
"415","DPE",2,5,18
"416","ECH",7,5,18
"417","EFL",32,16,18
"418","EMU",1,1,18
"419","ESE",3,3,18
"420","FAB",1,2,18
"421","FLA",7,8,18
"422","HOE",23,22,18
"423","LIN",1,0,18
"424","OLA",4,6,18
"425","POT",1,0,18
"426","PRUNUS",2,1,18
"427","RGR",2,2,18
"428","ROF",79,32,18
"429","SHI",1,2,18
"430","TVUF",62,41,18
"431","TVUH",55,41,18
"432","UMBE",1,0,18
"433","AMO",5,4,19
"434","AZA",1,1,19
"435","BLA",6,8,19
"436","CAL",7,5,19
"437","CSA",18,17,19
"438","CSP",4,71,19
"439","DPE",2,3,19
"440","ECH",7,3,19
"441","EFL",32,20,19
"442","EMU",1,0,19
"443","ESE",3,4,19
"444","FAB",1,4,19
"445","FLA",7,6,19
"446","HOE",23,16,19
"447","LIN",1,0,19
"448","OLA",4,9,19
"449","POT",1,2,19
"450","PRUNUS",2,2,19
"451","RGR",2,3,19
"452","ROF",79,44,19
"453","SHI",1,4,19
"454","TVUF",62,42,19
"455","TVUH",55,32,19
"456","UMBE",1,1,19
"457","AMO",5,8,20
"458","AZA",1,3,20
"459","BLA",6,6,20
"460","CAL",7,6,20
"461","CSA",18,15,20
"462","CSP",4,67,20
"463","DPE",2,7,20
"464","ECH",7,10,20
"465","EFL",32,25,20
"466","EMU",1,2,20
"467","ESE",3,2,20
"468","FAB",1,3,20
"469","FLA",7,4,20
"470","HOE",23,15,20
"471","LIN",1,0,20
"472","OLA",4,10,20
"473","POT",1,2,20
"474","PRUNUS",2,1,20
"475","RGR",2,4,20
"476","ROF",79,47,20
"477","SHI",1,2,20
"478","TVUF",62,31,20
"479","TVUH",55,34,20
"480","UMBE",1,0,20
"481","AMO",5,5,21
"482","AZA",1,2,21
"483","BLA",6,10,21
"484","CAL",7,7,21
"485","CSA",18,23,21
"486","CSP",4,63,21
"487","DPE",2,2,21
"488","ECH",7,7,21
"489","EFL",32,24,21
"490","EMU",1,1,21
"491","ESE",3,1,21
"492","FAB",1,1,21
"493","FLA",7,8,21
"494","HOE",23,16,21
"495","LIN",1,0,21
"496","OLA",4,13,21
"497","POT",1,0,21
"498","PRUNUS",2,1,21
"499","RGR",2,2,21
"500","ROF",79,37,21
"501","SHI",1,3,21
"502","TVUF",62,41,21
"503","TVUH",55,44,21
"504","UMBE",1,0,21
"505","AMO",5,2,22
"506","AZA",1,1,22
"507","BLA",6,8,22
"508","CAL",7,6,22
"509","CSA",18,18,22
"510","CSP",4,61,22
"511","DPE",2,2,22
"512","ECH",7,8,22
"513","EFL",32,18,22
"514","EMU",1,0,22
"515","ESE",3,2,22
"516","FAB",1,2,22
"517","FLA",7,7,22
"518","HOE",23,18,22
"519","LIN",1,0,22
"520","OLA",4,15,22
"521","POT",1,4,22
"522","PRUNUS",2,2,22
"523","RGR",2,0,22
"524","ROF",79,48,22
"525","SHI",1,2,22
"526","TVUF",62,45,22
"527","TVUH",55,36,22
"528","UMBE",1,2,22
"529","AMO",5,4,23
"530","AZA",1,1,23
"531","BLA",6,4,23
"532","CAL",7,7,23
"533","CSA",18,13,23
"534","CSP",4,77,23
"535","DPE",2,2,23
"536","ECH",7,10,23
"537","EFL",32,16,23
"538","EMU",1,3,23
"539","ESE",3,3,23
"540","FAB",1,3,23
"541","FLA",7,9,23
"542","HOE",23,18,23
"543","LIN",1,0,23
"544","OLA",4,10,23
"545","POT",1,2,23
"546","PRUNUS",2,0,23
"547","RGR",2,1,23
"548","ROF",79,41,23
"549","SHI",1,1,23
"550","TVUF",62,37,23
"551","TVUH",55,34,23
"552","UMBE",1,1,23
"553","AMO",5,3,24
"554","AZA",1,4,24
"555","BLA",6,8,24
"556","CAL",7,7,24
"557","CSA",18,13,24
"558","CSP",4,56,24
"559","DPE",2,3,24
"560","ECH",7,9,24
"561","EFL",32,16,24
"562","EMU",1,3,24
"563","ESE",3,4,24
"564","FAB",1,3,24
"565","FLA",7,7,24
"566","HOE",23,15,24
"567","LIN",1,1,24
"568","OLA",4,13,24
"569","POT",1,4,24
"570","PRUNUS",2,0,24
"571","RGR",2,2,24
"572","ROF",79,41,24
"573","SHI",1,5,24
"574","TVUF",62,45,24
"575","TVUH",55,40,24
"576","UMBE",1,1,24
"577","AMO",5,1,25
"578","AZA",1,5,25
"579","BLA",6,9,25
"580","CAL",7,3,25
"581","CSA",18,16,25
"582","CSP",4,59,25
"583","DPE",2,3,25
"584","ECH",7,8,25
"585","EFL",32,14,25
"586","EMU",1,1,25
"587","ESE",3,1,25
"588","FAB",1,4,25
"589","FLA",7,9,25
"590","HOE",23,28,25
"591","LIN",1,1,25
"592","OLA",4,13,25
"593","POT",1,0,25
"594","PRUNUS",2,2,25
"595","RGR",2,3,25
"596","ROF",79,49,25
"597","SHI",1,3,25
"598","TVUF",62,34,25
"599","TVUH",55,38,25
"600","UMBE",1,1,25
"601","AMO",5,7,26
"602","AZA",1,2,26
"603","BLA",6,8,26
"604","CAL",7,6,26
"605","CSA",18,12,26
"606","CSP",4,69,26
"607","DPE",2,3,26
"608","ECH",7,6,26
"609","EFL",32,21,26
"610","EMU",1,0,26
"611","ESE",3,0,26
"612","FAB",1,1,26
"613","FLA",7,9,26
"614","HOE",23,26,26
"615","LIN",1,0,26
"616","OLA",4,15,26
"617","POT",1,4,26
"618","PRUNUS",2,2,26
"619","RGR",2,2,26
"620","ROF",79,44,26
"621","SHI",1,2,26
"622","TVUF",62,42,26
"623","TVUH",55,34,26
"624","UMBE",1,1,26
"625","AMO",5,8,27
"626","AZA",1,3,27
"627","BLA",6,12,27
"628","CAL",7,9,27
"629","CSA",18,14,27
"630","CSP",4,76,27
"631","DPE",2,4,27
"632","ECH",7,8,27
"633","EFL",32,14,27
"634","EMU",1,1,27
"635","ESE",3,2,27
"636","FAB",1,1,27
"637","FLA",7,6,27
"638","HOE",23,13,27
"639","LIN",1,0,27
"640","OLA",4,14,27
"641","POT",1,2,27
"642","PRUNUS",2,1,27
"643","RGR",2,0,27
"644","ROF",79,41,27
"645","SHI",1,2,27
"646","TVUF",62,44,27
"647","TVUH",55,25,27
"648","UMBE",1,2,27
"649","AMO",5,4,28
"650","AZA",1,5,28
"651","BLA",6,7,28
"652","CAL",7,5,28
"653","CSA",18,12,28
"654","CSP",4,67,28
"655","DPE",2,2,28
"656","ECH",7,5,28
"657","EFL",32,18,28
"658","EMU",1,2,28
"659","ESE",3,4,28
"660","FAB",1,2,28
"661","FLA",7,8,28
"662","HOE",23,22,28
"663","LIN",1,1,28
"664","OLA",4,14,28
"665","POT",1,3,28
"666","PRUNUS",2,0,28
"667","RGR",2,1,28
"668","ROF",79,42,28
"669","SHI",1,2,28
"670","TVUF",62,43,28
"671","TVUH",55,33,28
"672","UMBE",1,1,28
"673","AMO",5,3,29
"674","AZA",1,0,29
"675","BLA",6,7,29
"676","CAL",7,7,29
"677","CSA",18,12,29
"678","CSP",4,66,29
"679","DPE",2,1,29
"680","ECH",7,8,29
"681","EFL",32,18,29
"682","EMU",1,3,29
"683","ESE",3,5,29
"684","FAB",1,6,29
"685","FLA",7,7,29
"686","HOE",23,15,29
"687","LIN",1,1,29
"688","OLA",4,11,29
"689","POT",1,2,29
"690","PRUNUS",2,0,29
"691","RGR",2,3,29
"692","ROF",79,38,29
"693","SHI",1,1,29
"694","TVUF",62,34,29
"695","TVUH",55,34,29
"696","UMBE",1,1,29
"697","AMO",5,7,30
"698","AZA",1,4,30
"699","BLA",6,10,30
"700","CAL",7,6,30
"701","CSA",18,15,30
"702","CSP",4,72,30
"703","DPE",2,4,30
"704","ECH",7,6,30
"705","EFL",32,15,30
"706","EMU",1,1,30
"707","ESE",3,2,30
"708","FAB",1,2,30
"709","FLA",7,11,30
"710","HOE",23,18,30
"711","LIN",1,0,30
"712","OLA",4,14,30
"713","POT",1,1,30
"714","PRUNUS",2,0,30
"715","RGR",2,3,30
"716","ROF",79,40,30
"717","SHI",1,4,30
"718","TVUF",62,42,30
"719","TVUH",55,33,30
"720","UMBE",1,1,30
"721","AMO",5,6,31
"722","AZA",1,2,31
"723","BLA",6,2,31
"724","CAL",7,4,31
"725","CSA",18,14,31
"726","CSP",4,61,31
"727","DPE",2,5,31
"728","ECH",7,7,31
"729","EFL",32,16,31
"730","EMU",1,1,31
"731","ESE",3,3,31
"732","FAB",1,4,31
"733","FLA",7,8,31
"734","HOE",23,19,31
"735","LIN",1,0,31
"736","OLA",4,14,31
"737","POT",1,0,31
"738","PRUNUS",2,1,31
"739","RGR",2,1,31
"740","ROF",79,42,31
"741","SHI",1,2,31
"742","TVUF",62,39,31
"743","TVUH",55,40,31
"744","UMBE",1,1,31
"745","AMO",5,5,32
"746","AZA",1,0,32
"747","BLA",6,10,32
"748","CAL",7,5,32
"749","CSA",18,11,32
"750","CSP",4,52,32
"751","DPE",2,0,32
"752","ECH",7,7,32
"753","EFL",32,18,32
"754","EMU",1,2,32
"755","ESE",3,4,32
"756","FAB",1,4,32
"757","FLA",7,7,32
"758","HOE",23,24,32
"759","LIN",1,0,32
"760","OLA",4,20,32
"761","POT",1,4,32
"762","PRUNUS",2,1,32
"763","RGR",2,1,32
"764","ROF",79,46,32
"765","SHI",1,4,32
"766","TVUF",62,40,32
"767","TVUH",55,43,32
"768","UMBE",1,0,32
"769","AMO",5,8,33
"770","AZA",1,4,33
"771","BLA",6,7,33
"772","CAL",7,6,33
"773","CSA",18,16,33
"774","CSP",4,63,33
"775","DPE",2,2,33
"776","ECH",7,5,33
"777","EFL",32,12,33
"778","EMU",1,3,33
"779","ESE",3,5,33
"780","FAB",1,3,33
"781","FLA",7,7,33
"782","HOE",23,15,33
"783","LIN",1,1,33
"784","OLA",4,8,33
"785","POT",1,1,33
"786","PRUNUS",2,3,33
"787","RGR",2,4,33
"788","ROF",79,46,33
"789","SHI",1,2,33
"790","TVUF",62,41,33
"791","TVUH",55,37,33
"792","UMBE",1,3,33
"793","AMO",5,7,34
"794","AZA",1,3,34
"795","BLA",6,8,34
"796","CAL",7,5,34
"797","CSA",18,12,34
"798","CSP",4,50,34
"799","DPE",2,1,34
"800","ECH",7,6,34
"801","EFL",32,18,34
"802","EMU",1,2,34
"803","ESE",3,4,34
"804","FAB",1,4,34
"805","FLA",7,14,34
"806","HOE",23,16,34
"807","LIN",1,1,34
"808","OLA",4,14,34
"809","POT",1,0,34
"810","PRUNUS",2,0,34
"811","RGR",2,3,34
"812","ROF",79,48,34
"813","SHI",1,2,34
"814","TVUF",62,35,34
"815","TVUH",55,41,34
"816","UMBE",1,2,34
"817","AMO",5,4,35
"818","AZA",1,3,35
"819","BLA",6,8,35
"820","CAL",7,8,35
"821","CSA",18,9,35
"822","CSP",4,60,35
"823","DPE",2,2,35
"824","ECH",7,4,35
"825","EFL",32,15,35
"826","EMU",1,2,35
"827","ESE",3,4,35
"828","FAB",1,2,35
"829","FLA",7,8,35
"830","HOE",23,14,35
"831","LIN",1,1,35
"832","OLA",4,16,35
"833","POT",1,4,35
"834","PRUNUS",2,0,35
"835","RGR",2,2,35
"836","ROF",79,42,35
"837","SHI",1,1,35
"838","TVUF",62,38,35
"839","TVUH",55,45,35
"840","UMBE",1,0,35
"841","AMO",5,2,36
"842","AZA",1,4,36
"843","BLA",6,11,36
"844","CAL",7,6,36
"845","CSA",18,12,36
"846","CSP",4,59,36
"847","DPE",2,4,36
"848","ECH",7,6,36
"849","EFL",32,16,36
"850","EMU",1,2,36
"851","ESE",3,1,36
"852","FAB",1,3,36
"853","FLA",7,5,36
"854","HOE",23,20,36
"855","LIN",1,0,36
"856","OLA",4,10,36
"857","POT",1,4,36
"858","PRUNUS",2,0,36
"859","RGR",2,5,36
"860","ROF",79,44,36
"861","SHI",1,4,36
"862","TVUF",62,33,36
"863","TVUH",55,38,36
"864","UMBE",1,2,36
"865","AMO",5,5,37
"866","AZA",1,3,37
"867","BLA",6,12,37
"868","CAL",7,4,37
"869","CSA",18,15,37
"870","CSP",4,65,37
"871","DPE",2,2,37
"872","ECH",7,10,37
"873","EFL",32,16,37
"874","EMU",1,0,37
"875","ESE",3,2,37
"876","FAB",1,3,37
"877","FLA",7,6,37
"878","HOE",23,22,37
"879","LIN",1,1,37
"880","OLA",4,13,37
"881","POT",1,4,37
"882","PRUNUS",2,1,37
"883","RGR",2,0,37
"884","ROF",79,48,37
"885","SHI",1,4,37
"886","TVUF",62,36,37
"887","TVUH",55,45,37
"888","UMBE",1,3,37
"889","AMO",5,1,38
"890","AZA",1,1,38
"891","BLA",6,8,38
"892","CAL",7,9,38
"893","CSA",18,24,38
"894","CSP",4,66,38
"895","DPE",2,3,38
"896","ECH",7,5,38
"897","EFL",32,18,38
"898","EMU",1,2,38
"899","ESE",3,3,38
"900","FAB",1,3,38
"901","FLA",7,7,38
"902","HOE",23,16,38
"903","LIN",1,0,38
"904","OLA",4,12,38
"905","POT",1,2,38
"906","PRUNUS",2,0,38
"907","RGR",2,0,38
"908","ROF",79,41,38
"909","SHI",1,0,38
"910","TVUF",62,38,38
"911","TVUH",55,39,38
"912","UMBE",1,1,38
"913","AMO",5,3,39
"914","AZA",1,1,39
"915","BLA",6,7,39
"916","CAL",7,10,39
"917","CSA",18,11,39
"918","CSP",4,69,39
"919","DPE",2,4,39
"920","ECH",7,6,39
"921","EFL",32,19,39
"922","EMU",1,0,39
"923","ESE",3,0,39
"924","FAB",1,1,39
"925","FLA",7,5,39
"926","HOE",23,17,39
"927","LIN",1,0,39
"928","OLA",4,13,39
"929","POT",1,0,39
"930","PRUNUS",2,0,39
"931","RGR",2,2,39
"932","ROF",79,45,39
"933","SHI",1,3,39
"934","TVUF",62,43,39
"935","TVUH",55,36,39
"936","UMBE",1,2,39
"937","AMO",5,3,40
"938","AZA",1,2,40
"939","BLA",6,9,40
"940","CAL",7,7,40
"941","CSA",18,12,40
"942","CSP",4,68,40
"943","DPE",2,2,40
"944","ECH",7,5,40
"945","EFL",32,14,40
"946","EMU",1,2,40
"947","ESE",3,1,40
"948","FAB",1,1,40
"949","FLA",7,4,40
"950","HOE",23,21,40
"951","LIN",1,1,40
"952","OLA",4,12,40
"953","POT",1,2,40
"954","PRUNUS",2,2,40
"955","RGR",2,1,40
"956","ROF",79,43,40
"957","SHI",1,1,40
"958","TVUF",62,44,40
"959","TVUH",55,34,40
"960","UMBE",1,1,40
"961","AMO",5,5,41
"962","AZA",1,3,41
"963","BLA",6,7,41
"964","CAL",7,3,41
"965","CSA",18,11,41
"966","CSP",4,57,41
"967","DPE",2,3,41
"968","ECH",7,7,41
"969","EFL",32,19,41
"970","EMU",1,2,41
"971","ESE",3,1,41
"972","FAB",1,1,41
"973","FLA",7,7,41
"974","HOE",23,21,41
"975","LIN",1,2,41
"976","OLA",4,12,41
"977","POT",1,3,41
"978","PRUNUS",2,1,41
"979","RGR",2,1,41
"980","ROF",79,52,41
"981","SHI",1,3,41
"982","TVUF",62,43,41
"983","TVUH",55,38,41
"984","UMBE",1,2,41
"985","AMO",5,0,42
"986","AZA",1,8,42
"987","BLA",6,9,42
"988","CAL",7,1,42
"989","CSA",18,18,42
"990","CSP",4,62,42
"991","DPE",2,5,42
"992","ECH",7,2,42
"993","EFL",32,16,42
"994","EMU",1,4,42
"995","ESE",3,1,42
"996","FAB",1,5,42
"997","FLA",7,7,42
"998","HOE",23,21,42
"999","LIN",1,0,42
"1000","OLA",4,14,42
"1001","POT",1,3,42
"1002","PRUNUS",2,0,42
"1003","RGR",2,1,42
"1004","ROF",79,49,42
"1005","SHI",1,2,42
"1006","TVUF",62,43,42
"1007","TVUH",55,35,42
"1008","UMBE",1,2,42
"1009","AMO",5,4,43
"1010","AZA",1,1,43
"1011","BLA",6,7,43
"1012","CAL",7,4,43
"1013","CSA",18,13,43
"1014","CSP",4,60,43
"1015","DPE",2,2,43
"1016","ECH",7,3,43
"1017","EFL",32,19,43
"1018","EMU",1,4,43
"1019","ESE",3,4,43
"1020","FAB",1,6,43
"1021","FLA",7,7,43
"1022","HOE",23,15,43
"1023","LIN",1,0,43
"1024","OLA",4,14,43
"1025","POT",1,1,43
"1026","PRUNUS",2,0,43
"1027","RGR",2,2,43
"1028","ROF",79,35,43
"1029","SHI",1,2,43
"1030","TVUF",62,44,43
"1031","TVUH",55,34,43
"1032","UMBE",1,1,43
"1033","AMO",5,3,44
"1034","AZA",1,2,44
"1035","BLA",6,10,44
"1036","CAL",7,7,44
"1037","CSA",18,17,44
"1038","CSP",4,57,44
"1039","DPE",2,2,44
"1040","ECH",7,9,44
"1041","EFL",32,20,44
"1042","EMU",1,1,44
"1043","ESE",3,5,44
"1044","FAB",1,3,44
"1045","FLA",7,9,44
"1046","HOE",23,30,44
"1047","LIN",1,0,44
"1048","OLA",4,9,44
"1049","POT",1,0,44
"1050","PRUNUS",2,3,44
"1051","RGR",2,1,44
"1052","ROF",79,45,44
"1053","SHI",1,1,44
